ID,host_response_time,host_response_rate,host_acceptance_rate,hosTrue_is_superhost,host_has_profile_pic,host_identity_verified,host_listings_count,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month
102444,Unknown,NaN,NaN,False ,True ,False ,1,La Florida,-33.55981,-70.55494,Shared room,3,0,1,2,70443.00,1,730,365,0,0,,,,,,,,False ,1,
49392,within a day,0.5,NaN,False ,True ,True ,3,Providencia,-33.43266,-70.60072,Private room,1,,1,1,46669.00,3,730,178,0,0,,,,,,,,True ,2,
24225724,a few days or more,0,NaN,False ,True ,False ,1,Quilicura,-33.30319,-70.69612,Private room,1,1,1,2,18357.00,5,46,179,0,0,,,,,,,,True ,1,
25352401,Unknown,NaN,NaN,False ,True ,False ,1,La Pintana,-33.59622,-70.67131,Private room,1,2,2,2,10000.00,1,1125,89,0,0,,,,,,,,True ,1,
33305262,within a day,0.6,0.33,False ,True ,False ,1,La Florida,-33.56327,-70.55508,Private room,1,1,1,1,11500.00,1,1125,360,1,0,5,5,5,5,5,5,5,True ,1,0.03
1618821,Unknown,NaN,NaN,False ,True ,False ,1,La Florida,-33.58357,-70.58625,Private room,1,1,1,1,22013.00,7,1125,365,0,0,,,,,,,,False ,1,
11253705,within a day,1,NaN,False ,True ,False ,1,La Pintana,-33.59979,-70.59242,Private room,2,2.5,1,2,52832.00,1,1125,365,0,0,,,,,,,,False ,1,
40707516,within an hour,1,0.9,True ,True ,True ,3,Quilicura,-33.31922,-70.69587,Entire home/apt,2,1,1,1,70714.00,3,90,17,22,14,4.95,4.95,4.82,5,5,4.95,4.91,False ,3,0.73
31726393,Unknown,NaN,0,False ,True ,True ,1,La Florida,-33.56436,-70.56819,Entire home/apt,6,1,3,3,50000.00,1,1125,179,0,0,,,,,,,,True ,1,
47800065,a few days or more,0,1,False ,True ,True ,1,Maipú,-33.5768,-70.78,Entire home/apt,6,2,2,4,150000.00,4,365,89,5,1,5,5,5,5,4.8,4.8,5,False ,1,0.3
1805957,Unknown,NaN,1,False ,True ,True ,1,Providencia,-33.43054,-70.61197,Entire home/apt,2,2,1,1,79248.00,15,90,347,0,0,,,,,,,,False ,1,
513333,Unknown,NaN,NaN,False ,True ,True ,3,Providencia,-33.42918,-70.59036,Private room,1,1,1,1,15000.00,1,30,172,71,0,4.86,4.87,4.82,4.97,4.91,4.97,4.9,False ,1,0.64
529207,Unknown,NaN,NaN,False ,True ,True ,1,Peñalolén,-33.47721,-70.52016,Private room,8,6,1,7,528323.00,5,365,365,0,0,,,,,,,,False ,1,
533042,within an hour,0.93,1,False ,True ,True ,1,Providencia,-33.42845,-70.61774,Entire home/apt,3,1,1,2,39624.00,3,30,132,122,17,4.59,4.86,4.51,4.88,4.83,4.93,4.63,True ,1,1.8
1806658,Unknown,NaN,NaN,False ,True ,False ,1,Recoleta,-33.42466,-70.64047,Private room,1,1,1,1,22894.00,2,1125,362,0,0,,,,,,,,False ,1,
1810705,Unknown,NaN,NaN,False ,True ,True ,1,Santiago,-33.45175,-70.64049,Private room,2,1,1,2,22013.00,2,1125,141,7,0,4.86,4.86,5,5,4.57,4.43,5,False ,1,0.07
1854958,Unknown,NaN,NaN,False ,True ,False ,1,Las Condes,-33.40346,-70.54718,Private room,1,1,1,1,44027.00,1,1125,365,0,0,,,,,,,,False ,1,
1864347,Unknown,NaN,0,False ,True ,False ,1,Providencia,-33.42853,-70.59434,Private room,1,1,1,1,22000.00,3,30,363,0,0,,,,,,,,False ,1,
1873527,a few days or more,0,1,False ,True ,False ,1,Santiago,-33.4528,-70.65521,Entire home/apt,4,1,1,2,39624.00,4,360,365,5,0,4.5,4.75,4.75,4.5,5,3.5,4.25,True ,1,0.05
1886495,Unknown,NaN,NaN,False ,True ,False ,3,Las Condes,-33.41918,-70.56866,Private room,1,1,1,1,37126.00,1,1125,365,0,0,,,,,,,,False ,1,
1892699,Unknown,NaN,NaN,False ,True ,False ,1,Santiago,-33.43855,-70.64371,Private room,1,1,1,1,69184.00,3,30,365,0,0,,,,,,,,False ,1,
533257,Unknown,NaN,NaN,False ,True ,False ,1,Santiago,-33.43615,-70.64867,Private room,3,1,1,1,52832.00,2,330,365,0,0,,,,,,,,False ,1,
558026,within an hour,1,0.83,False ,True ,False ,1,Providencia,-33.43451,-70.62698,Entire home/apt,2,1,1,1,37895.00,2,1125,317,20,14,4.95,4.85,4.85,4.8,5,5,4.9,False ,1,0.23
559852,a few days or more,0.33,0.25,False ,True ,True ,7,Providencia,-33.42649,-70.61571,Entire home/apt,5,1,2,3,96859.00,2,1125,264,12,0,4.25,4.25,4.25,4.92,4.92,4.92,4.5,False ,7,0.14
564038,Unknown,NaN,0,False ,True ,False ,1,Santiago,-33.43811,-70.64547,Entire home/apt,4,1,1,2,74846.00,2,1125,365,1,0,4,5,4,2,2,5,5,False ,1,0.01
566139,within an hour,1,0.99,False ,True ,True ,3,Providencia,-33.4262,-70.61853,Entire home/apt,5,2,2,3,57235.00,3,1125,320,198,19,4.53,4.61,4.17,4.78,4.71,4.93,4.59,True ,2,1.65
583154,Unknown,NaN,NaN,False ,True ,False ,1,Santiago,-33.45592,-70.63256,Private room,1,,1,1,44027.00,1,1125,365,0,0,,,,,,,,False ,1,
600739,a few days or more,0.33,0.25,False ,True ,True ,7,Providencia,-33.42492,-70.61605,Entire home/apt,5,1,2,3,96859.00,2,1125,264,22,0,4.36,4.64,3.95,5,5,4.86,4.41,False ,7,0.26
600741,a few days or more,0.33,0.25,False ,True ,True ,7,Providencia,-33.42462,-70.61619,Entire home/apt,3,1,1,,61638.00,2,1125,169,9,0,4.33,4.56,4.11,5,5,4.56,4.44,False ,7,0.11
609532,Unknown,NaN,NaN,False ,True ,False ,3,Santiago,-33.43799,-70.6481,Private room,2,1,1,1,70443.00,1,1125,365,0,0,,,,,,,,False ,3,
622498,Unknown,NaN,1,False ,True ,True ,3,Las Condes,-33.41263,-70.58843,Entire home/apt,3,1,1,2,96859.00,4,1125,48,28,0,4.92,5,4.89,5,5,4.96,4.78,False ,3,0.23
643936,Unknown,NaN,NaN,False ,True ,False ,3,Santiago,-33.43721,-70.64889,Private room,2,1,1,2,70443.00,3,1125,365,0,0,,,,,,,,False ,3,
52811,Unknown,NaN,0.83,False ,True ,True ,3,Providencia,-33.42959,-70.6188,Entire home/apt,4,1,1,1,47549.00,1,1825,172,46,1,4.42,4.59,4.52,4.66,4.59,4.64,4.36,True ,3,0.33
53494,Unknown,NaN,0.5,False ,True ,True ,3,Lo Barnechea,-33.34344,-70.29432,Entire home/apt,8,2,2,8,149999.00,2,730,264,38,0,4.76,4.78,4.89,4.89,4.89,4.73,4.68,False ,1,0.52
65058,a few days or more,0,NaN,False ,True ,False ,1,Recoleta,-33.43049,-70.64135,Private room,2,1,1,1,52832.00,2,730,365,0,0,,,,,,,,False ,1,
73752,Unknown,NaN,NaN,False ,True ,False ,1,Santiago,-33.43868,-70.64414,Private room,1,3,1,1,70443.00,3,10,365,0,0,,,,,,,,False ,1,
1898234,a few days or more,0,0,False ,True ,False ,1,Ñuñoa,-33.45542,-70.60443,Entire home/apt,4,2,2,3,88054.00,3,1125,358,0,0,,,,,,,,False ,1,
1905521,within a few hours,0.9,0.83,True ,True ,True ,2,Vitacura,-33.39871,-70.57523,Entire home/apt,5,2,3,4,87173.00,3,1125,302,164,14,4.75,4.86,4.8,4.93,4.94,4.93,4.77,False ,1,1.58
80482,a few days or more,0,NaN,False ,True ,False ,1,La Florida,-33.51918,-70.59149,Private room,2,1,1,1,22276.00,2,730,364,0,0,,,,,,,,True ,1,
83677,Unknown,NaN,NaN,False ,True ,False ,1,Providencia,-33.43159,-70.59202,Entire home/apt,2,,1,1,127678.00,1,730,365,0,0,,,,,,,,False ,1,
1906152,within a day,1,0.82,True ,True ,True ,1,Ñuñoa,-33.45728,-70.59157,Private room,1,1.5,1,1,17611.00,1,15,356,16,4,5,4.93,4.87,5,5,4.93,5,False ,1,0.22
88944,within an hour,1,0.96,True ,True ,False ,1,Providencia,-33.4222,-70.60846,Entire home/apt,2,1,1,1,30819.00,3,365,250,167,8,4.73,4.76,4.64,4.91,4.9,4.95,4.71,False ,1,1.29
90629,Unknown,NaN,NaN,False ,True ,False ,1,Santiago,-33.43787,-70.64082,Entire home/apt,2,,1,3,88054.00,3,730,365,0,0,,,,,,,,False ,1,
643967,Unknown,NaN,NaN,False ,True ,False ,3,Santiago,-33.43602,-70.64886,Private room,2,1,1,1,70443.00,1,1125,365,0,0,,,,,,,,False ,3,
1914509,Unknown,NaN,NaN,False ,True ,False ,1,Las Condes,-33.4197,-70.55696,Private room,1,1,1,1,35222.00,7,1125,365,0,0,,,,,,,,False ,1,
1932045,within a day,0.6,0.27,False ,True ,True ,1,Providencia,-33.43461,-70.62498,Entire home/apt,3,1,1,1,37962.00,1,1125,294,18,0,4.65,4.53,4.59,4.65,4.65,4.82,4.53,False ,1,0.18
656930,within an hour,0.87,0.93,False ,True ,True ,5,Providencia,-33.41866,-70.61127,Private room,2,1,1,12,35000.00,1,365,365,3,2,4.33,5,4.67,5,5,5,4.33,False ,5,0.23
1936528,within a few hours,1,0,False ,True ,True ,1,Santiago,-33.4467,-70.64625,Entire home/apt,3,1,1,2,44027.00,2,1125,365,0,0,,,,,,,,False ,1,
668257,a few days or more,0,0.75,False ,True ,True ,2,Las Condes,-33.41795,-70.58175,Entire home/apt,4,2,2,2,105665.00,14,1125,358,19,1,4.93,4.94,5,5,5,5,4.83,False ,1,0.16
679753,within an hour,0.87,0.93,False ,True ,True ,5,Providencia,-33.41773,-70.61102,Entire home/apt,4,1,1,1,45000.00,1,1125,365,1,0,4,4,3,5,3,5,4,False ,5,0.01
683664,Unknown,NaN,NaN,False ,True ,False ,4,Santiago,-33.44245,-70.64234,Entire home/apt,1,1,1,1,51952.00,90,1125,346,5,0,5,4.2,4.6,4.2,5,4.2,4.4,False ,4,0.04
90694,within a few hours,1,0.29,False ,True ,True ,3,Providencia,-33.4259,-70.61692,Entire home/apt,2,1,1,1,39999.00,3,365,348,60,3,4.68,4.73,4.75,4.73,4.8,4.76,4.49,False ,4,0.45
90769,within a few hours,1,0.29,False ,True ,True ,3,Providencia,-33.42864,-70.62178,Entire home/apt,2,1,1,1,39000.00,4,1125,172,12,0,5,5,5,5,5,4.8,4.6,False ,4,0.09
91083,within a few hours,1,0.97,True ,True ,True ,5,Santiago,-33.43901,-70.64463,Entire home/apt,3,1,1,2,39624.00,3,31,60,126,0,4.7,4.68,4.76,4.66,4.82,4.78,4.66,False ,3,0.98
94147,Unknown,NaN,NaN,False ,True ,False ,2,Las Condes,-33.39929,-70.54542,Private room,1,1,1,1,43146.00,1,730,365,2,0,4.5,5,5,5,5,5,5,False ,1,0.02
1954924,within a day,1,NaN,False ,True ,False ,1,Providencia,-33.42659,-70.61543,Entire home/apt,4,1,1,2,48430.00,30,180,365,0,0,,,,,,,,False ,1,
725463,within an hour,1,0.92,False ,True ,True ,0,Providencia,-33.41971,-70.60915,Entire home/apt,2,1,1,1,61638.00,2,30,353,3,1,5,5,5,5,5,5,5,False ,3,0.03
1998362,within an hour,1,1,True ,True ,True ,6,Las Condes,-33.41048,-70.59837,Entire home/apt,3,1,1,1,105665.00,3,1125,365,12,5,4.92,4.86,4.71,4.86,5,5,4.71,False ,1,0.12
726012,within an hour,1,0.92,False ,True ,True ,0,Santiago,-33.44146,-70.6463,Entire home/apt,4,1,2,3,70443.00,2,30,361,11,2,4.56,4.82,4.36,4.91,4.82,4.91,4.73,False ,3,0.09
734844,within an hour,1,0.5,False ,True ,True ,0,Santiago,-33.44481,-70.6339,Private room,2,2,2,2,19372.00,5,1000,365,85,2,4.61,4.42,4.48,4.68,4.66,4.59,4.68,False ,1,0.75
748389,Unknown,NaN,NaN,False ,True ,False ,1,Las Condes,-33.42271,-70.57536,Private room,1,3,1,1,44027.00,2,150,365,0,0,,,,,,,,False ,1,
95139,Unknown,NaN,NaN,False ,True ,False ,1,Santiago,-33.43665,-70.67835,Private room,3,2,1,3,62518.00,7,730,365,0,0,,,,,,,,False ,1,
96722,Unknown,NaN,NaN,False ,True ,False ,1,Las Condes,-33.42532,-70.58566,Private room,2,1,1,2,52832.00,1,730,365,0,0,,,,,,,,False ,1,
2030023,within a day,1,0,False ,True ,True ,2,Providencia,-33.44409,-70.6189,Private room,2,1.5,1,1,14969.00,30,180,55,5,0,4.4,4.8,4,4.6,4.8,4.6,4.4,False ,2,0.06
100057,Unknown,NaN,NaN,False ,True ,False ,1,Santiago,-33.43199,-70.65789,Private room,2,,1,1,70443.00,14,60,365,2,0,1,3,1,1,1,3,1,False ,1,0.01
106795,Unknown,NaN,NaN,False ,False ,False ,1,Santiago,-33.43974,-70.65493,Entire home/apt,2,1.5,1,1,70443.00,1,730,365,0,0,,,,,,,,False ,1,
752562,within a few hours,1,0.29,False ,True ,True ,3,Santiago,-33.4407,-70.66163,Entire home/apt,2,1,1,1,33000.00,7,365,0,1,0,5,5,5,5,5,5,5,False ,4,0.01
2040885,Unknown,NaN,NaN,False ,True ,False ,1,Santiago,-33.43714,-70.64832,Private room,2,1,1,1,61638.00,5,1125,365,0,0,,,,,,,,False ,1,
754744,Unknown,NaN,NaN,False ,True ,False ,1,Santiago,-33.44583,-70.65322,Entire home/apt,2,1,1,1,61638.00,3,1125,365,0,0,,,,,,,,False ,1,
768868,within an hour,1,0.92,False ,True ,True ,0,Santiago,-33.43954,-70.6465,Entire home/apt,1,1,1,1,44027.00,2,30,364,1,0,0,5,5,5,5,5,5,False ,3,0.01
2041953,a few days or more,0.4,NaN,False ,True ,True ,1,Providencia,-33.43048,-70.6088,Entire home/apt,4,2,2,3,60757.00,7,1125,365,1,0,5,5,5,5,5,5,5,False ,1,0.01
2054452,Unknown,NaN,NaN,False ,True ,False ,1,Providencia,-33.42688,-70.60104,Entire home/apt,2,1,2,1,30819.00,90,90,365,0,0,,,,,,,,False ,1,
2065906,within an hour,1,0.89,False ,True ,True ,1,Recoleta,-33.43375,-70.63616,Entire home/apt,2,1,1,1,50191.00,4,1125,236,28,3,4.46,4.71,4.36,4.93,4.79,4.64,4.68,True ,1,0.29
777178,within a few hours,1,0.94,False ,True ,True ,0,Providencia,-33.44446,-70.63271,Entire home/apt,2,1,1,1,26416.00,5,90,259,101,16,4.85,4.89,4.83,4.97,4.98,4.81,4.76,True ,1,0.87
116494,Unknown,NaN,NaN,False ,False ,False ,1,Santiago,-33.43855,-70.64486,Private room,2,1,1,1,52832.00,1,730,365,0,0,,,,,,,,False ,1,
119688,Unknown,NaN,NaN,False ,True ,False ,1,Providencia,-33.43022,-70.60677,Private room,1,2,1,3,39624.00,1,730,365,0,0,,,,,,,,False ,1,
122128,Unknown,NaN,NaN,False ,False ,False ,1,Providencia,-33.43871,-70.60424,Private room,1,,1,1,66040.00,1,730,365,0,0,,,,,,,,False ,1,
122810,Unknown,NaN,1,False ,True ,True ,1,Recoleta,-33.42361,-70.63984,Entire home/apt,2,1,1,1,26416.00,2,30,264,8,0,5,5,4.88,5,5,4.86,4.86,False ,1,0.13
2080451,within an hour,1,0.5,False ,True ,True ,1,Santiago,-33.43949,-70.63913,Private room,1,2,1,1,32078.00,3,1125,355,4,0,4.5,4.75,4.5,5,4.75,5,4.5,False ,1,0.05
123569,Unknown,NaN,NaN,False ,True ,False ,1,Santiago,-33.44972,-70.64641,Private room,1,,1,1,48430.00,1,730,365,0,0,,,,,,,,False ,1,
780664,Unknown,NaN,NaN,False ,True ,False ,1,Ñuñoa,-33.4557,-70.59981,Private room,2,1,1,1,83651.00,2,365,365,0,0,,,,,,,,False ,1,
787045,within a few hours,1,0.7,True ,True ,False ,2,La Reina,-33.45534,-70.5602,Private room,2,1,1,1,16000.00,4,1125,365,124,2,4.79,4.88,4.84,4.93,4.92,4.62,4.83,False ,2,1.06
2096152,Unknown,NaN,NaN,False ,True ,False ,1,Las Condes,-33.40707,-70.58549,Shared room,2,1,1,2,75726.00,1,1125,365,0,0,,,,,,,,False ,1,
2098590,within a few hours,0.9,0.76,False ,True ,True ,6,Santiago,-33.46983,-70.64086,Entire home/apt,3,1,1,1,48430.00,2,1125,179,1,0,3,2,5,3,4,4,3,False ,6,0.01
795701,within a few hours,0.9,0,False ,True ,True ,4,Santiago,-33.44128,-70.6563,Entire home/apt,5,2,2,4,57235.00,1,30,364,19,0,4.58,4.63,4.84,4.79,4.78,4.53,4.63,False ,4,0.16
124075,within an hour,0.87,0.93,False ,True ,True ,5,Providencia,-33.41905,-70.61165,Private room,4,1,1,2,35222.00,2,365,365,1,0,5,5,5,5,5,5,5,False ,5,0.01
124291,Unknown,NaN,NaN,False ,True ,False ,1,Las Condes,-33.42015,-70.55652,Private room,2,1,1,1,52832.00,5,5,365,0,0,,,,,,,,False ,1,
2119824,within an hour,1,0,False ,True ,True ,4,Providencia,-33.42963,-70.59133,Private room,2,1,1,1,16000.00,1,1125,172,18,0,4.43,4.62,4.54,4.69,4.69,4.69,4.54,False ,2,0.18
131054,Unknown,NaN,NaN,False ,True ,False ,1,Santiago,-33.44356,-70.63505,Private room,1,,1,,35222.00,1,730,365,0,0,,,,,,,,False ,1,
2120795,within a day,1,0,False ,True ,True ,2,Providencia,-33.44509,-70.61751,Private room,1,1,1,1,14089.00,1,365,172,4,0,4.75,5,4,5,5,5,4.75,False ,2,0.05
132624,Unknown,NaN,NaN,False ,False ,False ,1,Santiago,-33.43385,-70.65641,Private room,2,1,1,1,88679.00,1,730,365,0,0,,,,,,,,False ,1,
798444,within an hour,0.97,0.98,False ,True ,True ,1,Santiago,-33.4377,-70.64733,Entire home/apt,4,1,2,5,40628.00,2,1125,218,19,2,4.21,4.33,3.72,4.67,4.65,4.72,4.33,True ,8,0.17
2122694,within a few hours,0.95,1,False ,True ,True ,7,Santiago,-33.44614,-70.65134,Entire home/apt,2,1,1,1,22894.00,30,1125,306,38,4,4.22,4.51,4.22,4.86,4.78,4.49,4.24,True ,5,0.46
798907,within an hour,1,0.97,True ,True ,True ,5,Recoleta,-33.43151,-70.65042,Entire home/apt,2,1.5,1,1,35429.00,2,1125,312,264,44,4.74,4.86,4.8,4.82,4.72,4.73,4.75,False ,5,2.27
799674,within a few hours,1,0.88,False ,True ,False ,2,Lo Barnechea,-33.34941,-70.2936,Entire home/apt,6,2,2,5,333345.00,2,1125,361,4,2,5,5,4.67,5,5,5,5,False ,1,0.06
133295,within an hour,1,0.87,False ,True ,True ,2,Las Condes,-33.41121,-70.58845,Entire home/apt,3,2,2,2,220134.00,7,365,365,83,1,4.83,4.87,4.92,4.97,4.95,4.92,4.85,True ,2,0.64
133783,a few days or more,0,NaN,False ,True ,False ,1,Providencia,-33.42974,-70.60432,Private room,1,2,1,1,44027.00,1,365,365,0,0,,,,,,,,False ,1,
2124550,within an hour,1,1,True ,True ,True ,2,Providencia,-33.42198,-70.60734,Entire home/apt,2,1,1,1,36005.00,10,1125,154,201,9,4.85,4.94,4.89,4.94,4.94,4.98,4.81,True ,2,2.23
811005,Unknown,NaN,NaN,False ,True ,True ,2,Providencia,-33.43903,-70.61413,Private room,1,1,1,1,20376.00,30,60,358,1,0,5,4,5,5,5,4,4,False ,2,0.01
2138997,within an hour,1,0.48,True ,True ,True ,3,Vitacura,-33.40662,-70.5997,Private room,2,1,1,1,44027.00,1,1125,364,22,1,4.95,4.95,4.86,4.95,5,4.73,4.86,False ,1,0.26
2139248,within an hour,1,NaN,False ,True ,True ,2,Ñuñoa,-33.45279,-70.63022,Entire home/apt,2,1,1,1,22132.00,30,150,150,216,0,4.91,4.94,4.92,4.98,5,4.76,4.86,False ,1,2.12
814875,within an hour,1,0.99,False ,True ,True ,3,Providencia,-33.42642,-70.6174,Entire home/apt,4,1,2,3,48430.00,3,1125,312,146,21,4.64,4.66,4.24,4.88,4.79,4.85,4.6,True ,2,1.56
135927,within a few hours,1,0.29,False ,True ,True ,3,Providencia,-33.42884,-70.62196,Entire home/apt,5,1,1,1,56952.00,2,365,0,39,0,4.78,4.79,4.89,4.92,4.92,4.84,4.63,False ,4,0.3
136438,within a few hours,0.93,0.87,False ,True ,True ,12,Providencia,-33.42343,-70.60899,Entire home/apt,2,1,1,2,47000.00,1,90,307,39,7,4.73,4.68,4.92,4.7,4.68,4.84,4.68,False ,10,0.31
2154502,Unknown,NaN,0,False ,True ,False ,1,Las Condes,-33.41447,-70.59715,Private room,2,1,1,1,52832.00,1,1125,365,0,0,,,,,,,,False ,1,
844274,Unknown,NaN,NaN,False ,True ,False ,4,Santiago,-33.44884,-70.65166,Entire home/apt,1,1,1,1,51952.00,90,1125,365,0,0,,,,,,,,False ,4,
2164297,a few days or more,0,0,False ,True ,True ,0,Providencia,-33.44464,-70.63103,Private room,1,1,1,1,12000.00,90,90,196,0,0,,,,,,,,True ,1,
136993,within a day,0.5,0,False ,True ,True ,1,Las Condes,-33.41215,-70.58929,Entire home/apt,2,1,1,2,51828.00,1,90,363,0,0,,,,,,,,False ,1,
2185829,within a few hours,1,0.25,False ,True ,False ,5,Santiago,-33.46878,-70.64126,Entire home/apt,2,1,2,1,35974.00,15,1125,23,0,0,,,,,,,,False ,5,
2192791,within a few hours,0.95,1,False ,True ,True ,7,Santiago,-33.44881,-70.64714,Entire home/apt,2,1,1,1,21133.00,30,1125,294,33,0,4.3,4.56,4.28,4.81,4.61,4.26,4.26,True ,5,0.33
139270,Unknown,NaN,NaN,False ,True ,False ,1,Santiago,-33.44808,-70.65389,Private room,2,0,1,1,105665.00,1,730,365,0,0,,,,,,,,False ,1,
858097,within a few hours,1,0.92,False ,True ,True ,4,Las Condes,-33.41642,-70.60251,Entire home/apt,2,1,1,1,39624.00,2,365,300,126,13,4.47,4.56,4.51,4.73,4.7,4.98,4.44,False ,3,1.12
858199,within a day,1,0,False ,True ,True ,1,Ñuñoa,-33.45542,-70.57811,Private room,1,1,1,,26416.00,5,15,363,5,0,5,5,5,5,5,5,5,False ,1,0.08
2205451,a few days or more,0,1,False ,True ,False ,1,Santiago,-33.43873,-70.64487,Entire home/apt,2,1,1,1,30819.00,30,90,90,173,1,4.47,4.65,4.57,4.55,4.52,4.86,4.59,True ,1,1.7
879962,within a few hours,1,0.97,True ,True ,True ,5,Santiago,-33.44908,-70.63297,Entire home/apt,4,2,2,2,37863.00,3,62,127,92,17,4.72,4.74,4.77,4.84,4.88,4.6,4.69,False ,3,0.81
880713,within a few hours,0.93,0.87,False ,True ,True ,12,Providencia,-33.42216,-70.60945,Entire home/apt,3,1,1,2,48143.00,1,1125,283,39,0,4.62,4.86,4.79,4.82,4.79,4.71,4.55,False ,10,0.35
139484,within an hour,0.9,0.96,False ,True ,True ,3,Santiago,-33.43489,-70.64532,Entire home/apt,2,1,1,1,19500.00,30,730,335,16,3,4.5,4.56,3.88,4.69,4.69,4.94,4.31,False ,3,0.19
142622,within an hour,1,0.5,False ,True ,False ,1,La Reina,-33.44522,-70.54603,Private room,2,1,1,1,39624.00,3,15,363,2,1,4.5,5,5,5,5,5,5,False ,1,0.03
2215096,within an hour,0.9,0.86,False ,True ,True ,6,Recoleta,-33.43234,-70.64653,Entire home/apt,4,2,2,3,48286.00,4,400,43,170,11,4.46,4.59,4.25,4.8,4.78,4.67,4.55,False ,6,1.87
144172,Unknown,NaN,NaN,False ,True ,False ,1,Santiago,-33.4435,-70.64535,Private room,2,1,1,1,52832.00,6,365,365,0,0,,,,,,,,False ,1,
147552,a few days or more,0,0,False ,True ,False ,2,Lo Barnechea,-33.36054,-70.51288,Shared room,4,1,1,2,36983.00,1,730,365,5,0,5,4.2,4.6,4.6,4.8,4.8,4.6,False ,2,0.06
2237756,within a few hours,1,0.58,False ,True ,True ,3,Providencia,-33.4254,-70.6166,Entire home/apt,2,1,1,1,45000.00,2,1125,79,17,6,4.88,4.94,4.94,5,4.94,5,4.71,False ,1,0.3
154395,within an hour,1,1,True ,True ,True ,2,Las Condes,-33.41433,-70.58213,Entire home/apt,4,2,2,4,46271.00,7,180,333,199,14,4.9,4.93,4.87,4.98,4.99,4.97,4.85,False ,1,1.62
881843,within an hour,1,0.98,False ,True ,True ,10,Santiago,-33.43584,-70.64874,Entire home/apt,3,1,1,2,30000.00,2,365,351,83,7,4.63,4.8,4.48,4.77,4.74,4.78,4.63,True ,1,0.81
2250077,within an hour,1,0,False ,True ,True ,2,Providencia,-33.43359,-70.62674,Entire home/apt,4,1,1,2,22571.00,7,1125,203,16,0,4.64,4.82,4.55,4.91,4.82,4.82,4.73,False ,2,0.21
885444,within an hour,1,1,False ,True ,True ,0,Santiago,-33.44952,-70.64248,Entire home/apt,2,2,2,1,22639.00,30,1125,360,3,1,5,5,5,5,5,5,5,False ,1,0.03
154615,within a few hours,1,0.92,False ,True ,True ,4,Las Condes,-33.41641,-70.60232,Entire home/apt,2,1,1,1,39624.00,2,365,303,49,4,4.6,4.73,4.63,4.82,4.86,4.98,4.63,False ,3,0.37
2258550,Unknown,NaN,0,False ,True ,False ,1,Santiago,-33.4401,-70.66357,Entire home/apt,2,1,1,1,44027.00,3,180,365,0,0,,,,,,,,False ,1,
2260567,within an hour,1,0.96,True ,True ,True ,2,Santiago,-33.44578,-70.64764,Entire home/apt,2,1,1,1,23775.00,3,1125,226,420,40,4.73,4.83,4.78,4.94,4.94,4.84,4.75,False ,1,4.14
158137,Unknown,NaN,NaN,False ,True ,False ,1,Ñuñoa,-33.46029,-70.59377,Private room,1,0,1,1,35222.00,1,730,365,0,0,,,,,,,,False ,1,
903677,within a few hours,1,1,False ,True ,True ,4,Santiago,-33.44019,-70.64127,Entire home/apt,4,1,1,4,66040.00,90,365,364,7,0,4.8,4.17,4.33,4.83,4.83,5,4.5,False ,4,0.06
2261604,Unknown,NaN,NaN,False ,True ,True ,2,Las Condes,-33.41648,-70.55915,Private room,1,1,1,1,31699.00,3,1125,365,1,0,4,4,5,5,5,5,4,False ,2,0.01
905085,within an hour,1,0.99,False ,True ,True ,3,Las Condes,-33.40603,-70.55853,Entire home/apt,2,1,1,1,55597.00,2,1125,362,144,25,4.65,4.82,4.72,4.82,4.82,4.8,4.58,True ,3,1.33
2262112,Unknown,NaN,NaN,False ,True ,True ,2,Las Condes,-33.41512,-70.55945,Private room,1,1,1,1,30819.00,3,1125,365,2,0,5,4.5,5,5,5,5,5,False ,2,0.02
2266580,within a day,0.5,0,False ,True ,False ,3,La Reina,-33.45587,-70.52759,Private room,2,1,1,2,35222.00,2,1125,365,2,0,5,5,5,5,5,5,5,False ,2,0.02
2270718,within a day,0.5,0,False ,True ,False ,3,La Reina,-33.45514,-70.52759,Private room,1,1,1,1,26416.00,1,1125,365,3,0,5,5,5,5,5,5,5,False ,2,0.03
910775,within an hour,0.9,0.86,False ,True ,True ,6,Recoleta,-33.43225,-70.64744,Entire home/apt,3,1,2,2,45857.00,3,400,61,181,6,4.59,4.74,4.57,4.86,4.77,4.67,4.61,False ,6,1.68
2285130,Unknown,NaN,1,False ,True ,True ,2,Recoleta,-33.43442,-70.63681,Entire home/apt,3,2,2,3,52832.00,2,1125,85,15,0,4.67,4.67,4.33,4.73,4.6,4.67,4.67,True ,2,0.15
919862,a few days or more,0,0,False ,True ,False ,1,Santiago,-33.44704,-70.63606,Entire home/apt,2,1,1,1,52832.00,2,4,365,0,0,,,,,,,,False ,1,
160729,Unknown,NaN,NaN,False ,True ,False ,1,Santiago,-33.4484,-70.6322,Entire home/apt,2,1,1,2,22894.00,150,200,172,17,0,4.65,5,4.47,4.94,4.82,4.94,4.71,True ,1,0.41
