ID,host_response_time,host_response_rate,host_acceptance_rate,hosTrue_is_superhost,host_has_profile_pic,host_identity_verified,host_listings_count,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month
8652614,a few days or more,0.33,0.25,False ,True ,True ,7,Providencia,-33.42709,-70.61711,Entire home/apt,3,1,1,1,57235.00,1,1125,295,3,0,5,5,4.33,5,5,5,5,False ,7,0.04
8686016,Unknown,NaN,NaN,False ,True ,False ,1,Lo Barnechea,-33.35452,-70.48148,Private room,2,2,1,2,105665.00,7,1125,88,3,0,4.5,4.5,5,5,4.5,4.5,4,False ,1,0.04
10595488,within a few hours,0.9,0.87,False ,True ,True ,1,Santiago,-33.43757,-70.65452,Entire home/apt,3,2,2,3,44027.00,4,60,290,206,21,4.82,4.92,4.84,4.91,4.82,4.92,4.85,False ,1,2.66
10634183,a few days or more,0,0,False ,True ,False ,1,Providencia,-33.43544,-70.60558,Private room,1,1,1,1,16730.00,1,6,86,5,0,5,5,4.4,5,5,5,5,False ,1,0.07
7580156,within a few hours,0.9,0.97,False ,True ,True ,1,Providencia,-33.42543,-70.61576,Entire home/apt,2,1,1,1,35270.00,2,1125,243,189,47,4.75,4.88,4.73,4.88,4.89,4.95,4.79,False ,1,2.65
8690059,within a few hours,1,0.97,True ,True ,False ,1,Providencia,-33.43676,-70.6282,Private room,1,1,1,1,15000.00,2,300,335,121,16,4.9,4.95,4.94,4.9,4.96,4.99,4.91,False ,1,1.7
7595899,within an hour,1,1,False ,True ,True ,0,Santiago,-33.4415,-70.63577,Entire home/apt,2,1,1,1,92456.00,3,1125,264,87,2,4.69,4.71,4.39,4.7,4.85,4.66,4.48,True ,1,1.08
8704538,Unknown,NaN,NaN,False ,True ,False ,1,Providencia,-33.42699,-70.61793,Private room,2,1,1,2,35222.00,5,1125,90,0,0,,,,,,,,True ,1,
10634357,a few days or more,0,0,False ,True ,True ,1,Providencia,-33.43168,-70.60919,Private room,2,1.5,1,1,20252.00,2,1125,233,39,0,4.79,4.77,4.72,4.85,4.72,4.79,4.85,False ,1,0.5
8719700,Unknown,NaN,1,False ,True ,False ,1,Santiago,-33.44992,-70.63226,Private room,1,2,1,1,13208.00,7,1124,0,9,0,4.86,4.86,4.43,5,5,4.86,4.71,True ,1,0.11
10635819,within an hour,1,0.99,False ,True ,True ,78,Las Condes,-33.39358,-70.54796,Entire home/apt,2,1,1,2,50816.00,2,1125,351,121,15,4.5,4.67,4.55,4.86,4.81,4.8,4.58,True ,9,1.56
10644353,within a day,1,NaN,False ,True ,False ,3,Macul,-33.50352,-70.6133,Private room,1,1,1,1,26416.00,7,1125,209,14,1,5,5,5,5,5,4.93,4.93,True ,3,0.2
7632904,within an hour,1,1,False ,True ,True ,8,Santiago,-33.44765,-70.65402,Entire home/apt,2,1,1,2,45000.00,2,90,360,10,3,4.3,4.6,4.4,4.8,4.8,4.7,4.5,True ,8,0.12
8720255,within an hour,1,0.94,False ,True ,True ,1,Santiago,-33.4409,-70.67189,Private room,2,1,1,1,20252.00,1,1125,351,88,7,4.79,4.84,4.73,4.89,4.84,4.72,4.84,True ,1,1.13
7664490,within an hour,1,0.71,False ,True ,True ,1,Santiago,-33.43489,-70.64922,Entire home/apt,3,1,1,3,22894.00,30,1125,339,20,1,4.74,4.89,4.47,5,4.84,4.95,4.63,False ,2,0.26
7664765,within a day,1,1,False ,True ,True ,1,Lo Barnechea,-33.35067,-70.30809,Entire home/apt,7,1,3,6,220000.00,4,1125,264,15,1,4.8,4.87,4.8,4.93,5,4.87,4.67,False ,1,0.18
7671632,within a few hours,1,NaN,False ,True ,False ,1,Peñalolén,-33.46194,-70.52003,Entire home/apt,7,3.5,4,4,396242.00,3,1125,362,0,0,,,,,,,,True ,1,
10660715,Unknown,NaN,0,False ,True ,True ,1,Providencia,-33.44745,-70.62767,Private room,2,1,1,1,11000.00,1,1125,172,8,0,4.71,4.43,4.43,4.86,4.86,5,4.57,False ,1,0.11
10674535,Unknown,NaN,NaN,False ,True ,False ,1,Providencia,-33.43395,-70.61461,Private room,1,1,1,1,30000.00,30,1125,364,0,0,,,,,,,,False ,1,
10681695,within a day,1,0.74,True ,True ,False ,1,Providencia,-33.41927,-70.60401,Entire home/apt,2,1,1,1,34341.00,3,1125,0,80,5,4.94,4.99,4.68,5,5,5,4.86,False ,3,1.26
8722054,within an hour,1,0.85,False ,True ,True ,4,Providencia,-33.42482,-70.61135,Entire home/apt,3,1,1,3,45000.00,2,1125,347,17,10,4.59,4.82,4.35,4.88,4.94,4.94,4.59,False ,5,0.21
8739181,within an hour,1,0.98,False ,True ,True ,3,Santiago,-33.43875,-70.64592,Entire home/apt,3,1,1,2,45788.00,2,1125,302,113,18,4.73,4.84,4.75,4.86,4.94,4.93,4.63,False ,4,1.4
10694149,within a few hours,1,0.97,False ,True ,True ,3,Providencia,-33.42303,-70.61356,Entire home/apt,2,1,1,1,44027.00,60,1125,364,62,4,4.81,4.87,4.89,4.79,4.85,4.95,4.82,False ,2,0.8
10709842,within a few hours,0.8,0.89,False ,True ,True ,0,Vitacura,-33.39011,-70.55768,Entire home/apt,1,1,1,1,20000.00,5,1125,299,34,9,4.56,4.56,4.59,4.81,4.78,4.59,4.5,False ,1,0.44
11406999,within an hour,0.96,1,True ,True ,True ,7,Santiago,-33.44418,-70.64449,Entire home/apt,2,1,1,2,35000.00,1,60,326,204,22,4.89,4.93,4.84,4.95,4.91,4.87,4.83,True ,6,2.65
11414609,Unknown,NaN,0,False ,True ,False ,1,Independencia,-33.42361,-70.65607,Entire home/apt,2,1,1,1,40000.00,4,1125,365,0,0,,,,,,,,False ,1,
11430814,within an hour,1,0,False ,True ,False ,0,Santiago,-33.45437,-70.65904,Entire home/apt,2,1,1,1,32000.00,5,365,325,0,0,,,,,,,,False ,1,
11433972,Unknown,NaN,NaN,False ,True ,False ,1,Providencia,-33.43169,-70.60294,Private room,2,1,1,2,15850.00,1,30,141,106,0,4.81,4.93,4.88,4.98,4.94,4.89,4.78,True ,1,1.39
8742006,within an hour,1,0.87,False ,True ,True ,2,Ñuñoa,-33.45649,-70.57294,Private room,2,1,1,2,22000.00,1,15,84,10,8,5,5,5,4.9,4.9,4.9,4.9,False ,1,0.12
11440836,a few days or more,0,NaN,False ,True ,False ,1,Santiago,-33.45286,-70.65159,Private room,2,1,1,1,18000.00,2,1125,90,0,0,,,,,,,,False ,1,
11455867,within a day,1,NaN,False ,True ,False ,1,Las Condes,-33.37143,-70.49818,Entire home/apt,2,2,1,1,67925.00,1,1125,365,0,0,,,,,,,,False ,1,
10715290,within an hour,1,0.67,False ,True ,True ,3,Santiago,-33.44265,-70.65831,Entire home/apt,2,1,1,1,35222.00,25,1125,172,38,0,4.62,4.83,4.49,4.88,4.89,4.89,4.86,False ,2,0.5
8751796,within a few hours,0.56,0,False ,True ,False ,1,Santiago,-33.45561,-70.66216,Private room,1,1,1,1,30819.00,1,1125,365,0,0,,,,,,,,False ,1,
10742969,a few days or more,0,NaN,False ,True ,False ,1,Santiago,-33.43459,-70.65759,Private room,2,2,1,2,19372.00,1,1,365,3,0,4,3,5,5,5,3,4,False ,1,0.04
8757411,within a few hours,1,0.92,False ,True ,True ,2,Santiago,-33.44598,-70.64882,Entire home/apt,2,1,1,1,28177.00,10,150,333,17,2,5,5,4.94,5,5,4.88,5,False ,1,0.21
8776514,a few days or more,0,0,False ,True ,True ,2,Santiago,-33.44232,-70.646,Entire home/apt,2,1,1,1,35000.00,15,30,173,9,0,5,5,4.67,5,5,4.89,4.89,False ,1,0.14
10764175,within a few hours,1,0.91,True ,True ,True ,1,Providencia,-33.4275,-70.61712,Entire home/apt,3,2,2,3,74846.00,5,60,84,50,4,4.94,4.94,4.86,4.98,4.98,4.92,4.82,False ,1,0.66
10767555,within a day,0.5,0.7,False ,True ,True ,1,Lo Barnechea,-33.34845,-70.31059,Entire home/apt,6,1,3,6,207143.00,3,1125,348,14,2,4.79,4.86,4.29,4.93,5,5,4.71,False ,1,0.19
11457635,a few days or more,0,0,False ,True ,False ,1,Santiago,-33.45242,-70.6519,Private room,1,1,1,1,18000.00,1,1125,365,0,0,,,,,,,,False ,1,
11468221,within a day,0.6,0,False ,True ,False ,2,Lo Barnechea,-33.35945,-70.25047,Entire home/apt,6,2,2,5,325799.00,3,1125,329,6,0,4.2,4.2,3.6,3.8,4.4,4,3.8,True ,2,0.1
11470212,within a day,0.8,0.77,False ,True ,True ,4,Ñuñoa,-33.4486,-70.6194,Private room,4,2,5,1,13208.00,7,90,356,2,0,4,4.5,4,5,5,4.5,4,False ,6,0.03
11476537,within a day,0.6,0,False ,True ,False ,2,Santiago,-33.43869,-70.64992,Entire home/apt,6,2,2,5,325799.00,3,1125,322,0,0,,,,,,,,True ,2,
10768842,within an hour,1,0.37,False ,True ,True ,2,Las Condes,-33.40043,-70.5714,Entire home/apt,4,1,2,2,70443.00,2,1125,142,195,6,4.76,4.88,4.58,4.92,4.93,4.98,4.82,False ,1,2.55
8782257,Unknown,NaN,NaN,False ,True ,False ,1,Santiago,-33.45056,-70.65249,Private room,3,1,1,1,39624.00,2,1125,364,0,0,,,,,,,,True ,1,
10809480,Unknown,NaN,NaN,False ,True ,False ,1,Lo Barnechea,-33.33089,-70.47523,Entire home/apt,4,2,3,3,250000.00,365,1125,365,0,0,,,,,,,,False ,1,
10812628,within an hour,1,0.89,False ,True ,False ,3,Las Condes,-33.40572,-70.57765,Entire home/apt,5,2,3,3,96859.00,2,1125,285,41,18,4.9,4.88,4.88,4.88,4.88,4.9,4.85,False ,4,0.54
10825936,a few days or more,0,NaN,False ,True ,False ,1,Las Condes,-33.42445,-70.57593,Entire home/apt,4,2,1,2,105665.00,1,1125,365,0,0,,,,,,,,False ,1,
11480383,within an hour,1,0.98,False ,True ,True ,3,Santiago,-33.44359,-70.65736,Entire home/apt,6,2,3,3,52498.00,2,90,79,84,21,4.83,4.96,4.63,4.94,4.95,4.95,4.86,True ,1,1.42
8808899,within an hour,1,0.99,True ,True ,True ,5,Providencia,-33.43484,-70.6282,Entire home/apt,2,1,1,1,34000.00,2,365,140,192,42,4.97,4.96,4.95,4.96,4.99,4.93,4.91,False ,3,2.37
11486541,within an hour,1,1,False ,True ,True ,1,Santiago,-33.44841,-70.64442,Entire home/apt,4,1,1,3,37000.00,2,1125,325,76,65,4.79,4.89,4.83,4.91,4.79,4.89,4.78,True ,3,4.02
11493450,within an hour,1,1,False ,True ,True ,1,San Miguel,-33.50417,-70.64921,Entire home/apt,5,1,3,4,40000.00,2,1125,52,25,0,4.83,5,5,5,5,4.83,4.96,True ,3,0.33
10831410,within an hour,1,0.92,False ,True ,True ,4,Las Condes,-33.41913,-70.59742,Entire home/apt,3,1,1,2,66057.00,1,180,365,14,4,4.64,4.79,4.57,4.93,4.93,4.93,4.5,False ,5,0.37
10834588,a few days or more,0,NaN,False ,True ,True ,1,Las Condes,-33.40789,-70.56564,Private room,1,2,1,2,17611.00,30,1125,358,2,0,0,,,,,,,True ,1,0.03
10835131,a few days or more,0,0.25,False ,True ,True ,1,Ñuñoa,-33.45493,-70.60257,Entire home/apt,1,2,1,1,17611.00,1,1125,360,0,0,,,,,,,,False ,2,
10862797,Unknown,NaN,NaN,False ,True ,True ,12,Santiago,-33.45035,-70.64805,Entire home/apt,3,1,1,2,79248.00,2,1125,0,14,0,4.5,4.36,4.71,4.57,4.64,4.79,4.57,True ,12,0.18
8814978,Unknown,NaN,NaN,False ,True ,True ,2,Santiago,-33.44877,-70.63936,Entire home/apt,4,2,2,3,24655.00,30,1125,164,11,0,4.57,5,4.86,5,5,4.43,4.71,True ,2,0.14
10873491,within an hour,0.94,1,True ,True ,True ,4,Santiago,-33.44722,-70.63559,Entire home/apt,2,1,1,1,32000.00,1,1125,338,384,36,4.52,4.7,4.5,4.87,4.84,4.69,4.58,True ,4,4.96
8867955,Unknown,NaN,NaN,False ,True ,False ,1,Las Condes,-33.42283,-70.58045,Entire home/apt,2,2,2,1,88054.00,20,1125,365,1,0,5,5,5,5,5,5,5,True ,1,0.01
10885543,within a day,1,NaN,False ,True ,False ,1,Santiago,-33.43439,-70.6429,Entire home/apt,1,1,1,,15000.00,1,1125,172,0,0,,,,,,,,False ,1,
11495820,within an hour,1,1,True ,True ,True ,0,Santiago,-33.43884,-70.64043,Entire home/apt,2,1,1,1,37990.00,3,1125,240,83,20,4.81,4.87,4.86,4.96,4.99,4.99,4.83,False ,1,1.09
8924477,Unknown,NaN,NaN,False ,True ,False ,3,Ñuñoa,-33.45316,-70.62949,Entire home/apt,2,1,2,1,37740.00,1,1125,172,1,0,1,1,,,1,,,True ,2,0.02
8926023,Unknown,NaN,NaN,False ,True ,True ,12,Santiago,-33.44972,-70.6482,Entire home/apt,5,1,2,4,38744.00,1,365,0,42,0,4.48,4.71,4.61,4.69,4.85,4.38,4.54,False ,12,0.52
11510905,within an hour,1,1,False ,True ,True ,5,Santiago,-33.43637,-70.64611,Entire home/apt,2,1,1,1,28000.00,2,90,56,122,38,4.83,4.97,4.87,4.97,4.97,4.89,4.8,True ,2,1.61
11529141,Unknown,NaN,1,False ,True ,True ,1,Providencia,-33.44247,-70.62383,Private room,2,1.5,1,1,53457.00,2,1125,170,33,1,4.79,4.76,4.7,4.94,4.94,4.82,4.76,True ,1,0.44
10908649,Unknown,NaN,0,False ,True ,True ,2,Santiago,-33.4507,-70.66926,Private room,1,1,1,1,14500.00,2,1125,172,25,0,4.96,4.92,4.67,4.88,5,4.88,4.88,False ,1,0.33
10910276,within a few hours,0.79,0.53,False ,True ,True ,12,Santiago,-33.44012,-70.65445,Private room,1,2,1,1,1320807.00,1,1125,364,0,0,,,,,,,,False ,13,
10916001,within an hour,0.94,1,True ,True ,True ,4,Santiago,-33.44734,-70.6357,Entire home/apt,2,1,1,1,32000.00,1,1125,331,389,51,4.66,4.84,4.64,4.93,4.9,4.74,4.73,True ,4,5.04
8948209,Unknown,NaN,NaN,False ,True ,False ,1,Santiago,-33.44439,-70.64274,Private room,2,1,1,1,44027.00,1,1125,89,0,0,,,,,,,,False ,1,
10917981,a few days or more,0,0,False ,True ,False ,2,Santiago,-33.43499,-70.64484,Entire home/apt,3,1,2,2,35000.00,3,1125,365,0,0,,,,,,,,False ,2,
11530383,within a day,1,0,False ,True ,False ,1,Providencia,-33.4267,-70.62083,Private room,1,1.5,1,1,12000.00,3,90,51,4,0,5,4.5,4.75,4.75,5,5,5,False ,1,0.07
8970473,within an hour,1,0.75,False ,True ,True ,0,Providencia,-33.42938,-70.61979,Entire home/apt,2,1,1,2,52000.00,3,1125,298,3,3,5,5,5,5,5,5,5,True ,1,0.86
11533809,within a few hours,1,0.91,False ,True ,True ,2,Las Condes,-33.40784,-70.57179,Entire home/apt,4,1,1,2,48430.00,4,1125,172,7,0,4.5,4.83,4.33,4.83,5,5,4.83,False ,2,0.09
11550917,within a day,0.5,0,False ,True ,False ,2,Santiago,-33.45015,-70.63296,Entire home/apt,2,1,,1,25000.00,2,1125,265,4,0,4.75,5,4.75,4.5,4.75,4.75,4.5,True ,2,0.08
11563840,within a day,1,0.5,False ,True ,False ,2,La Florida,-33.51551,-70.59846,Private room,1,1,1,1,10000.00,3,1125,0,12,0,4.73,4.82,4.45,5,4.82,4.82,4.91,True ,2,0.16
11565627,a few days or more,0,1,False ,True ,True ,2,Vitacura,-33.37741,-70.54447,Private room,4,2,1,5,132081.00,1,1125,365,2,0,5,4.5,5,4.5,5,5,5,True ,2,0.03
10926678,within an hour,1,0.88,False ,True ,True ,2,Vitacura,-33.38422,-70.57545,Private room,2,1.5,1,1,22000.00,7,120,219,9,2,5,5,4.89,4.89,5,5,5,False ,2,0.16
10946651,within a few hours,1,0.5,False ,True ,False ,3,Santiago,-33.44714,-70.6584,Shared room,3,1,1,2,48430.00,1,1125,365,1,0,0,,,,,,,False ,3,0.01
9029201,within a few hours,1,1,False ,True ,True ,1,Las Condes,-33.40779,-70.56449,Private room,2,1,1,1,70000.00,4,1125,179,3,1,5,5,4.67,5,5,5,4.67,False ,1,0.04
9034896,Unknown,NaN,NaN,False ,True ,False ,1,Vitacura,-33.39455,-70.58989,Entire home/apt,5,3,3,1,1474901.00,1,1125,365,0,0,,,,,,,,False ,1,
10956419,within a few hours,1,0.69,False ,True ,True ,3,Ñuñoa,-33.45667,-70.61523,Entire home/apt,6,2.5,3,5,42000.00,60,265,0,39,0,4.92,4.92,4.77,5,4.97,4.87,4.87,True ,1,0.51
9045775,Unknown,NaN,NaN,False ,True ,True ,12,Santiago,-33.44911,-70.64966,Entire home/apt,5,1,2,4,35222.00,2,1125,0,63,0,4.68,4.69,4.79,4.92,4.85,4.78,4.73,True ,12,0.78
11566569,a few days or more,0,1,False ,True ,True ,2,Vitacura,-33.37492,-70.54307,Private room,1,1,1,1,35222.00,1,1125,365,0,0,,,,,,,,True ,2,
9050198,Unknown,NaN,NaN,False ,True ,True ,1,Santiago,-33.44659,-70.63385,Private room,2,1,1,1,30819.00,1,10,365,0,0,,,,,,,,False ,1,
11567184,Unknown,NaN,NaN,False ,True ,False ,1,Santiago,-33.436,-70.64485,Entire home/apt,3,1,1,2,35222.00,2,1125,0,173,0,4.94,4.94,4.87,4.96,4.98,4.97,4.83,True ,1,2.28
10984258,within an hour,0.83,0,False ,True ,False ,3,Providencia,-33.42572,-70.61552,Entire home/apt,3,1,1,1,42266.00,1,1125,344,215,0,4.75,4.88,4.78,4.92,4.94,4.93,4.77,False ,2,2.83
12365011,within an hour,1,1,False ,True ,True ,1,Las Condes,-33.42523,-70.58835,Entire home/apt,5,2,3,5,105665.00,4,1125,146,40,3,4.88,4.98,4.78,4.97,5,4.97,4.9,True ,1,0.53
10990109,within an hour,0.83,0,False ,True ,False ,3,Providencia,-33.42509,-70.61508,Entire home/apt,3,1,1,1,61638.00,1,1125,365,0,0,,,,,,,,False ,2,
11567718,a few days or more,0.4,0.36,False ,True ,True ,3,Las Condes,-33.416496,-70.602837,Entire home/apt,3,1,1,2,49000.00,2,1125,109,11,0,4.4,4,4.7,4.9,4.4,5,4.5,False ,1,0.16
12365134,within a day,0.8,0.65,False ,True ,True ,1,Providencia,-33.43554,-70.60526,Private room,1,1,1,1,17611.00,4,1125,76,44,6,4.66,4.73,4.39,4.77,4.84,4.91,4.77,False ,1,0.64
12367416,within an hour,1,0.43,False ,True ,True ,2,Las Condes,-33.41604,-70.56127,Entire home/apt,5,4.5,3,3,259759.00,5,1125,365,5,1,5,5,3.5,5,5,5,4.5,False ,2,0.07
11570159,within a few hours,1,0.6,False ,True ,False ,5,Providencia,-33.4264,-70.61518,Private room,2,1,1,1,14800.00,30,1125,294,13,0,4.85,4.85,4.77,4.69,4.85,4.85,4.77,True ,5,0.23
11017946,within an hour,1,1,False ,True ,True ,14,Recoleta,-33.43316,-70.64174,Entire home/apt,2,1,1,1,31857.00,2,1125,363,184,38,4.76,4.86,4.71,4.9,4.87,4.88,4.79,False ,14,2.37
11019093,a few days or more,0,0,False ,True ,False ,1,Ñuñoa,-33.46548,-70.62454,Entire home/apt,2,1,1,1,63399.00,2,1125,365,0,0,,,,,,,,False ,1,
11022587,Unknown,NaN,NaN,False ,True ,False ,1,Ñuñoa,-33.44371,-70.57621,Private room,2,1,1,2,44027.00,5,1125,365,0,0,,,,,,,,False ,1,
12367724,within an hour,1,0.43,False ,True ,True ,2,Las Condes,-33.4188,-70.55789,Entire home/apt,4,2,3,4,52832.00,30,1125,270,21,0,4.5,4.7,4.2,4.85,4.7,4.6,4.5,False ,2,0.29
12368936,Unknown,NaN,0,False ,True ,True ,1,Providencia,-33.42901,-70.62144,Private room,2,1,1,1,19372.00,5,15,0,63,0,4.52,4.68,4.44,4.86,4.66,4.86,4.57,False ,1,0.84
11079157,within a few hours,0.7,0.05,False ,True ,False ,1,Vitacura,-33.37944,-70.54922,Entire home/apt,4,4,3,5,167302.00,1,1125,82,1,0,4,4,4,4,5,5,4,False ,1,0.07
11081431,within an hour,1,1,False ,True ,True ,2,Santiago,-33.44645,-70.63271,Entire home/apt,2,1,1,1,30819.00,3,1125,293,2,0,5,4.5,4.5,5,5,4.5,4.5,False ,1,0.03
11097161,Unknown,NaN,NaN,False ,True ,False ,1,Santiago,-33.44309,-70.63367,Private room,1,1,1,1,30819.00,1,1125,365,0,0,,,,,,,,True ,1,
11139896,within a few hours,1,0.5,False ,True ,False ,3,Santiago,-33.447243,-70.653801,Entire home/apt,2,1,1,2,38744.00,3,1125,90,1,1,5,5,5,5,5,5,4,False ,3,1
11570495,within a day,0.5,0.25,False ,True ,False ,1,Santiago,-33.444023,-70.647041,Private room,1,1.5,1,1,15000.00,3,31,356,11,1,5,5,4.91,5,5,5,5,False ,1,0.15
11571465,a few days or more,0.25,0.25,False ,True ,False ,1,Las Condes,-33.40774,-70.58624,Private room,2,2,2,1,45788.00,1,1125,365,4,0,4.25,4.25,4.75,5,5,5,5,False ,1,0.06
11590077,a few days or more,0,0,False ,True ,False ,1,La Cisterna,-33.53722,-70.67576,Private room,2,1,1,1,35222.00,1,1125,365,0,0,,,,,,,,False ,1,
12384013,within an hour,1,0.83,False ,True ,True ,1,Providencia,-33.43776,-70.62807,Entire home/apt,4,1,2,3,43000.00,10,1125,364,3,3,5,4.67,4.33,5,4.33,4.67,4.67,True ,1,0.37
11609337,within an hour,1,0.86,False ,True ,False ,2,Santiago,-33.43372,-70.65802,Private room,1,2,2,1,8500.00,90,150,91,46,10,4.89,4.95,4.93,4.93,4.95,4.82,4.84,False ,3,0.62
11616075,Unknown,NaN,NaN,False ,True ,True ,1,Providencia,-33.43768,-70.59961,Entire home/apt,4,2,2,3,57235.00,3,1125,113,4,0,5,5,5,5,5,4.75,5,False ,1,0.05
11650160,within a day,0.75,1,False ,True ,True ,1,Lo Barnechea,-33.34985,-70.29246,Entire home/apt,12,3,4,11,397891.00,3,1125,350,31,6,4.97,4.97,4.97,4.9,4.97,5,4.9,True ,1,0.43
11147142,within an hour,1,0.98,False ,True ,True ,9,Santiago,-33.44385,-70.64488,Entire home/apt,3,1,1,2,40000.00,1,1125,330,161,23,4.89,4.93,4.88,4.97,4.98,4.94,4.86,True ,9,2.1
11183941,within an hour,1,1,False ,True ,True ,14,Recoleta,-33.43336,-70.64167,Entire home/apt,2,1,1,1,31429.00,5,1125,324,216,19,4.74,4.82,4.64,4.89,4.89,4.85,4.75,False ,14,2.81
12388887,within an hour,1,0.93,False ,True ,True ,1,Lo Barnechea,-33.33572,-70.28898,Entire home/apt,9,3,4,8,278571.00,4,30,337,40,5,4.98,4.93,4.95,4.9,5,4.92,4.77,False ,1,0.55
11188088,within a day,0.5,1,False ,True ,False ,1,Providencia,-33.4478,-70.62945,Entire home/apt,5,1.5,2,4,80000.00,1,1125,365,0,0,,,,,,,,True ,1,
12389239,within an hour,0.8,0.88,False ,True ,True ,8,Las Condes,-33.41166,-70.56548,Entire home/apt,3,1,1,1,57235.00,7,1125,333,30,1,4.73,4.87,4.8,4.77,4.87,4.9,4.73,True ,8,0.4
12404715,Unknown,NaN,NaN,False ,True ,True ,1,Lo Barnechea,-33.31919,-70.23306,Entire home/apt,8,2,2,6,350000.00,2,1125,264,2,0,5,5,5,5,5,5,3.5,False ,1,0.06
12407191,a few days or more,0,NaN,False ,True ,False ,1,Providencia,-33.4435,-70.63127,Private room,1,1,1,1,26416.00,1,1125,365,0,0,,,,,,,,False ,1,
11188238,a few days or more,0,0,False ,True ,False ,1,Ñuñoa,-33.45782,-70.62437,Private room,1,1,1,1,17550.00,1,1125,365,0,0,,,,,,,,False ,1,
11652288,a few days or more,0,0,False ,True ,False ,1,Vitacura,-33.40637,-70.59714,Private room,2,1,1,1,25000.00,1,1125,365,0,0,,,,,,,,False ,1,
12411237,within an hour,1,0.82,True ,True ,True ,12,Ñuñoa,-33.449242,-70.603088,Private room,4,1,1,1,30000.00,1,15,361,14,12,4.79,4.71,4.79,4.57,4.71,4.86,4.57,False ,11,0.32
11188463,a few days or more,0,0,False ,True ,False ,1,Las Condes,-33.40174,-70.57397,Private room,1,1,1,1,35000.00,1,1125,365,0,0,,,,,,,,False ,1,
12411914,within an hour,0.8,0.88,False ,True ,True ,8,Las Condes,-33.40924,-70.56867,Entire home/apt,2,1,1,1,57235.00,6,1125,342,4,1,4.5,4.25,4.25,5,4.75,5,4.5,True ,8,0.1
12423311,within an hour,1,1,False ,True ,True ,36,Providencia,-33.4266,-70.6158,Entire home/apt,5,1,2,2,33429.00,2,1125,330,124,58,4.31,4.58,4.04,4.73,4.65,4.94,4.3,True ,12,1.72
11188465,a few days or more,0,0,False ,True ,False ,1,San Miguel,-33.49606,-70.64662,Private room,2,2,1,2,46408.00,1,1125,365,0,0,,,,,,,,False ,1,
11657827,within an hour,1,0.96,True ,True ,True ,8,Santiago,-33.4443,-70.64284,Entire home/apt,4,2,2,3,48429.00,3,1125,68,162,29,4.73,4.86,4.65,4.91,4.93,4.87,4.72,False ,8,2.15
12426326,within an hour,0.8,1,False ,True ,True ,1,Providencia,-33.43614,-70.62724,Entire home/apt,3,1,1,2,35222.00,2,1125,339,80,20,4.47,4.74,4.2,4.9,4.77,4.92,4.57,False ,1,1.17
11671689,a few days or more,0.4,0,False ,True ,True ,2,Providencia,-33.43829,-70.59307,Private room,3,1,1,1,23775.00,1,6,365,4,0,4,4.75,4.5,5,4.75,4.5,3.75,True ,2,0.06
11673711,a few days or more,0,NaN,False ,True ,False ,1,Ñuñoa,-33.45035,-70.60732,Private room,1,1,1,1,22000.00,1,1125,365,0,0,,,,,,,,False ,1,
11676317,within an hour,0.97,1,False ,True ,True ,26,Las Condes,-33.41578,-70.60364,Entire home/apt,2,1,1,1,48240.00,1,1125,333,81,24,4.56,4.67,4.72,4.85,4.79,4.98,4.51,True ,25,1.06
11693619,within an hour,1,0.93,False ,True ,True ,15,Recoleta,-33.43058,-70.64175,Entire home/apt,5,2,2,3,75726.00,2,30,325,1,0,5,5,4,5,5,5,5,True ,3,0.04
11188711,Unknown,NaN,NaN,False ,True ,False ,2,Santiago,-33.4551,-70.63008,Private room,1,1,1,2,50000.00,2,1125,365,0,0,,,,,,,,False ,1,
12432782,Unknown,NaN,0,False ,True ,False ,1,La Florida,-33.51154,-70.61059,Entire home/apt,2,1,1,2,60000.00,2,1125,325,36,0,4.78,4.86,4.58,4.81,4.94,4.92,4.81,False ,1,0.5
12433009,within an hour,1,0.33,False ,True ,False ,1,Las Condes,-33.41929,-70.57147,Private room,1,1,1,1,25000.00,1,1125,365,0,0,,,,,,,,True ,1,
11188912,Unknown,NaN,NaN,False ,True ,False ,1,Santiago,-33.44771,-70.66826,Private room,2,1,1,2,55000.00,1,1125,365,0,0,,,,,,,,False ,1,
12433304,within a day,0.6,0.2,False ,True ,False ,1,Vitacura,-33.40401,-70.59753,Private room,2,1,1,1,21133.00,1,18,20,40,1,4.74,4.92,4.97,4.97,4.95,4.95,4.84,False ,1,0.59
11189139,within an hour,0.98,1,True ,True ,True ,3,Santiago,-33.46062,-70.64605,Private room,1,0.5,1,1,10857.00,1,1125,344,353,51,4.9,4.89,4.81,4.91,4.9,4.65,4.9,True ,2,4.6
11694309,within a day,0.71,0,False ,True ,False ,2,Santiago,-33.4472,-70.63602,Entire home/apt,3,1,1,3,30000.00,2,1125,294,0,0,,,,,,,,False ,2,
12434541,Unknown,NaN,NaN,False ,True ,False ,3,Las Condes,-33.4144,-70.60389,Entire home/apt,2,1,1,1,48430.00,365,1125,362,2,0,4.5,3.5,4,4,4,3.5,4,False ,3,0.03
