,ID,host_response_time,host_response_rate,host_acceptance_rate,hosTrue_is_superhost,host_has_profile_pic,host_identity_verified,host_listings_count,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month
0,102444.0,Unknown,0.0,0.0,False,True,False,1,La Florida,-33.55981,-70.55494,Shared room,3,0.0,1.0,2.0,70443,1.0,30.0,365,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0.0
1,49392.0,within a day,0.5,0.0,False,True,True,3,Providencia,-33.43266,-70.60072,Private room,1,1.5,1.0,1.0,46669,3.0,30.0,178,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,True,2,0.0
2,24225724.0,a few days or more,0.0,0.0,False,True,False,1,Quilicura,-33.30319,-70.69612,Private room,1,1.0,1.0,2.0,18357,5.0,46.0,179,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,True,1,0.0
3,25352401.0,Unknown,0.0,0.0,False,True,False,1,La Pintana,-33.59622,-70.67131,Private room,1,2.0,2.0,2.0,10000,1.0,30.0,89,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,True,1,0.0
4,33305262.0,within a day,0.6,0.33,False,True,False,1,La Florida,-33.56327,-70.55508,Private room,1,1.0,1.0,1.0,11500,1.0,30.0,360,1.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,1,0.03
5,1618821.0,Unknown,0.0,0.0,False,True,False,1,La Florida,-33.58357,-70.58625,Private room,1,1.0,1.0,1.0,22013,7.0,30.0,365,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0.0
6,11253705.0,within a day,1.0,0.0,False,True,False,1,La Pintana,-33.59979,-70.59242,Private room,2,2.5,1.0,2.0,52832,1.0,30.0,365,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0.0
7,40707516.0,within an hour,1.0,0.9,True,True,True,3,Quilicura,-33.31922,-70.69587,Entire home/apt,2,1.0,1.0,1.0,70714,3.0,90.0,17,22.0,14,4.95,4.95,4.82,5.0,5.0,4.95,4.91,False,3,0.73
8,31726393.0,Unknown,0.0,0.0,False,True,True,1,La Florida,-33.56436,-70.56819,Entire home/apt,6,1.0,3.0,3.0,50000,1.0,30.0,179,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,True,1,0.0
9,47800065.0,a few days or more,0.0,1.0,False,True,True,1,Maipú,-33.5768,-70.78,Entire home/apt,6,2.0,2.0,4.0,150000,4.0,365.0,89,5.0,1,5.0,5.0,5.0,5.0,4.8,4.8,5.0,False,1,0.3
10,1805957.0,Unknown,0.0,1.0,False,True,True,1,Providencia,-33.43054,-70.61197,Entire home/apt,2,2.0,1.0,1.0,79248,15.0,90.0,347,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0.0
11,513333.0,Unknown,0.0,0.0,False,True,True,3,Providencia,-33.42918,-70.59036,Private room,1,1.0,1.0,1.0,15000,1.0,30.0,172,71.0,0,4.86,4.87,4.82,4.97,4.91,4.97,4.9,False,1,0.64
12,529207.0,Unknown,0.0,0.0,False,True,True,1,Peñalolén,-33.47721,-70.52016,Private room,8,6.0,1.0,7.0,528323,5.0,365.0,365,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0.0
13,533042.0,within an hour,0.93,1.0,False,True,True,1,Providencia,-33.42845,-70.61774,Entire home/apt,3,1.0,1.0,2.0,39624,3.0,30.0,132,122.0,17,4.59,4.86,4.51,4.88,4.83,4.93,4.63,True,1,1.8
14,1806658.0,Unknown,0.0,0.0,False,True,False,1,Recoleta,-33.42466,-70.64047,Private room,1,1.0,1.0,1.0,22894,2.0,30.0,362,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0.0
15,1810705.0,Unknown,0.0,0.0,False,True,True,1,Santiago,-33.45175,-70.64049,Private room,2,1.0,1.0,2.0,22013,2.0,30.0,141,7.0,0,4.86,4.86,5.0,5.0,4.57,4.43,5.0,False,1,0.07
16,1854958.0,Unknown,0.0,0.0,False,True,False,1,Las Condes,-33.40346,-70.54718,Private room,1,1.0,1.0,1.0,44027,1.0,30.0,365,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0.0
17,1864347.0,Unknown,0.0,0.0,False,True,False,1,Providencia,-33.42853,-70.59434,Private room,1,1.0,1.0,1.0,22000,3.0,30.0,363,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0.0
18,1873527.0,a few days or more,0.0,1.0,False,True,False,1,Santiago,-33.4528,-70.65521,Entire home/apt,4,1.0,1.0,2.0,39624,4.0,360.0,365,5.0,0,4.5,4.75,4.75,4.5,5.0,3.5,4.25,True,1,0.05
19,1886495.0,Unknown,0.0,0.0,False,True,False,3,Las Condes,-33.41918,-70.56866,Private room,1,1.0,1.0,1.0,37126,1.0,30.0,365,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0.0
20,1892699.0,Unknown,0.0,0.0,False,True,False,1,Santiago,-33.43855,-70.64371,Private room,1,1.0,1.0,1.0,69184,3.0,30.0,365,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0.0
21,533257.0,Unknown,0.0,0.0,False,True,False,1,Santiago,-33.43615,-70.64867,Private room,3,1.0,1.0,1.0,52832,2.0,330.0,365,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0.0
22,558026.0,within an hour,1.0,0.83,False,True,False,1,Providencia,-33.43451,-70.62698,Entire home/apt,2,1.0,1.0,1.0,37895,2.0,30.0,317,20.0,14,4.95,4.85,4.85,4.8,5.0,5.0,4.9,False,1,0.23
23,559852.0,a few days or more,0.33,0.25,False,True,True,7,Providencia,-33.42649,-70.61571,Entire home/apt,5,1.0,2.0,3.0,96859,2.0,30.0,264,12.0,0,4.25,4.25,4.25,4.92,4.92,4.92,4.5,False,7,0.14
24,564038.0,Unknown,0.0,0.0,False,True,False,1,Santiago,-33.43811,-70.64547,Entire home/apt,4,1.0,1.0,2.0,74846,2.0,30.0,365,1.0,0,4.0,5.0,4.0,2.0,2.0,5.0,5.0,False,1,0.01
25,566139.0,within an hour,1.0,0.99,False,True,True,3,Providencia,-33.4262,-70.61853,Entire home/apt,5,2.0,2.0,3.0,57235,3.0,30.0,320,198.0,19,4.53,4.61,4.17,4.78,4.71,4.93,4.59,True,2,1.65
26,583154.0,Unknown,0.0,0.0,False,True,False,1,Santiago,-33.45592,-70.63256,Private room,1,1.5,1.0,1.0,44027,1.0,30.0,365,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0.0
27,600739.0,a few days or more,0.33,0.25,False,True,True,7,Providencia,-33.42492,-70.61605,Entire home/apt,5,1.0,2.0,3.0,96859,2.0,30.0,264,22.0,0,4.36,4.64,3.95,5.0,5.0,4.86,4.41,False,7,0.26
28,600741.0,a few days or more,0.33,0.25,False,True,True,7,Providencia,-33.42462,-70.61619,Entire home/apt,3,1.0,1.0,0.0,61638,2.0,30.0,169,9.0,0,4.33,4.56,4.11,5.0,5.0,4.56,4.44,False,7,0.11
29,609532.0,Unknown,0.0,0.0,False,True,False,3,Santiago,-33.43799,-70.6481,Private room,2,1.0,1.0,1.0,70443,1.0,30.0,365,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,3,0.0
30,622498.0,Unknown,0.0,1.0,False,True,True,3,Las Condes,-33.41263,-70.58843,Entire home/apt,3,1.0,1.0,2.0,96859,4.0,30.0,48,28.0,0,4.92,5.0,4.89,5.0,5.0,4.96,4.78,False,3,0.23
31,643936.0,Unknown,0.0,0.0,False,True,False,3,Santiago,-33.43721,-70.64889,Private room,2,1.0,1.0,2.0,70443,3.0,30.0,365,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,3,0.0
32,52811.0,Unknown,0.0,0.83,False,True,True,3,Providencia,-33.42959,-70.6188,Entire home/apt,4,1.0,1.0,1.0,47549,1.0,30.0,172,46.0,1,4.42,4.59,4.52,4.66,4.59,4.64,4.36,True,3,0.33
33,53494.0,Unknown,0.0,0.5,False,True,True,3,Lo Barnechea,-33.34344,-70.29432,Entire home/apt,8,2.0,2.0,8.0,149999,2.0,30.0,264,38.0,0,4.76,4.78,4.89,4.89,4.89,4.73,4.68,False,1,0.52
34,65058.0,a few days or more,0.0,0.0,False,True,False,1,Recoleta,-33.43049,-70.64135,Private room,2,1.0,1.0,1.0,52832,2.0,30.0,365,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0.0
35,73752.0,Unknown,0.0,0.0,False,True,False,1,Santiago,-33.43868,-70.64414,Private room,1,3.0,1.0,1.0,70443,3.0,10.0,365,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0.0
36,1898234.0,a few days or more,0.0,0.0,False,True,False,1,Ñuñoa,-33.45542,-70.60443,Entire home/apt,4,2.0,2.0,3.0,88054,3.0,30.0,358,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0.0
37,1905521.0,within a few hours,0.9,0.83,True,True,True,2,Vitacura,-33.39871,-70.57523,Entire home/apt,5,2.0,3.0,4.0,87173,3.0,30.0,302,164.0,14,4.75,4.86,4.8,4.93,4.94,4.93,4.77,False,1,1.58
38,80482.0,a few days or more,0.0,0.0,False,True,False,1,La Florida,-33.51918,-70.59149,Private room,2,1.0,1.0,1.0,22276,2.0,30.0,364,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,True,1,0.0
39,83677.0,Unknown,0.0,0.0,False,True,False,1,Providencia,-33.43159,-70.59202,Entire home/apt,2,1.5,1.0,1.0,127678,1.0,30.0,365,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0.0
40,1906152.0,within a day,1.0,0.82,True,True,True,1,Ñuñoa,-33.45728,-70.59157,Private room,1,1.5,1.0,1.0,17611,1.0,15.0,356,16.0,4,5.0,4.93,4.87,5.0,5.0,4.93,5.0,False,1,0.22
41,88944.0,within an hour,1.0,0.96,True,True,False,1,Providencia,-33.4222,-70.60846,Entire home/apt,2,1.0,1.0,1.0,30819,3.0,365.0,250,167.0,8,4.73,4.76,4.64,4.91,4.9,4.95,4.71,False,1,1.29
42,90629.0,Unknown,0.0,0.0,False,True,False,1,Santiago,-33.43787,-70.64082,Entire home/apt,2,1.5,1.0,3.0,88054,3.0,30.0,365,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0.0
43,643967.0,Unknown,0.0,0.0,False,True,False,3,Santiago,-33.43602,-70.64886,Private room,2,1.0,1.0,1.0,70443,1.0,30.0,365,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,3,0.0
44,1914509.0,Unknown,0.0,0.0,False,True,False,1,Las Condes,-33.4197,-70.55696,Private room,1,1.0,1.0,1.0,35222,7.0,30.0,365,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0.0
45,1932045.0,within a day,0.6,0.27,False,True,True,1,Providencia,-33.43461,-70.62498,Entire home/apt,3,1.0,1.0,1.0,37962,1.0,30.0,294,18.0,0,4.65,4.53,4.59,4.65,4.65,4.82,4.53,False,1,0.18
46,656930.0,within an hour,0.87,0.93,False,True,True,5,Providencia,-33.41866,-70.61127,Private room,2,1.0,1.0,12.0,35000,1.0,365.0,365,3.0,2,4.33,5.0,4.67,5.0,5.0,5.0,4.33,False,5,0.23
47,1936528.0,within a few hours,1.0,0.0,False,True,True,1,Santiago,-33.4467,-70.64625,Entire home/apt,3,1.0,1.0,2.0,44027,2.0,30.0,365,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0.0
48,668257.0,a few days or more,0.0,0.75,False,True,True,2,Las Condes,-33.41795,-70.58175,Entire home/apt,4,2.0,2.0,2.0,105665,14.0,30.0,358,19.0,1,4.93,4.94,5.0,5.0,5.0,5.0,4.83,False,1,0.16
49,679753.0,within an hour,0.87,0.93,False,True,True,5,Providencia,-33.41773,-70.61102,Entire home/apt,4,1.0,1.0,1.0,45000,1.0,30.0,365,1.0,0,4.0,4.0,3.0,5.0,3.0,5.0,4.0,False,5,0.01
50,683664.0,Unknown,0.0,0.0,False,True,False,4,Santiago,-33.44245,-70.64234,Entire home/apt,1,1.0,1.0,1.0,51952,90.0,30.0,346,5.0,0,5.0,4.2,4.6,4.2,5.0,4.2,4.4,False,4,0.04
51,90694.0,within a few hours,1.0,0.29,False,True,True,3,Providencia,-33.4259,-70.61692,Entire home/apt,2,1.0,1.0,1.0,39999,3.0,365.0,348,60.0,3,4.68,4.73,4.75,4.73,4.8,4.76,4.49,False,4,0.45
52,90769.0,within a few hours,1.0,0.29,False,True,True,3,Providencia,-33.42864,-70.62178,Entire home/apt,2,1.0,1.0,1.0,39000,4.0,30.0,172,12.0,0,5.0,5.0,5.0,5.0,5.0,4.8,4.6,False,4,0.09
53,91083.0,within a few hours,1.0,0.97,True,True,True,5,Santiago,-33.43901,-70.64463,Entire home/apt,3,1.0,1.0,2.0,39624,3.0,31.0,60,126.0,0,4.7,4.68,4.76,4.66,4.82,4.78,4.66,False,3,0.98
54,94147.0,Unknown,0.0,0.0,False,True,False,2,Las Condes,-33.39929,-70.54542,Private room,1,1.0,1.0,1.0,43146,1.0,30.0,365,2.0,0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,False,1,0.02
55,1954924.0,within a day,1.0,0.0,False,True,False,1,Providencia,-33.42659,-70.61543,Entire home/apt,4,1.0,1.0,2.0,48430,30.0,180.0,365,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0.0
56,725463.0,within an hour,1.0,0.92,False,True,True,0,Providencia,-33.41971,-70.60915,Entire home/apt,2,1.0,1.0,1.0,61638,2.0,30.0,353,3.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,3,0.03
57,1998362.0,within an hour,1.0,1.0,True,True,True,6,Las Condes,-33.41048,-70.59837,Entire home/apt,3,1.0,1.0,1.0,105665,3.0,30.0,365,12.0,5,4.92,4.86,4.71,4.86,5.0,5.0,4.71,False,1,0.12
58,726012.0,within an hour,1.0,0.92,False,True,True,0,Santiago,-33.44146,-70.6463,Entire home/apt,4,1.0,2.0,3.0,70443,2.0,30.0,361,11.0,2,4.56,4.82,4.36,4.91,4.82,4.91,4.73,False,3,0.09
59,734844.0,within an hour,1.0,0.5,False,True,True,0,Santiago,-33.44481,-70.6339,Private room,2,2.0,2.0,2.0,19372,5.0,30.0,365,85.0,2,4.61,4.42,4.48,4.68,4.66,4.59,4.68,False,1,0.75
60,748389.0,Unknown,0.0,0.0,False,True,False,1,Las Condes,-33.42271,-70.57536,Private room,1,3.0,1.0,1.0,44027,2.0,150.0,365,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0.0
61,95139.0,Unknown,0.0,0.0,False,True,False,1,Santiago,-33.43665,-70.67835,Private room,3,2.0,1.0,3.0,62518,7.0,30.0,365,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0.0
62,96722.0,Unknown,0.0,0.0,False,True,False,1,Las Condes,-33.42532,-70.58566,Private room,2,1.0,1.0,2.0,52832,1.0,30.0,365,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0.0
63,2030023.0,within a day,1.0,0.0,False,True,True,2,Providencia,-33.44409,-70.6189,Private room,2,1.5,1.0,1.0,14969,30.0,180.0,55,5.0,0,4.4,4.8,4.0,4.6,4.8,4.6,4.4,False,2,0.06
64,100057.0,Unknown,0.0,0.0,False,True,False,1,Santiago,-33.43199,-70.65789,Private room,2,1.5,1.0,1.0,70443,14.0,60.0,365,2.0,0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,False,1,0.01
65,106795.0,Unknown,0.0,0.0,False,False,False,1,Santiago,-33.43974,-70.65493,Entire home/apt,2,1.5,1.0,1.0,70443,1.0,30.0,365,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0.0
66,752562.0,within a few hours,1.0,0.29,False,True,True,3,Santiago,-33.4407,-70.66163,Entire home/apt,2,1.0,1.0,1.0,33000,7.0,365.0,0,1.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,4,0.01
67,2040885.0,Unknown,0.0,0.0,False,True,False,1,Santiago,-33.43714,-70.64832,Private room,2,1.0,1.0,1.0,61638,5.0,30.0,365,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0.0
68,754744.0,Unknown,0.0,0.0,False,True,False,1,Santiago,-33.44583,-70.65322,Entire home/apt,2,1.0,1.0,1.0,61638,3.0,30.0,365,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0.0
69,768868.0,within an hour,1.0,0.92,False,True,True,0,Santiago,-33.43954,-70.6465,Entire home/apt,1,1.0,1.0,1.0,44027,2.0,30.0,364,1.0,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,False,3,0.01
70,2041953.0,a few days or more,0.4,0.0,False,True,True,1,Providencia,-33.43048,-70.6088,Entire home/apt,4,2.0,2.0,3.0,60757,7.0,30.0,365,1.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,1,0.01
71,2054452.0,Unknown,0.0,0.0,False,True,False,1,Providencia,-33.42688,-70.60104,Entire home/apt,2,1.0,2.0,1.0,30819,90.0,90.0,365,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0.0
72,2065906.0,within an hour,1.0,0.89,False,True,True,1,Recoleta,-33.43375,-70.63616,Entire home/apt,2,1.0,1.0,1.0,50191,4.0,30.0,236,28.0,3,4.46,4.71,4.36,4.93,4.79,4.64,4.68,True,1,0.29
73,777178.0,within a few hours,1.0,0.94,False,True,True,0,Providencia,-33.44446,-70.63271,Entire home/apt,2,1.0,1.0,1.0,26416,5.0,90.0,259,101.0,16,4.85,4.89,4.83,4.97,4.98,4.81,4.76,True,1,0.87
74,116494.0,Unknown,0.0,0.0,False,False,False,1,Santiago,-33.43855,-70.64486,Private room,2,1.0,1.0,1.0,52832,1.0,30.0,365,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0.0
75,119688.0,Unknown,0.0,0.0,False,True,False,1,Providencia,-33.43022,-70.60677,Private room,1,2.0,1.0,3.0,39624,1.0,30.0,365,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0.0
76,122128.0,Unknown,0.0,0.0,False,False,False,1,Providencia,-33.43871,-70.60424,Private room,1,1.5,1.0,1.0,66040,1.0,30.0,365,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0.0
77,122810.0,Unknown,0.0,1.0,False,True,True,1,Recoleta,-33.42361,-70.63984,Entire home/apt,2,1.0,1.0,1.0,26416,2.0,30.0,264,8.0,0,5.0,5.0,4.88,5.0,5.0,4.86,4.86,False,1,0.13
78,2080451.0,within an hour,1.0,0.5,False,True,True,1,Santiago,-33.43949,-70.63913,Private room,1,2.0,1.0,1.0,32078,3.0,30.0,355,4.0,0,4.5,4.75,4.5,5.0,4.75,5.0,4.5,False,1,0.05
79,123569.0,Unknown,0.0,0.0,False,True,False,1,Santiago,-33.44972,-70.64641,Private room,1,1.5,1.0,1.0,48430,1.0,30.0,365,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0.0
80,780664.0,Unknown,0.0,0.0,False,True,False,1,Ñuñoa,-33.4557,-70.59981,Private room,2,1.0,1.0,1.0,83651,2.0,365.0,365,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0.0
81,787045.0,within a few hours,1.0,0.7,True,True,False,2,La Reina,-33.45534,-70.5602,Private room,2,1.0,1.0,1.0,16000,4.0,30.0,365,124.0,2,4.79,4.88,4.84,4.93,4.92,4.62,4.83,False,2,1.06
82,2096152.0,Unknown,0.0,0.0,False,True,False,1,Las Condes,-33.40707,-70.58549,Shared room,2,1.0,1.0,2.0,75726,1.0,30.0,365,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0.0
83,2098590.0,within a few hours,0.9,0.76,False,True,True,6,Santiago,-33.46983,-70.64086,Entire home/apt,3,1.0,1.0,1.0,48430,2.0,30.0,179,1.0,0,3.0,2.0,5.0,3.0,4.0,4.0,3.0,False,6,0.01
84,795701.0,within a few hours,0.9,0.0,False,True,True,4,Santiago,-33.44128,-70.6563,Entire home/apt,5,2.0,2.0,4.0,57235,1.0,30.0,364,19.0,0,4.58,4.63,4.84,4.79,4.78,4.53,4.63,False,4,0.16
85,124075.0,within an hour,0.87,0.93,False,True,True,5,Providencia,-33.41905,-70.61165,Private room,4,1.0,1.0,2.0,35222,2.0,365.0,365,1.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,5,0.01
86,124291.0,Unknown,0.0,0.0,False,True,False,1,Las Condes,-33.42015,-70.55652,Private room,2,1.0,1.0,1.0,52832,5.0,5.0,365,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0.0
87,2119824.0,within an hour,1.0,0.0,False,True,True,4,Providencia,-33.42963,-70.59133,Private room,2,1.0,1.0,1.0,16000,1.0,30.0,172,18.0,0,4.43,4.62,4.54,4.69,4.69,4.69,4.54,False,2,0.18
88,131054.0,Unknown,0.0,0.0,False,True,False,1,Santiago,-33.44356,-70.63505,Private room,1,1.5,1.0,0.0,35222,1.0,30.0,365,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0.0
89,2120795.0,within a day,1.0,0.0,False,True,True,2,Providencia,-33.44509,-70.61751,Private room,1,1.0,1.0,1.0,14089,1.0,365.0,172,4.0,0,4.75,5.0,4.0,5.0,5.0,5.0,4.75,False,2,0.05
90,132624.0,Unknown,0.0,0.0,False,False,False,1,Santiago,-33.43385,-70.65641,Private room,2,1.0,1.0,1.0,88679,1.0,30.0,365,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0.0
91,798444.0,within an hour,0.97,0.98,False,True,True,1,Santiago,-33.4377,-70.64733,Entire home/apt,4,1.0,2.0,5.0,40628,2.0,30.0,218,19.0,2,4.21,4.33,3.72,4.67,4.65,4.72,4.33,True,8,0.17
92,2122694.0,within a few hours,0.95,1.0,False,True,True,7,Santiago,-33.44614,-70.65134,Entire home/apt,2,1.0,1.0,1.0,22894,30.0,30.0,306,38.0,4,4.22,4.51,4.22,4.86,4.78,4.49,4.24,True,5,0.46
93,798907.0,within an hour,1.0,0.97,True,True,True,5,Recoleta,-33.43151,-70.65042,Entire home/apt,2,1.5,1.0,1.0,35429,2.0,30.0,312,264.0,44,4.74,4.86,4.8,4.82,4.72,4.73,4.75,False,5,2.27
94,799674.0,within a few hours,1.0,0.88,False,True,False,2,Lo Barnechea,-33.34941,-70.2936,Entire home/apt,6,2.0,2.0,5.0,333345,2.0,30.0,361,4.0,2,5.0,5.0,4.67,5.0,5.0,5.0,5.0,False,1,0.06
95,133295.0,within an hour,1.0,0.87,False,True,True,2,Las Condes,-33.41121,-70.58845,Entire home/apt,3,2.0,2.0,2.0,220134,7.0,365.0,365,83.0,1,4.83,4.87,4.92,4.97,4.95,4.92,4.85,True,2,0.64
96,133783.0,a few days or more,0.0,0.0,False,True,False,1,Providencia,-33.42974,-70.60432,Private room,1,2.0,1.0,1.0,44027,1.0,365.0,365,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0.0
97,2124550.0,within an hour,1.0,1.0,True,True,True,2,Providencia,-33.42198,-70.60734,Entire home/apt,2,1.0,1.0,1.0,36005,10.0,30.0,154,201.0,9,4.85,4.94,4.89,4.94,4.94,4.98,4.81,True,2,2.23
98,811005.0,Unknown,0.0,0.0,False,True,True,2,Providencia,-33.43903,-70.61413,Private room,1,1.0,1.0,1.0,20376,30.0,60.0,358,1.0,0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,False,2,0.01
99,2138997.0,within an hour,1.0,0.48,True,True,True,3,Vitacura,-33.40662,-70.5997,Private room,2,1.0,1.0,1.0,44027,1.0,30.0,364,22.0,1,4.95,4.95,4.86,4.95,5.0,4.73,4.86,False,1,0.26
100,2139248.0,within an hour,1.0,0.0,False,True,True,2,Ñuñoa,-33.45279,-70.63022,Entire home/apt,2,1.0,1.0,1.0,22132,30.0,150.0,150,216.0,0,4.91,4.94,4.92,4.98,5.0,4.76,4.86,False,1,2.12
101,814875.0,within an hour,1.0,0.99,False,True,True,3,Providencia,-33.42642,-70.6174,Entire home/apt,4,1.0,2.0,3.0,48430,3.0,30.0,312,146.0,21,4.64,4.66,4.24,4.88,4.79,4.85,4.6,True,2,1.56
102,135927.0,within a few hours,1.0,0.29,False,True,True,3,Providencia,-33.42884,-70.62196,Entire home/apt,5,1.0,1.0,1.0,56952,2.0,365.0,0,39.0,0,4.78,4.79,4.89,4.92,4.92,4.84,4.63,False,4,0.3
103,136438.0,within a few hours,0.93,0.87,False,True,True,12,Providencia,-33.42343,-70.60899,Entire home/apt,2,1.0,1.0,2.0,47000,1.0,90.0,307,39.0,7,4.73,4.68,4.92,4.7,4.68,4.84,4.68,False,10,0.31
104,2154502.0,Unknown,0.0,0.0,False,True,False,1,Las Condes,-33.41447,-70.59715,Private room,2,1.0,1.0,1.0,52832,1.0,30.0,365,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0.0
105,844274.0,Unknown,0.0,0.0,False,True,False,4,Santiago,-33.44884,-70.65166,Entire home/apt,1,1.0,1.0,1.0,51952,90.0,30.0,365,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,4,0.0
106,2164297.0,a few days or more,0.0,0.0,False,True,True,0,Providencia,-33.44464,-70.63103,Private room,1,1.0,1.0,1.0,12000,90.0,90.0,196,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,True,1,0.0
107,136993.0,within a day,0.5,0.0,False,True,True,1,Las Condes,-33.41215,-70.58929,Entire home/apt,2,1.0,1.0,2.0,51828,1.0,90.0,363,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0.0
108,2185829.0,within a few hours,1.0,0.25,False,True,False,5,Santiago,-33.46878,-70.64126,Entire home/apt,2,1.0,2.0,1.0,35974,15.0,30.0,23,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,5,0.0
109,2192791.0,within a few hours,0.95,1.0,False,True,True,7,Santiago,-33.44881,-70.64714,Entire home/apt,2,1.0,1.0,1.0,21133,30.0,30.0,294,33.0,0,4.3,4.56,4.28,4.81,4.61,4.26,4.26,True,5,0.33
110,139270.0,Unknown,0.0,0.0,False,True,False,1,Santiago,-33.44808,-70.65389,Private room,2,0.0,1.0,1.0,105665,1.0,30.0,365,0.0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0.0
111,858097.0,within a few hours,1.0,0.92,False,True,True,4,Las Condes,-33.41642,-70.60251,Entire home/apt,2,1.0,1.0,1.0,39624,2.0,365.0,300,126.0,13,4.47,4.56,4.51,4.73,4.7,4.98,4.44,False,3,1.12
112,858199.0,within a day,1.0,0.0,False,True,True,1,Ñuñoa,-33.45542,-70.57811,Private room,1,1.0,1.0,0.0,26416,5.0,15.0,363,5.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,1,0.08
