VarName1,ID,host_response_time,host_response_rate,host_acceptance_rate,hosTrue_is_superhost,host_has_profile_pic,host_identity_verified,host_listings_count,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month
7,40707516,within an hour,1,0.9,True,True,True,3,Quilicura,-33.31922,-70.69587,Entire home/apt,2,3,1,1,70714,3,90,17,22,14,4.95,4.95,4.82,5,5,4.95,4.91,False,3,0.73
8,31726393,Unknown,0,0,False,True,True,1,La Florida,-33.56436,-70.56819,Entire home/apt,6,1,3,3,50000,1,30,179,0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,True,1,0
9,47800065,a few days or more,0,1,False,True,True,1,Maipú,-33.5768,-70.78,Entire home/apt,6,1,2,4,150000,4,365,89,5,1,5,5,5,5,4.8,4.8,5,False,1,0.3
10,1805957,Unknown,0,1,False,True,True,1,Providencia,-33.43054,-70.61197,Entire home/apt,2,1,1,1,79248,15,90,347,0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0
13,533042,within an hour,0.93,1,False,True,True,1,Providencia,-33.42845,-70.61774,Entire home/apt,3,1,1,2,39624,3,30,132,122,17,4.59,4.86,4.51,4.88,4.83,4.93,4.63,True,1,1.8
18,1873527,a few days or more,0,1,False,True,False,1,Santiago,-33.4528,-70.65521,Entire home/apt,4,1,1,2,39624,4,360,365,5,0,4.5,4.75,4.75,4.5,5,3.5,4.25,True,1,0.05
22,558026,within an hour,1,0.83,False,True,False,1,Providencia,-33.43451,-70.62698,Entire home/apt,2,1,1,1,37895,2,30,317,20,14,4.95,4.85,4.85,4.8,5,5,4.9,False,1,0.23
23,559852,a few days or more,0.33,0.25,False,True,True,7,Providencia,-33.42649,-70.61571,Entire home/apt,5,7,2,3,96859,2,30,264,12,0,4.25,4.25,4.25,4.92,4.92,4.92,4.5,False,7,0.14
24,564038,Unknown,0,0,False,True,False,1,Santiago,-33.43811,-70.64547,Entire home/apt,4,1,1,2,74846,2,30,365,1,0,4,5,4,2,2,5,5,False,1,0.01
25,566139,within an hour,1,0.99,False,True,True,3,Providencia,-33.4262,-70.61853,Entire home/apt,5,3,2,3,57235,3,30,320,198,19,4.53,4.61,4.17,4.78,4.71,4.93,4.59,True,2,1.65
27,600739,a few days or more,0.33,0.25,False,True,True,7,Providencia,-33.42492,-70.61605,Entire home/apt,5,7,2,3,96859,2,30,264,22,0,4.36,4.64,3.95,5,5,4.86,4.41,False,7,0.26
28,600741,a few days or more,0.33,0.25,False,True,True,7,Providencia,-33.42462,-70.61619,Entire home/apt,3,7,1,0,61638,2,30,169,9,0,4.33,4.56,4.11,5,5,4.56,4.44,False,7,0.11
30,622498,Unknown,0,1,False,True,True,3,Las Condes,-33.41263,-70.58843,Entire home/apt,3,3,1,2,96859,4,30,48,28,0,4.92,5,4.89,5,5,4.96,4.78,False,3,0.23
32,52811,Unknown,0,0.83,False,True,True,3,Providencia,-33.42959,-70.6188,Entire home/apt,4,3,1,1,47549,1,30,172,46,1,4.42,4.59,4.52,4.66,4.59,4.64,4.36,True,3,0.33
33,53494,Unknown,0,0.5,False,True,True,3,Lo Barnechea,-33.34344,-70.29432,Entire home/apt,8,3,2,8,149999,2,30,264,38,0,4.76,4.78,4.89,4.89,4.89,4.73,4.68,False,1,0.52
36,1898234,a few days or more,0,0,False,True,False,1,Ñuñoa,-33.45542,-70.60443,Entire home/apt,4,1,2,3,88054,3,30,358,0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0
37,1905521,within a few hours,0.9,0.83,True,True,True,2,Vitacura,-33.39871,-70.57523,Entire home/apt,5,2,3,4,87173,3,30,302,164,14,4.75,4.86,4.8,4.93,4.94,4.93,4.77,False,1,1.58
39,83677,Unknown,0,0,False,True,False,1,Providencia,-33.43159,-70.59202,Entire home/apt,2,1,1,1,127678,1,30,365,0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0
41,88944,within an hour,1,0.96,True,True,False,1,Providencia,-33.4222,-70.60846,Entire home/apt,2,1,1,1,30819,3,365,250,167,8,4.73,4.76,4.64,4.91,4.9,4.95,4.71,False,1,1.29
42,90629,Unknown,0,0,False,True,False,1,Santiago,-33.43787,-70.64082,Entire home/apt,2,1,1,3,88054,3,30,365,0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0
45,1932045,within a day,0.6,0.27,False,True,True,1,Providencia,-33.43461,-70.62498,Entire home/apt,3,1,1,1,37962,1,30,294,18,0,4.65,4.53,4.59,4.65,4.65,4.82,4.53,False,1,0.18
47,1936528,within a few hours,1,0,False,True,True,1,Santiago,-33.4467,-70.64625,Entire home/apt,3,1,1,2,44027,2,30,365,0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0
48,668257,a few days or more,0,0.75,False,True,True,2,Las Condes,-33.41795,-70.58175,Entire home/apt,4,2,2,2,105665,14,30,358,19,1,4.93,4.94,5,5,5,5,4.83,False,1,0.16
49,679753,within an hour,0.87,0.93,False,True,True,5,Providencia,-33.41773,-70.61102,Entire home/apt,4,5,1,1,45000,1,30,365,1,0,4,4,3,5,3,5,4,False,5,0.01
50,683664,Unknown,0,0,False,True,False,4,Santiago,-33.44245,-70.64234,Entire home/apt,1,4,1,1,51952,90,30,346,5,0,5,4.2,4.6,4.2,5,4.2,4.4,False,4,0.04
51,90694,within a few hours,1,0.29,False,True,True,3,Providencia,-33.4259,-70.61692,Entire home/apt,2,3,1,1,39999,3,365,348,60,3,4.68,4.73,4.75,4.73,4.8,4.76,4.49,False,4,0.45
52,90769,within a few hours,1,0.29,False,True,True,3,Providencia,-33.42864,-70.62178,Entire home/apt,2,3,1,1,39000,4,30,172,12,0,5,5,5,5,5,4.8,4.6,False,4,0.09
53,91083,within a few hours,1,0.97,True,True,True,5,Santiago,-33.43901,-70.64463,Entire home/apt,3,5,1,2,39624,3,31,60,126,0,4.7,4.68,4.76,4.66,4.82,4.78,4.66,False,3,0.98
55,1954924,within a day,1,0,False,True,False,1,Providencia,-33.42659,-70.61543,Entire home/apt,4,1,1,2,48430,30,180,365,0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0
56,725463,within an hour,1,0.92,False,True,True,0,Providencia,-33.41971,-70.60915,Entire home/apt,2,0,1,1,61638,2,30,353,3,1,5,5,5,5,5,5,5,False,3,0.03
57,1998362,within an hour,1,1,True,True,True,6,Las Condes,-33.41048,-70.59837,Entire home/apt,3,6,1,1,105665,3,30,365,12,5,4.92,4.86,4.71,4.86,5,5,4.71,False,1,0.12
58,726012,within an hour,1,0.92,False,True,True,0,Santiago,-33.44146,-70.6463,Entire home/apt,4,0,2,3,70443,2,30,361,11,2,4.56,4.82,4.36,4.91,4.82,4.91,4.73,False,3,0.09
65,106795,Unknown,0,0,False,False,False,1,Santiago,-33.43974,-70.65493,Entire home/apt,2,1,1,1,70443,1,30,365,0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0
66,752562,within a few hours,1,0.29,False,True,True,3,Santiago,-33.4407,-70.66163,Entire home/apt,2,3,1,1,33000,7,365,0,1,0,5,5,5,5,5,5,5,False,4,0.01
68,754744,Unknown,0,0,False,True,False,1,Santiago,-33.44583,-70.65322,Entire home/apt,2,1,1,1,61638,3,30,365,0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0
69,768868,within an hour,1,0.92,False,True,True,0,Santiago,-33.43954,-70.6465,Entire home/apt,1,0,1,1,44027,2,30,364,1,0,0,5,5,5,5,5,5,False,3,0.01
70,2041953,a few days or more,0.4,0,False,True,True,1,Providencia,-33.43048,-70.6088,Entire home/apt,4,1,2,3,60757,7,30,365,1,0,5,5,5,5,5,5,5,False,1,0.01
71,2054452,Unknown,0,0,False,True,False,1,Providencia,-33.42688,-70.60104,Entire home/apt,2,1,2,1,30819,90,90,365,0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0
72,2065906,within an hour,1,0.89,False,True,True,1,Recoleta,-33.43375,-70.63616,Entire home/apt,2,1,1,1,50191,4,30,236,28,3,4.46,4.71,4.36,4.93,4.79,4.64,4.68,True,1,0.29
73,777178,within a few hours,1,0.94,False,True,True,0,Providencia,-33.44446,-70.63271,Entire home/apt,2,0,1,1,26416,5,90,259,101,16,4.85,4.89,4.83,4.97,4.98,4.81,4.76,True,1,0.87
77,122810,Unknown,0,1,False,True,True,1,Recoleta,-33.42361,-70.63984,Entire home/apt,2,1,1,1,26416,2,30,264,8,0,5,5,4.88,5,5,4.86,4.86,False,1,0.13
83,2098590,within a few hours,0.9,0.76,False,True,True,6,Santiago,-33.46983,-70.64086,Entire home/apt,3,6,1,1,48430,2,30,179,1,0,3,2,5,3,4,4,3,False,6,0.01
84,795701,within a few hours,0.9,0,False,True,True,4,Santiago,-33.44128,-70.6563,Entire home/apt,5,4,2,4,57235,1,30,364,19,0,4.58,4.63,4.84,4.79,4.78,4.53,4.63,False,4,0.16
91,798444,within an hour,0.97,0.98,False,True,True,1,Santiago,-33.4377,-70.64733,Entire home/apt,4,1,2,5,40628,2,30,218,19,2,4.21,4.33,3.72,4.67,4.65,4.72,4.33,True,8,0.17
92,2122694,within a few hours,0.95,1,False,True,True,7,Santiago,-33.44614,-70.65134,Entire home/apt,2,7,1,1,22894,30,30,306,38,4,4.22,4.51,4.22,4.86,4.78,4.49,4.24,True,5,0.46
93,798907,within an hour,1,0.97,True,True,True,5,Recoleta,-33.43151,-70.65042,Entire home/apt,2,5,1,1,35429,2,30,312,264,44,4.74,4.86,4.8,4.82,4.72,4.73,4.75,False,5,2.27
94,799674,within a few hours,1,0.88,False,True,False,2,Lo Barnechea,-33.34941,-70.2936,Entire home/apt,6,2,2,5,333345,2,30,361,4,2,5,5,4.67,5,5,5,5,False,1,0.06
95,133295,within an hour,1,0.87,False,True,True,2,Las Condes,-33.41121,-70.58845,Entire home/apt,3,2,2,2,220134,7,365,365,83,1,4.83,4.87,4.92,4.97,4.95,4.92,4.85,True,2,0.64
97,2124550,within an hour,1,1,True,True,True,2,Providencia,-33.42198,-70.60734,Entire home/apt,2,2,1,1,36005,10,30,154,201,9,4.85,4.94,4.89,4.94,4.94,4.98,4.81,True,2,2.23
100,2139248,within an hour,1,0,False,True,True,2,Ñuñoa,-33.45279,-70.63022,Entire home/apt,2,2,1,1,22132,30,150,150,216,0,4.91,4.94,4.92,4.98,5,4.76,4.86,False,1,2.12
101,814875,within an hour,1,0.99,False,True,True,3,Providencia,-33.42642,-70.6174,Entire home/apt,4,3,2,3,48430,3,30,312,146,21,4.64,4.66,4.24,4.88,4.79,4.85,4.6,True,2,1.56
102,135927,within a few hours,1,0.29,False,True,True,3,Providencia,-33.42884,-70.62196,Entire home/apt,5,3,1,1,56952,2,365,0,39,0,4.78,4.79,4.89,4.92,4.92,4.84,4.63,False,4,0.3
103,136438,within a few hours,0.93,0.87,False,True,True,12,Providencia,-33.42343,-70.60899,Entire home/apt,2,12,1,2,47000,1,90,307,39,7,4.73,4.68,4.92,4.7,4.68,4.84,4.68,False,10,0.31
105,844274,Unknown,0,0,False,True,False,4,Santiago,-33.44884,-70.65166,Entire home/apt,1,4,1,1,51952,90,30,365,0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,4,0
107,136993,within a day,0.5,0,False,True,True,1,Las Condes,-33.41215,-70.58929,Entire home/apt,2,1,1,2,51828,1,90,363,0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0
108,2185829,within a few hours,1,0.25,False,True,False,5,Santiago,-33.46878,-70.64126,Entire home/apt,2,5,2,1,35974,15,30,23,0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,5,0
109,2192791,within a few hours,0.95,1,False,True,True,7,Santiago,-33.44881,-70.64714,Entire home/apt,2,7,1,1,21133,30,30,294,33,0,4.3,4.56,4.28,4.81,4.61,4.26,4.26,True,5,0.33
111,858097,within a few hours,1,0.92,False,True,True,4,Las Condes,-33.41642,-70.60251,Entire home/apt,2,4,1,1,39624,2,365,300,126,13,4.47,4.56,4.51,4.73,4.7,4.98,4.44,False,3,1.12
113,2205451,a few days or more,0,1,False,True,False,1,Santiago,-33.43873,-70.64487,Entire home/apt,2,1,1,1,30819,30,90,90,173,1,4.47,4.65,4.57,4.55,4.52,4.86,4.59,True,1,1.7
114,879962,within a few hours,1,0.97,True,True,True,5,Santiago,-33.44908,-70.63297,Entire home/apt,4,5,2,2,37863,3,62,127,92,17,4.72,4.74,4.77,4.84,4.88,4.6,4.69,False,3,0.81
115,880713,within a few hours,0.93,0.87,False,True,True,12,Providencia,-33.42216,-70.60945,Entire home/apt,3,12,1,2,48143,1,30,283,39,0,4.62,4.86,4.79,4.82,4.79,4.71,4.55,False,10,0.35
116,139484,within an hour,0.9,0.96,False,True,True,3,Santiago,-33.43489,-70.64532,Entire home/apt,2,3,1,1,19500,30,30,335,16,3,4.5,4.56,3.88,4.69,4.69,4.94,4.31,False,3,0.19
118,2215096,within an hour,0.9,0.86,False,True,True,6,Recoleta,-33.43234,-70.64653,Entire home/apt,4,6,2,3,48286,4,30,43,170,11,4.46,4.59,4.25,4.8,4.78,4.67,4.55,False,6,1.87
121,2237756,within a few hours,1,0.58,False,True,True,3,Providencia,-33.4254,-70.6166,Entire home/apt,2,3,1,1,45000,2,30,79,17,6,4.88,4.94,4.94,5,4.94,5,4.71,False,1,0.3
122,154395,within an hour,1,1,True,True,True,2,Las Condes,-33.41433,-70.58213,Entire home/apt,4,2,2,4,46271,7,180,333,199,14,4.9,4.93,4.87,4.98,4.99,4.97,4.85,False,1,1.62
123,881843,within an hour,1,0.98,False,True,True,10,Santiago,-33.43584,-70.64874,Entire home/apt,3,10,1,2,30000,2,365,351,83,7,4.63,4.8,4.48,4.77,4.74,4.78,4.63,True,1,0.81
124,2250077,within an hour,1,0,False,True,True,2,Providencia,-33.43359,-70.62674,Entire home/apt,4,2,1,2,22571,7,30,203,16,0,4.64,4.82,4.55,4.91,4.82,4.82,4.73,False,2,0.21
125,885444,within an hour,1,1,False,True,True,0,Santiago,-33.44952,-70.64248,Entire home/apt,2,0,2,1,22639,30,30,360,3,1,5,5,5,5,5,5,5,False,1,0.03
126,154615,within a few hours,1,0.92,False,True,True,4,Las Condes,-33.41641,-70.60232,Entire home/apt,2,4,1,1,39624,2,365,303,49,4,4.6,4.73,4.63,4.82,4.86,4.98,4.63,False,3,0.37
127,2258550,Unknown,0,0,False,True,False,1,Santiago,-33.4401,-70.66357,Entire home/apt,2,1,1,1,44027,3,180,365,0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0
128,2260567,within an hour,1,0.96,True,True,True,2,Santiago,-33.44578,-70.64764,Entire home/apt,2,2,1,1,23775,3,30,226,4,40,4.73,4.83,4.78,4.94,4.94,4.84,4.75,False,1,4.14
130,903677,within a few hours,1,1,False,True,True,4,Santiago,-33.44019,-70.64127,Entire home/apt,4,4,1,4,66040,90,365,364,7,0,4.8,4.17,4.33,4.83,4.83,5,4.5,False,4,0.06
132,905085,within an hour,1,0.99,False,True,True,3,Las Condes,-33.40603,-70.55853,Entire home/apt,2,3,1,1,55597,2,30,362,144,25,4.65,4.82,4.72,4.82,4.82,4.8,4.58,True,3,1.33
136,910775,within an hour,0.9,0.86,False,True,True,6,Recoleta,-33.43225,-70.64744,Entire home/apt,3,6,2,2,45857,3,30,61,181,6,4.59,4.74,4.57,4.86,4.77,4.67,4.61,False,6,1.68
137,2285130,Unknown,0,1,False,True,True,2,Recoleta,-33.43442,-70.63681,Entire home/apt,3,2,2,3,52832,2,30,85,15,0,4.67,4.67,4.33,4.73,4.6,4.67,4.67,True,2,0.15
138,919862,a few days or more,0,0,False,True,False,1,Santiago,-33.44704,-70.63606,Entire home/apt,2,1,1,1,52832,2,4,365,0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0
139,160729,Unknown,0,0,False,True,False,1,Santiago,-33.4484,-70.6322,Entire home/apt,2,1,1,2,22894,2,200,172,17,0,4.65,5,4.47,4.94,4.82,4.94,4.71,True,1,0.41
142,175077,Unknown,0,0,False,True,False,1,Santiago,-33.43556,-70.65358,Entire home/apt,2,1,1,1,52832,1,30,365,0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0
149,932079,Unknown,0,0.67,False,True,True,3,Santiago,-33.44605,-70.64771,Entire home/apt,2,3,1,1,44027,5,30,223,2,0,5,5,5,5,5,5,5,False,3,0.02
150,932108,Unknown,0,0.67,False,True,True,3,Santiago,-33.44717,-70.6469,Entire home/apt,2,3,1,1,44027,5,30,222,4,1,4.25,4.25,4.25,4.5,4.5,4.5,4.5,False,3,0.05
152,2412933,within an hour,1,0.98,False,True,True,6,Estación Central,-33.45593,-70.7002,Entire home/apt,5,6,2,5,83651,2,90,352,95,5,4.53,4.62,4.65,4.69,4.74,4.31,4.68,False,5,1.01
154,2419113,within a few hours,0.9,0,False,True,True,4,Santiago,-33.43967,-70.65694,Entire home/apt,2,4,1,1,44027,1,30,365,4,0,4.25,4,4.75,5,5,4.75,4.75,False,4,0.04
156,948890,within a few hours,0.9,0,False,True,True,4,Santiago,-33.44224,-70.65857,Entire home/apt,6,4,2,4,57235,1,330,363,57,0,4.54,4.53,4.65,4.72,4.74,4.72,4.64,False,4,0.53
158,964303,a few days or more,0,0,False,True,False,1,Santiago,-33.44101,-70.66559,Entire home/apt,4,1,1,1,51708,1,30,365,0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0
160,191754,within an hour,1,0.67,False,True,True,3,Santiago,-33.44035,-70.65797,Entire home/apt,2,3,1,1,44027,7,30,172,121,2,4.78,4.83,4.49,4.89,4.88,4.81,4.75,False,2,0.93
163,2491408,Unknown,0,0,False,True,True,1,Santiago,-33.46373,-70.63953,Entire home/apt,2,1,1,1,37126,3,30,365,0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0
164,2512835,a few days or more,0,0.48,False,True,True,4,Santiago,-33.44636,-70.6531,Entire home/apt,3,4,1,1,51952,1,365,0,18,1,4.94,5,4.94,5,5,5,4.94,True,4,0.18
166,202286,within an hour,0.9,0.86,False,True,True,6,Recoleta,-33.43183,-70.64657,Entire home/apt,3,6,1,1,32214,4,30,340,4,15,4.58,4.75,4.55,4.76,4.76,4.6,4.64,False,6,2.94
168,2515967,Unknown,0,0.5,False,True,True,2,Las Condes,-33.41632,-70.59917,Entire home/apt,4,2,1,2,44027,90,30,139,69,0,4.78,4.96,4.63,4.93,4.96,4.96,4.69,False,3,0.71
170,1004301,within a few hours,1,1,True,True,True,2,Santiago,-33.43545,-70.65677,Entire home/apt,3,2,1,2,36983,28,200,110,285,3,4.98,4.97,4.97,5,4.99,4.84,4.93,False,1,2.59
171,2531527,Unknown,0,1,False,True,True,2,Recoleta,-33.43257,-70.63759,Entire home/apt,3,2,2,3,52832,5,30,0,21,0,4.67,4.67,4.24,4.95,4.86,4.62,4.38,False,2,0.21
172,233585,Unknown,0,0,False,True,False,1,Santiago,-33.43847,-70.657,Entire home/apt,2,1,1,1,23775,30,300,0,1,0,0,4.7,4.6,4.8,4.8,4.8,4.6,True,1,0.02
173,1023614,a few days or more,0,0.48,False,True,True,4,Santiago,-33.44731,-70.65271,Entire home/apt,2,4,1,1,52832,2,30,365,7,0,4.57,4.86,4.71,5,5,5,4.57,False,4,0.07
175,1039259,a few days or more,0,0,False,True,True,1,Lo Barnechea,-33.35013,-70.31404,Entire home/apt,5,1,2,4,352215,3,30,365,2,0,5,5,5,5,5,5,4.5,False,1,0.02
176,259656,Unknown,0,0.83,False,True,True,3,Providencia,-33.42985,-70.61797,Entire home/apt,4,3,1,0,52832,1,30,172,40,4,4.83,4.85,4.88,4.85,4.88,4.88,4.74,True,3,0.31
179,2632931,within an hour,1,0.93,False,True,True,2,Santiago,-33.437,-70.64114,Entire home/apt,2,2,1,2,38000,5,365,334,28,5,4.68,4.89,4.82,4.89,4.79,4.96,4.64,False,3,0.29
180,276647,Unknown,0,0.75,True,True,True,3,Santiago,-33.45023,-70.63236,Entire home/apt,3,3,1,2,25000,10,30,172,4,2,5,5,5,5,5,4.5,5,False,2,0.04
181,1041894,within a day,1,0.75,True,True,True,1,Santiago,-33.43761,-70.64683,Entire home/apt,4,1,2,3,30000,14,30,305,7,5,4.86,5,4.86,5,5,4.86,4.86,False,1,0.23
182,1046142,within an hour,1,0.17,False,True,True,4,Las Condes,-33.40778,-70.55984,Entire home/apt,2,4,1,1,40000,30,30,172,4,0,5,5,5,5,5,5,5,False,4,0.04
184,1050604,within an hour,1,0.96,False,True,True,2,Recoleta,-33.43075,-70.64632,Entire home/apt,2,2,1,1,19000,30,30,165,155,4,4.4,4.59,4.23,4.66,4.66,4.63,4.46,True,1,1.43
185,280663,within a few hours,0.9,0.76,False,True,True,6,Recoleta,-33.43356,-70.63659,Entire home/apt,2,6,1,1,44027,3,365,361,33,5,4.56,4.52,4.7,4.7,4.55,4.85,4.58,False,6,0.28
186,2647154,within an hour,1,0.87,False,True,True,2,Las Condes,-33.41277,-70.58705,Entire home/apt,3,2,2,2,220134,7,365,365,42,0,4.9,4.9,4.85,4.88,4.98,4.9,4.79,True,2,0.42
188,288216,Unknown,0,0.91,False,True,True,2,Recoleta,-33.43284,-70.64752,Entire home/apt,2,2,1,1,22013,30,30,11,24,0,4.71,4.92,4.58,4.96,4.88,4.75,4.79,False,1,0.28
189,1055812,within an hour,1,0.79,True,True,True,1,Las Condes,-33.39667,-70.56697,Entire home/apt,6,1,4,5,184913,21,30,131,66,5,4.94,4.97,4.68,4.98,4.98,4.89,4.82,False,1,0.65
191,2660266,within an hour,1,0.98,False,True,True,4,Santiago,-33.43684,-70.64347,Entire home/apt,3,4,1,2,57235,1,30,115,203,45,4.79,4.83,4.82,4.84,4.87,4.94,4.79,False,4,2.67
192,1065916,Unknown,0,0,False,True,False,4,Santiago,-33.44975,-70.65122,Entire home/apt,1,4,1,1,51952,90,30,365,2,0,5,4.5,4.5,5,4.5,4.5,4,False,4,0.02
194,2683102,within an hour,1,0.93,False,True,True,2,Santiago,-33.4416,-70.63909,Entire home/apt,6,2,3,3,55000,3,30,316,7,6,4.71,4.86,4.86,5,5,4.86,4.71,True,3,0.07
202,1080440,Unknown,0,0,False,True,False,1,Providencia,-33.43576,-70.61691,Entire home/apt,3,1,3,3,55474,2,30,365,0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0
204,2730067,within a day,1,0,False,True,True,4,Vitacura,-33.3989,-70.59479,Entire home/apt,4,4,2,4,220134,2,60,0,9,0,4.89,4.89,4.89,4.89,4.89,4.89,4.78,False,2,0.09
206,325820,within a few hours,1,0.58,False,True,True,6,Santiago,-33.43996,-70.64398,Entire home/apt,3,6,1,1,58494,3,30,365,25,2,4.57,4.52,4.77,4.7,4.78,4.87,4.7,False,6,0.2
209,1120466,a few days or more,0,0,False,True,False,1,Ñuñoa,-33.45352,-70.61994,Entire home/apt,2,1,1,1,57235,1,30,365,0,0,4.5,4.7,4.6,4.8,4.8,4.8,4.6,False,1,0
210,2774785,within a day,1,0,False,True,True,1,Las Condes,-33.41159,-70.59824,Entire home/apt,6,1,2,3,264161,30,360,342,1,0,5,4,5,5,5,5,5,False,1,0.02
211,1132889,within an hour,1,0.93,False,True,True,15,Recoleta,-33.43045,-70.64164,Entire home/apt,5,15,2,3,51952,2,31,316,68,3,4.35,4.78,4.23,4.97,4.83,4.45,4.56,True,3,0.72
212,1141344,within an hour,1,0.95,False,True,True,4,Las Condes,-33.40801,-70.56452,Entire home/apt,2,4,1,1,49000,7,30,332,10,4,4.5,4.7,4,5,4.8,5,4.3,True,4,0.21
214,1223916,Unknown,0,1,False,True,True,2,Lo Barnechea,-33.34682,-70.29319,Entire home/apt,8,2,3,7,266680,2,30,365,12,0,4.75,4.91,4.55,4.73,5,4.82,4.4,False,1,0.11
215,1226526,within a few hours,1,0.56,False,True,True,12,Providencia,-33.42649,-70.60925,Entire home/apt,4,12,2,2,76078,30,30,338,32,1,4.63,4.74,4.81,4.9,4.94,4.94,4.75,False,5,0.29
217,331061,within a few hours,0.9,0.76,False,True,True,6,Providencia,-33.43215,-70.63433,Entire home/apt,2,6,1,1,58494,2,365,365,18,1,4.59,4.39,4.67,4.72,4.78,4.56,4.47,False,6,0.17
219,2809283,within a few hours,1,0.77,True,True,True,2,Santiago,-33.44841,-70.66278,Entire home/apt,2,2,1,1,26416,30,365,265,58,0,4.72,4.88,4.69,4.81,4.91,4.67,4.76,False,1,0.62
221,1262080,within an hour,1,0.99,False,True,True,3,Las Condes,-33.40591,-70.55775,Entire home/apt,2,3,1,1,52709,2,30,356,178,21,4.73,4.82,4.75,4.88,4.81,4.88,4.69,True,3,1.92
222,2837601,Unknown,0,1,False,True,True,1,Lo Barnechea,-33.34531,-70.29464,Entire home/apt,4,1,1,3,179885,3,30,272,41,2,4.27,4.29,4.02,4.27,4.24,4.68,4,True,1,0.42
223,2841563,a few days or more,0,0,False,True,True,1,Lo Barnechea,-33.3574,-70.25002,Entire home/apt,14,1,4,14,924565,2,30,177,18,0,4.67,4.78,4.72,4.56,4.56,4.94,4.22,False,1,0.22
224,1264850,within a day,0.6,0.86,False,True,False,2,Santiago,-33.44338,-70.65735,Entire home/apt,3,2,1,3,44027,2,30,344,4,2,4,3.5,4.25,3.5,4.25,4.75,3.75,False,2,0.07
226,2908625,within an hour,1,0.62,True,True,True,4,Providencia,-33.43204,-70.59483,Entire home/apt,2,4,1,1,39624,2,30,342,240,12,4.87,4.89,4.8,4.96,4.98,4.91,4.86,False,4,2.63
228,1297140,within an hour,1,0.8,False,True,True,2,Recoleta,-33.43398,-70.64078,Entire home/apt,2,2,1,0,23000,30,30,174,39,4,4.78,4.86,4.53,5,5,4.89,4.72,False,1,0.64
229,1300331,within a few hours,0.93,0.87,False,True,True,12,Providencia,-33.42872,-70.61781,Entire home/apt,2,12,1,2,47143,1,30,357,64,23,4.7,4.81,4.78,4.84,4.78,4.81,4.52,False,10,0.6
230,2912703,within an hour,1,0.62,True,True,True,4,Providencia,-33.43266,-70.59126,Entire home/apt,4,4,2,3,66040,3,365,307,94,0,4.82,4.88,4.76,4.94,4.97,4.92,4.81,False,4,1.01
231,2932438,within an hour,1,1,False,True,True,3,Providencia,-33.42422,-70.60972,Entire home/apt,2,3,1,1,46545,3,30,343,5,5,5,5,4.8,5,5,5,5,True,3,0.45
232,1320318,within an hour,1,0.17,False,True,True,4,Las Condes,-33.39937,-70.57409,Entire home/apt,2,4,1,1,50000,35,30,326,6,1,5,4.83,4.83,5,5,4.83,4.83,False,4,0.06
234,2932439,within an hour,1,1,False,True,True,3,Providencia,-33.42502,-70.61045,Entire home/apt,2,3,1,1,49689,2,30,342,10,1,4.67,4.89,5,4.78,5,5,4.67,False,3,0.11
235,354516,within a few hours,0.9,0.76,False,True,True,6,Providencia,-33.43366,-70.63463,Entire home/apt,4,6,2,4,66040,3,365,357,64,9,4.3,4.42,4.4,4.17,4.07,4.73,4.25,True,6,0.57
239,2934747,Unknown,0,1,False,True,False,1,Providencia,-33.41745,-70.60402,Entire home/apt,4,1,2,2,79248,7,30,0,8,1,4.88,5,4.38,5,5,5,5,False,1,0.09
240,1416160,within an hour,0.67,1,False,True,False,1,Providencia,-33.43353,-70.63144,Entire home/apt,2,1,1,2,40839,2,50,175,4,0,5,4.67,5,5,5,5,4.67,True,1,0.08
