id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,Private room_type,accommodates,bathroom_text,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month
21792169,within an hour,1.00,1.00,False,63,True,True,Copacabana,-22.96466,-43.17475,Entire home/apt,3,1,1,2,$259.00,3,90,189,21,11,4.86,4.81,4.9,4.95,4.86,4.95,4.81,True,67,0.41
8520002,within an hour,1.00,0.98,True,4,True,True,Ipanema,-22.98487,-43.19805,Entire home/apt,4,1.5,1,1,$185.00,3,1125,101,55,19,4.72,4.89,4.78,4.96,4.89,4.83,4.72,False,4,0.95
6.09E+17,within an hour,1.00,0.67,False,12,True,True,Copacabana,-22.969498,-43.186527,Entire home/apt,6,3,3,3,"$1,200.00",6,365,179,0,0,,,,,,,,False,11,
5.40E+17,within an hour,1.00,0.94,False,0,True,False,Copacabana,-22.98466,-43.19282,Entire home/apt,4,1.5,2,2,$189.00,2,30,331,23,23,4.87,4.78,4.74,4.78,4.78,4.87,4.83,False,2,4.76
7367348,a few days or more,0.00,0.00,False,1,True,False,Copacabana,-22.9629,-43.17858,Private room,1,1,1,1,$145.00,2,1125,89,6,0,5,5,5,5,5,5,5,False,1,0.08
19982175,within a few hours,0.80,0.68,False,1,True,False,Copacabana,-22.96441,-43.17442,Entire home/apt,3,1,1,2,$120.00,3,30,77,26,5,4.76,4.88,4.6,4.76,4.84,5,4.72,False,1,0.57
51244445,within an hour,1.00,1.00,True,0,True,True,Copacabana,-22.96515,-43.17877,Entire home/apt,3,1,1,2,$120.00,3,365,324,25,25,4.84,4.88,4.8,4.96,5,4.84,4.96,True,1,3.42
53893290,unknown,0.00,1.00,False,0,True,False,Copacabana,-22.98583,-43.19183,Entire home/apt,4,1,1,2,"$1,000.00",4,7,171,1,1,5,5,5,5,5,5,5,False,1,0.18
2298212,within a few hours,1.00,0.87,True,4,True,True,Copacabana,-22.96219,-43.17802,Entire home/apt,5,1.5,3,3,$191.00,6,30,84,70,11,4.86,4.9,4.81,4.96,4.99,4.93,4.77,False,1,0.69
6.50E+17,within an hour,1.00,1.00,False,0,True,True,Copacabana,-22.9791673,-43.1912303,Entire home/apt,3,1,1,2,$216.00,4,365,291,0,0,,,,,,,,True,3,
32188915,unknown,0.00,0.00,False,1,True,True,Copacabana,-22.97227,-43.1863,Entire home/apt,8,2.5,3,2,"$3,700.00",3,10,87,2,0,5,5,4.5,5,5,5,5,False,1,0.05
43979883,within a few hours,1.00,0.85,True,21,True,True,Copacabana,-22.986826,-43.19138,Entire home/apt,4,2,2,3,$370.00,5,1125,84,8,8,4.5,4.38,3.75,4.75,4.75,4.75,4.25,False,30,0.95
53624620,within a few hours,1.00,0.71,False,0,True,True,Copacabana,-22.970858,-43.185192,Entire home/apt,4,2,2,3,$364.00,2,21,41,3,3,5,5,4.33,5,5,5,4.67,True,1,0.53
30739118,within a few hours,0.81,0.58,False,4,True,True,Copacabana,-22.9785,-43.1911,Entire home/apt,4,1,,4,$68.00,2,1125,283,75,32,4.45,4.51,3.75,4.91,4.87,4.96,4.59,False,3,1.76
49402409,within a few hours,1.00,0.85,True,21,True,True,Copacabana,-22.979006,-43.190968,Entire home/apt,2,1,1,1,$280.00,4,1125,67,0,0,,,,,,,,False,30,
16757347,a few days or more,0.00,0.00,False,1,True,True,Ipanema,-22.98498,-43.19945,Entire home/apt,8,3,4,5,"$1,000.00",3,1125,170,1,0,0,,,,,,,False,1,0.02
52721111,within an hour,1.00,0.95,True,5,True,True,Copacabana,-22.96575,-43.17606,Entire home/apt,4,2,,2,$197.00,2,365,127,8,8,4.38,4.5,4.63,4.75,4.5,4.5,4.38,False,6,1
27759951,unknown,0.00,0.00,False,1,True,False,Copacabana,-22.96933,-43.1843,Entire home/apt,4,1,1,4,$924.00,5,15,365,0,0,,,,,,,,True,1,
10496205,within an hour,1.00,1.00,False,5,True,False,Copacabana,-22.96329,-43.17627,Entire home/apt,4,1,1,2,$150.00,2,1125,300,4,2,5,5,4.67,5,5,5,5,False,4,0.07
53858035,within an hour,1.00,1.00,True,4,True,True,Copacabana,-22.97955,-43.19241,Private room,2,1,1,1,$200.00,4,30,80,3,3,5,5,5,5,5,5,5,True,3,0.5
51489664,within an hour,1.00,1.00,False,0,False,True,Copacabana,-22.9792,-43.19134,Entire home/apt,2,1.5,1,1,$350.00,3,15,78,5,5,4.6,4.8,4.4,5,4.6,5,4.8,True,1,0.52
13882768,within an hour,1.00,1.00,False,5,True,True,Copacabana,-22.96435,-43.17783,Private room,2,1,1,1,$61.00,3,15,295,84,18,4.57,4.82,3.99,4.88,4.83,4.98,4.73,True,2,1.17
18411569,within an hour,1.00,1.00,False,1,True,True,Copacabana,-22.9623,-43.17754,Entire home/apt,3,1,,2,$150.00,3,89,121,89,13,4.65,4.86,4.36,4.93,4.94,4.87,4.63,False,1,1.43
33292410,within an hour,0.96,0.65,False,9,True,True,Copacabana,-22.9869,-43.19084,Entire home/apt,10,2,3,3,$999.00,2,120,355,2,2,4,4.5,2.5,5,4,5,3,False,9,0.34
30959380,within an hour,1.00,0.98,False,1,True,False,Copacabana,-22.96348,-43.17364,Entire home/apt,2,1,,2,$160.00,4,60,61,39,12,4.33,4.51,4.15,4.64,4.79,4.79,4.26,True,1,0.92
27836852,within a few hours,1.00,1.00,False,4,True,True,Copacabana,-22.98436,-43.19332,Private room,2,1.5,1,1,$72.00,2,1125,85,1,0,5,5,5,5,5,5,5,True,1,0.02
14053662,unknown,0.00,0.00,False,1,True,False,Copacabana,-22.96317,-43.1741,Entire home/apt,2,1,1,1,$580.00,10,1125,87,0,0,,,,,,,,True,1,
10653093,within a few hours,0.75,1.00,False,1,True,False,Copacabana,-22.96272,-43.17592,Entire home/apt,4,1,1,4,$120.00,2,60,3,4,1,3.33,3.67,4.33,4.67,4,4.67,3.67,False,1,0.05
37118555,within a few hours,1.00,0.50,False,1,True,False,Barra da Tijuca,-23.01228,-43.43782,Entire home/apt,3,1,1,2,$900.00,3,1125,355,0,0,,,,,,,,False,1,
35873987,within a few hours,1.00,0.73,False,2,True,False,Copacabana,-22.98206,-43.19205,Private room,3,1,1,2,$217.00,3,10,330,2,0,5,5,5,5,5,5,5,False,2,0.07
30932789,within a few hours,0.96,0.94,True,0,True,True,Ipanema,-22.98564,-43.19488,Entire home/apt,6,2,2,3,$149.00,2,1125,23,55,13,4.62,4.75,4.29,4.87,4.84,4.95,4.71,True,1,1.3
36171475,unknown,0.00,0.00,False,1,True,False,Copacabana,-22.96328,-43.17617,Shared room,2,1,1,2,$200.00,30,30,365,0,0,,,,,,,,True,1,
5.47E+17,within an hour,1.00,0.75,False,3,True,True,Copacabana,-22.96273,-43.17423,Entire home/apt,4,1,,3,$350.00,5,365,360,0,0,,,,,,,,True,1,
54023472,within a few hours,0.93,0.64,False,0,True,True,Copacabana,-22.98021,-43.19099,Entire home/apt,4,1,1,2,$220.00,2,1125,82,2,2,5,5,5,5,5,5,5,False,1,0.55
2071807,within an hour,0.94,1.00,True,1,True,True,Copacabana,-22.98087,-43.19113,Entire home/apt,3,1,1,2,$130.00,3,1125,83,230,43,4.73,4.84,4.76,4.9,4.79,4.95,4.7,True,2,2.36
5.86E+17,within an hour,0.98,0.99,False,20,True,True,Ipanema,-22.98474,-43.19374,Entire home/apt,2,1,1,1,$321.00,2,365,21,0,0,,,,,,,,False,20,
54017362,within an hour,1.00,1.00,False,45,True,True,Copacabana,-22.964592,-43.174267,Entire home/apt,4,1,1,2,$416.00,1,365,194,5,5,5,5,5,5,5,5,5,True,53,1.06
6090147,unknown,0.00,0.00,False,2,True,False,Copacabana,-22.97992,-43.19153,Entire home/apt,4,1,1,4,$180.00,3,1125,0,4,0,4.33,4.33,4.33,5,5,5,4,False,1,0.05
23182824,unknown,0.00,0.00,False,2,True,True,Leme,-22.96437,-43.17298,Private room,2,1,1,1,$250.00,1,1125,9,14,0,4.64,4.79,4.43,4.93,4.71,5,4.64,False,1,0.26
39350146,a few days or more,0.00,1.00,False,0,True,False,Copacabana,-22.96636,-43.17713,Entire home/apt,2,1.5,1,,$397.00,5,1125,90,0,0,,,,,,,,True,1,
53657624,within a few hours,1.00,0.88,False,0,True,True,Copacabana,-22.97983,-43.19133,Entire home/apt,4,1,,,$250.00,5,365,344,2,2,5,5,5,5,5,5,5,False,1,0.61
17934886,within an hour,0.90,0.85,False,2,True,False,Copacabana,-22.98526,-43.19048,Entire home/apt,4,1,1,2,$279.00,2,1125,355,7,4,4.86,4.57,5,4.86,5,5,5,False,1,0.13
13933155,within a few hours,1.00,0.33,False,1,True,True,Copacabana,-22.96459,-43.17431,Entire home/apt,5,1,1,2,$98.00,1,1125,343,4,1,5,5,4.5,5,5,5,5,False,2,0.06
48133850,within an hour,1.00,1.00,False,2,True,True,Copacabana,-22.98246,-43.19054,Entire home/apt,8,4,4,4,$493.00,2,1125,76,22,20,4.73,4.82,4.64,4.86,4.95,4.82,4.55,True,1,1.7
17232087,within an hour,1.00,1.00,False,63,True,True,Copacabana,-22.98381,-43.19142,Entire home/apt,7,2,3,5,$690.00,3,90,291,36,8,4.81,4.89,4.89,4.83,4.89,4.94,4.75,True,67,0.6
36756540,within a few hours,1.00,0.71,False,4,True,False,Copacabana,-22.96444,-43.17791,Entire home/apt,4,2,2,4,$221.00,5,30,146,2,2,5,5,5,5,5,5,5,False,2,0.36
6820673,within an hour,1.00,1.00,True,5,True,True,Santa Teresa,-22.91548,-43.18054,Entire home/apt,2,1,1,2,$155.00,15,180,105,17,9,5,5,4.88,4.94,5,4.94,4.82,True,1,0.22
10150088,within an hour,1.00,1.00,True,5,True,True,Copacabana,-22.96421,-43.17634,Entire home/apt,10,3,3,5,$620.00,2,1124,291,134,32,4.74,4.86,4.75,4.94,4.93,4.83,4.61,True,4,1.88
46795113,within a few hours,1.00,0.95,False,0,True,True,Botafogo,-22.94531,-43.18277,Entire home/apt,2,1,,2,$250.00,2,10,262,19,19,4.79,4.79,4.79,4.95,4.95,4.84,4.74,True,1,2.86
45657761,within an hour,1.00,0.67,False,12,True,True,Copacabana,-22.97734,-43.19162,Entire home/apt,8,2,3,4,$438.00,5,60,165,5,5,4.6,4.4,4.2,4.8,5,5,4.6,False,11,0.69
1989456,within an hour,1.00,0.77,False,1,True,True,Copacabana,-22.97304,-43.18879,Entire home/apt,2,1,1,1,$160.00,7,140,155,37,8,4.86,4.94,4.73,4.69,4.86,4.72,4.69,False,1,0.38
1958020,unknown,0.00,0.00,False,1,True,True,Copacabana,-22.98329,-43.19143,Private room,2,1,1,2,$516.00,5,30,365,4,0,5,5,5,5,5,5,5,False,1,0.04
41812476,within a day,0.80,0.88,False,0,True,False,Copacabana,-22.97269,-43.18901,Private room,1,1,1,2,$130.00,2,1125,354,5,2,5,5,5,5,5,5,5,False,2,0.18
9792522,unknown,0.00,0.00,False,1,True,True,Ipanema,-22.98453,-43.19406,Entire home/apt,4,1.5,2,4,$360.00,3,90,0,2,0,4,4,5,5,5,5,5,True,1,0.04
38156600,within a day,0.55,0.41,False,13,True,True,Copacabana,-22.96493,-43.17663,Entire home/apt,7,2,3,7,$400.00,3,90,150,8,2,4.14,3.86,4.29,4.29,4,4.14,3.71,False,13,0.24
2642711,within a day,0.80,0.50,False,1,True,True,Leme,-22.96384,-43.17357,Entire home/apt,4,1,1,1,$258.00,2,365,351,18,6,4.78,4.72,4.83,4.83,4.89,4.72,4.5,False,1,0.18
1074595,unknown,0.00,0.00,False,7,True,True,Copacabana,-22.98536,-43.19085,Entire home/apt,6,2,2,3,"$18,099.00",90,91,364,10,0,4.9,5,4.9,5,4.9,5,4.7,False,7,0.1
20606524,within an hour,1.00,0.56,False,8,True,True,Copacabana,-22.97806,-43.19253,Private room,5,1,1,3,$200.00,2,30,340,2,2,5,5,5,5,5,5,5,False,7,0.24
1080287,unknown,0.00,0.00,False,7,True,True,Copacabana,-22.98248,-43.19087,Entire home/apt,10,4,4,4,"$18,099.00",90,91,364,6,0,4.5,4.83,3.67,4.17,4.5,5,4.83,False,7,0.06
2312206,within a few hours,1.00,0.78,False,2,True,True,Ipanema,-22.98353,-43.19567,Entire home/apt,2,2,2,4,$244.00,2,1125,342,18,2,4.69,4.88,4.53,4.76,4.76,5,4.47,False,2,0.18
16106355,unknown,0.00,0.00,False,1,True,False,Copacabana,-22.96527,-43.17871,Entire home/apt,4,1,1,2,$350.00,3,60,365,1,0,4,5,4,5,4,4,4,False,1,0.02
19304514,within an hour,1.00,0.99,False,2,True,True,Copacabana,-22.97631,-43.18917,Entire home/apt,6,2,2,3,$280.00,3,1125,65,135,30,4.77,4.85,4.67,4.94,4.86,4.96,4.76,True,2,2.32
5.65E+17,within an hour,0.95,0.98,False,0,True,True,Ipanema,-22.98558,-43.19603,Entire home/apt,6,3,3,4,$789.00,3,1125,95,2,2,5,5,5,5,5,5,5,True,1,0.91
54168519,within a day,0.80,0.72,False,0,False,False,Copacabana,-22.97789,-43.19107,Entire home/apt,3,1,1,1,$130.00,1,365,328,2,2,4,5,4,4,4,5,4.5,False,1,0.38
29654616,within a few hours,1.00,0.50,False,2,True,True,Copacabana,-22.98324,-43.1932,Private room,1,1,1,1,$180.00,1,7,360,1,0,5,5,5,5,5,5,5,False,2,0.02
5465697,within an hour,1.00,0.88,False,2,True,False,Copacabana,-22.9841,-43.19222,Entire home/apt,4,1,1,3,$460.00,2,60,61,2,2,5,5,5,5,5,5,5,True,1,0.56
39941220,within a few hours,1.00,1.00,False,0,True,True,Copacabana,-22.98357,-43.19186,Entire home/apt,4,2,2,2,$683.00,2,1125,338,13,10,5,5,5,5,4.92,4.92,4.85,False,1,0.43
45433349,a few days or more,0.00,0.00,False,0,True,False,Pechincha,-22.9387,-43.35481,Entire home/apt,6,2,2,5,$488.00,2,1125,59,0,0,,,,,,,,False,1,
19783406,within an hour,1.00,0.98,True,1,True,True,Copacabana,-22.9834,-43.19164,Entire home/apt,4,1,,2,$80.00,3,1125,38,201,31,4.89,4.95,4.9,4.96,4.99,4.91,4.83,False,1,3.4
10097463,within an hour,0.99,0.34,False,23,True,True,Ipanema,-22.98467,-43.19526,Entire home/apt,4,1,2,3,$671.00,1,1125,365,0,0,,,,,,,,False,27,
6.04E+17,within an hour,1.00,1.00,False,0,True,False,Itanhangá,-22.988972,-43.308372,Private room,2,1,1,1,$121.00,1,7,363,0,0,,,,,,,,True,2,
10104228,within a few hours,0.92,0.96,True,2,True,True,Copacabana,-22.98338,-43.19256,Entire home/apt,5,1,,2,$123.00,3,60,105,136,38,4.89,4.94,4.7,4.97,4.97,4.96,4.88,False,2,1.87
2040235,within an hour,1.00,0.88,True,3,True,False,Copacabana,-22.98334,-43.19353,Private room,1,1,1,1,$110.00,2,28,172,31,22,4.9,5,4.84,5,4.94,5,4.9,False,5,0.93
33074795,within an hour,0.98,0.99,False,35,True,True,Copacabana,-22.97692,-43.18893,Entire home/apt,5,1,1,4,$214.00,2,365,177,28,12,4.61,4.75,4.39,4.96,4.86,5,4.5,True,35,0.73
9855562,within a few hours,0.86,0.11,False,64,True,True,Barra da Tijuca,-23.01192,-43.43661,Entire home/apt,12,5.5,5,5,"$3,000.00",5,1125,177,0,0,,,,,,,,False,54,
2416654,unknown,0.00,0.00,False,1,True,True,Santa Teresa,-22.92558,-43.18875,Private room,2,1.5,2,3,$240.00,3,1125,365,0,0,,,,,,,,True,1,
30009560,within a few hours,0.96,0.78,True,15,True,True,Santa Teresa,-22.91706,-43.18446,Hotel room,3,1,1,2,"$9,999.00",1,30,0,20,0,4.65,4.7,4.9,4.7,4.6,4.8,4.8,True,10,0.48
28830364,within a day,0.67,1.00,False,2,True,False,Jardim Guanabara,-22.80692,-43.20375,Private room,4,1,1,4,$75.00,7,1125,364,11,2,5,5,5,5,5,5,4.91,False,2,0.26
11638537,a few days or more,0.00,0.00,False,1,True,False,Barra da Tijuca,-22.98906,-43.34908,Entire home/apt,6,4,3,5,"$3,000.00",15,1125,365,0,0,,,,,,,,False,1,
51365038,within a few hours,1.00,1.00,False,0,True,True,Barra da Tijuca,-23.00008,-43.39124,Entire home/apt,2,1,1,1,$309.00,2,360,73,0,0,,,,,,,,False,2,
13988472,unknown,0.00,0.00,False,1,True,False,Recreio dos Bandeirantes,-23.00744,-43.4506,Entire home/apt,6,3,2,2,"$1,575.00",5,90,365,0,0,,,,,,,,True,1,
14014894,unknown,0.00,0.00,False,1,True,False,Recreio dos Bandeirantes,-23.02173,-43.47362,Entire home/apt,4,2,2,3,$800.00,10,40,90,0,0,,,,,,,,True,1,
6.24E+17,within an hour,1.00,0.79,False,3,True,True,Barra da Tijuca,-23.00307,-43.3093,Entire home/apt,6,1,2,8,$250.00,1,365,352,3,3,5,4.67,4.33,5,5,4.67,4.67,False,5,2.43
13784499,within a day,1.00,0.20,False,3,True,True,Tijuca,-22.91832,-43.22146,Private room,3,1,1,3,$217.00,1,1125,357,0,0,,,,,,,,False,3,
46293348,unknown,0.00,1.00,False,1,True,True,Laranjeiras,-22.93406,-43.17954,Private room,2,1.5,1,1,$230.00,3,7,364,0,0,,,,,,,,False,1,
52618509,unknown,0.00,1.00,False,2,True,True,Santa Teresa,-22.91975,-43.18911,Private room,2,1,1,1,$150.00,5,60,80,0,0,,,,,,,,True,2,
39313721,unknown,0.00,1.00,False,6,True,True,Taquara,-22.9261,-43.37734,Entire home/apt,5,2,2,2,$350.00,2,1125,359,8,1,4.57,4.86,5,4.43,4.86,4.43,4.29,True,1,0.25
35460576,within a few hours,1.00,1.00,False,1,True,True,Barra da Tijuca,-23.01103,-43.35179,Entire home/apt,4,1,1,1,$261.00,2,1125,44,27,0,4.78,4.89,4.78,4.85,4.93,4.93,4.7,True,1,0.74
670109,within an hour,1.00,0.98,True,1,True,True,Centro,-22.91471,-43.18776,Entire home/apt,2,1,1,1,$95.00,6,90,9,101,28,4.77,4.78,4.82,4.83,4.86,4.74,4.77,False,2,0.88
13414552,unknown,0.00,0.00,False,1,True,False,Barra da Tijuca,-22.97305,-43.3982,Entire home/apt,4,2,2,2,"$1,807.00",20,25,83,0,0,,,,,,,,False,1,
42241196,within a day,0.70,0.89,False,1,True,False,Santa Teresa,-22.9226,-43.1824,Entire home/apt,3,1,1,3,$90.00,2,1125,337,31,24,4.81,4.74,4.77,4.9,4.87,4.61,4.68,True,1,1.12
13396570,a few days or more,0.00,0.00,False,1,True,False,Jacarepaguá,-22.96628,-43.38679,Entire home/apt,4,2,2,2,"$1,291.00",10,30,358,0,0,,,,,,,,False,1,
53432967,within a few hours,0.91,0.83,True,0,True,False,Barra de Guaratiba,-23.06006,-43.56123,Entire home/apt,12,4,3,8,"$1,951.00",1,365,342,12,12,5,5,4.75,4.92,4.75,5,4.92,False,1,1.98
53288432,within an hour,1.00,1.00,True,1,True,True,Taquara,-22.93094,-43.37046,Entire home/apt,4,1,1,2,$68.00,2,1125,325,14,14,4.93,5,4.79,5,5,4.93,4.86,True,1,1.99
42470622,within a day,1.00,0.88,False,1,True,True,Anil,-22.95402,-43.33948,Entire home/apt,3,1,1,1,$140.00,7,1125,363,1,1,1,1,1,1,1,4,1,True,1,0.18
41026860,within a few hours,1.00,1.00,True,2,True,True,Barra de Guaratiba,-23.0616,-43.56399,Entire home/apt,2,1,,1,$156.00,2,28,148,31,16,4.9,4.84,4.77,5,4.94,4.84,4.84,False,1,1.03
14019567,within a few hours,1.00,1.00,False,3,True,True,Freguesia (Jacarepaguá),-22.94737,-43.3505,Entire home/apt,4,2,1,2,$193.00,3,1125,353,5,0,5,5,4.2,4.8,4.8,4.8,4.2,False,2,0.09
5.67E+17,within an hour,1.00,1.00,False,0,True,True,Gardênia Azul,-22.9565,-43.3491,Entire home/apt,6,2,2,2,$592.00,1,1125,315,5,5,5,5,5,5,5,5,5,True,1,1.32
52475383,within an hour,1.00,1.00,False,1,True,True,Paciência,-22.88704,-43.62877,Entire home/apt,4,1,2,3,$250.00,1,1125,365,3,3,5,5,5,5,5,5,5,True,2,0.49
6.15E+17,a few days or more,0.22,0.10,False,2,True,False,Jacarepaguá,-22.962955,-43.39967,Entire home/apt,2,1.5,1,1,$170.00,4,7,10,0,0,,,,,,,,False,2,
6.19E+17,within a day,0.50,0.00,False,1,False,True,Caju,-22.87926,-43.22877,Entire home/apt,15,4,5,4,$500.00,1,365,365,0,0,,,,,,,,True,1,
5.57E+17,within a day,0.70,0.90,False,1,True,True,Irajá,-22.84922,-43.31615,Entire home/apt,2,1,1,1,$156.00,1,2,47,6,6,5,5,5,5,5,5,5,True,1,1.8
42962764,within an hour,1.00,0.56,True,0,True,True,Barra da Tijuca,-23.0106,-43.34613,Entire home/apt,4,1,2,3,$450.00,4,1125,80,9,6,4.89,4.56,4.89,5,5,5,4.67,False,2,0.35
38748306,within an hour,1.00,0.98,False,1,True,True,Barra da Tijuca,-23.01066,-43.34109,Entire home/apt,8,4.5,3,6,$500.00,3,1125,135,45,20,4.82,4.76,4.87,4.98,5,4.91,4.73,True,1,1.36
5.49E+17,within an hour,0.95,0.90,True,2,True,True,Taquara,-22.92636,-43.39029,Entire home/apt,6,1,2,6,$179.00,3,39,75,3,3,5,5,5,5,5,5,5,False,3,0.63
6.31E+17,within an hour,1.00,0.00,False,1,True,True,Parque Anchieta,-22.832514,-43.39764,Entire home/apt,3,1,1,2,$70.00,8,21,364,0,0,,,,,,,,False,1,
31335933,within a day,0.50,0.30,False,2,True,False,Barra da Tijuca,-23.0111,-43.34163,Entire home/apt,6,2,2,2,$800.00,2,7,133,1,1,5,5,4,5,5,5,4,False,1,0.1
53009566,within a day,0.80,0.75,False,0,True,True,Barra de Guaratiba,-23.0615,-43.56149,Entire home/apt,3,1,1,2,$147.00,2,365,363,4,4,4.5,5,4.75,5,5,4.75,5,False,1,0.57
5.90E+17,within an hour,1.00,1.00,False,1,True,True,Barra de Guaratiba,-23.023045,-43.547195,Entire home/apt,3,1,1,2,$156.00,1,365,362,2,2,5,5,5,5,5,5,5,True,2,1.03
6772797,a few days or more,0.00,0.00,False,1,True,False,Cachambi,-22.89187,-43.27586,Entire home/apt,2,1,2,1,$200.00,30,90,363,0,0,,,,,,,,False,1,
27955266,within an hour,0.90,0.13,False,7,True,False,Tijuca,-22.92061,-43.21392,Private room,2,1,1,1,$210.00,2,1125,179,1,0,5,5,5,5,5,5,5,False,7,0.03
12629705,within an hour,1.00,1.00,True,6,True,True,Santa Teresa,-22.92169,-43.18655,Entire home/apt,10,3,4,6,$800.00,5,45,78,0,0,,,,,,,,False,4,
5.83E+17,within a day,0.50,0.00,False,0,True,True,Jacarepaguá,-22.9624,-43.39854,Entire home/apt,3,1,1,1,$250.00,2,14,4,0,0,,,,,,,,False,1,
53815563,within an hour,1.00,0.87,True,0,True,False,Glória,-22.915913,-43.176613,Private room,2,1,1,1,$58.00,2,1125,86,11,11,4.91,4.82,4.64,4.82,4.91,4.82,5,False,1,1.91
34562682,within an hour,0.97,1.00,False,24,True,True,Barra da Tijuca,-23.0032,-43.34093,Entire home/apt,2,1,,1,$200.00,1,1125,314,108,20,4.66,4.79,4.62,4.84,4.76,4.85,4.66,True,28,2.89
14013678,within a day,1.00,0.67,False,1,True,False,Jacarepaguá,-22.97004,-43.39588,Private room,2,1,1,2,$620.00,1,1125,356,7,0,5,5,4.86,5,5,5,4.71,False,1,0.1
47703770,within an hour,1.00,0.98,True,3,True,True,Copacabana,-22.96668,-43.17835,Entire home/apt,5,1,1,3,$163.00,1,365,60,85,55,4.93,4.98,4.91,4.93,4.95,4.96,4.98,True,12,4.91
3380296,within an hour,1.00,0.97,True,9,True,True,Santa Teresa,-22.92358,-43.18313,Entire home/apt,2,1,1,1,$131.00,2,1125,321,234,30,4.82,4.83,4.68,4.92,4.9,4.63,4.78,False,7,2.42
6.29E+17,within an hour,1.00,1.00,False,0,True,True,Inhaúma,-22.875811,-43.29126,Private room,2,2,2,1,$108.00,1,1125,359,1,1,5,5,5,5,5,5,5,True,1,1
47403699,within an hour,1.00,1.00,False,2,True,False,Centro,-22.91283,-43.17395,Private room,2,1.5,1,1,$130.00,5,15,360,6,6,5,4.83,5,5,5,4.83,5,False,1,0.73
32252631,within a day,0.75,0.83,False,1,True,False,Barra de Guaratiba,-23.06378,-43.56478,Entire home/apt,4,2,2,3,$270.00,2,1125,165,14,2,4.93,4.93,5,5,5,4.93,4.79,True,1,0.35
51769915,within a few hours,1.00,0.83,False,518,True,True,Barra da Tijuca,-23.01074,-43.35521,Entire home/apt,4,1,1,2,$298.00,1,365,322,5,5,4.2,4.4,4.2,4.2,3.8,5,5,False,27,0.61
41766903,within a day,0.67,0.60,False,1,True,True,Engenho Novo,-22.90549,-43.26459,Private room,2,1,1,1,$105.00,1,1125,180,6,3,5,5,5,5,5,5,4.83,False,1,0.26
52451370,within an hour,1.00,0.85,True,0,True,True,Barra da Tijuca,-23.01093,-43.35388,Entire home/apt,4,1,1,2,$450.00,1,10,80,17,17,4.76,5,4.53,5,4.94,5,4.65,False,1,1.95
41404243,a few days or more,0.00,0.00,False,0,True,False,Freguesia (Jacarepaguá),-22.94228,-43.3388,Entire home/apt,2,1,1,1,$150.00,9,1125,179,0,0,,,,,,,,False,1,
6.50E+17,within a day,0.57,1.00,False,1,True,True,Centro,-22.90839,-43.1871,Entire home/apt,2,1,1,1,$251.00,1,365,358,0,0,,,,,,,,True,1,
6.42E+17,within a few hours,1.00,1.00,False,2,True,True,São Conrado,-22.99992,-43.27443,Entire home/apt,6,2.5,2,3,$960.00,3,365,122,0,0,,,,,,,,False,1,
52144730,within an hour,1.00,0.95,False,0,True,True,Jacarepaguá,-22.96987,-43.39262,Private room,3,1,1,2,$91.00,1,1125,231,23,23,4.87,4.87,4.78,4.83,4.83,4.87,4.91,False,1,2.45
1868822,unknown,0.00,0.00,False,1,True,False,Itanhangá,-22.98521,-43.32922,Private room,4,2,1,2,$618.00,2,30,365,0,0,,,,,,,,False,1,
53946230,within an hour,1.00,1.00,False,0,True,True,Grajaú,-22.91963,-43.26768,Entire home/apt,6,2,2,3,$120.00,3,1125,348,5,5,4.8,5,5,5,5,5,4.6,True,1,0.91
13621570,unknown,0.00,0.00,False,1,True,False,Taquara,-22.93619,-43.36492,Entire home/apt,5,2,2,2,$515.00,7,90,89,0,0,,,,,,,,True,1,
14328866,within a few hours,1.00,0.50,False,1,True,False,Taquara,-22.91824,-43.38548,Entire home/apt,3,1,1,2,$243.00,10,1125,124,10,1,4.78,4.78,4.89,4.78,4.78,4.78,4.89,False,1,0.14
47567066,a few days or more,0.25,0.50,False,0,True,False,Campo Grande,-22.8968,-43.57482,Private room,1,1,1,1,$87.00,1,1,364,5,1,4.6,5,5,5,4.8,5,4.6,False,1,0.3
10517030,within a day,0.70,0.25,False,3,True,True,Maria da Graça,-22.88038,-43.26439,Private room,2,2,1,1,$80.00,1,1125,264,8,1,5,5,5,5,5,4.63,4.75,False,1,0.1
24327708,within an hour,1.00,0.96,True,1,True,True,Jardim Guanabara,-22.81635,-43.20537,Entire home/apt,4,1,2,3,$160.00,2,300,212,75,24,4.97,4.96,4.99,4.95,4.91,4.93,4.84,True,1,1.47
29738697,unknown,0.00,0.00,False,1,True,True,Olaria,-22.8371,-43.26384,Entire home/apt,3,1,1,5,$125.00,4,1125,82,21,5,4.71,4.81,4.71,4.95,5,4.81,4.76,False,1,0.48
24074330,a few days or more,0.33,0.00,False,1,True,True,Engenho da Rainha,-22.86504,-43.30445,Entire home/apt,7,1,2,1,$100.00,3,1125,362,1,0,0,,,,,,,False,1,0.03
