id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,Private room_type,accommodates,bathroom_text,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month
53574789,a few days or more,0.00,0.00,False,3,True,True,Gávea,-22.97624,-43.22746,Entire home/apt,2,1.5,2,1,$500.00,7,30,180,0,0,,,,,,,,False,1,
33250969,within an hour,1.00,0.78,False,1,True,True,Barra da Tijuca,-23.00965,-43.34386,Entire home/apt,6,2,3,6,$750.00,3,1125,340,31,10,4.52,4.71,4.06,4.65,4.71,5,4.45,False,1,0.8
36599361,within an hour,1.00,0.94,False,1,True,True,Barra da Tijuca,-23.0104,-43.34411,Entire home/apt,7,2,3,5,$800.00,2,14,91,27,18,4.85,5,4.85,4.96,4.85,5,4.85,True,1,0.76
42756963,within an hour,1.00,0.96,False,19,True,True,Jacarepaguá,-22.96925,-43.38927,Entire home/apt,2,1,1,2,$150.00,2,1125,190,48,16,4.81,4.92,4.63,4.73,4.83,4.85,4.73,True,11,1.73
46636846,within an hour,1.00,1.00,False,2,True,True,Recreio dos Bandeirantes,-23.03125,-43.47536,Entire home/apt,4,1,1,2,$320.00,5,1125,74,13,9,5,4.92,4.77,4.92,4.85,5,4.54,True,2,0.73
6.23E+17,within a day,0.67,0.00,False,0,True,True,Jacarepaguá,-22.9707,-43.39099,Entire home/apt,5,2,2,2,"$1,900.00",2,12,273,0,0,,,,,,,,False,1,
13296795,a few days or more,0.00,0.00,False,1,True,False,Laranjeiras,-22.93557,-43.18828,Entire home/apt,4,1,,2,$70.00,29,1125,178,11,0,4.4,4.7,4.44,4.89,4.7,4.56,4.56,False,1,0.15
49929894,within an hour,1.00,0.77,False,2,True,True,Centro,-22.91442,-43.18676,Entire home/apt,2,1,1,1,$120.00,15,1125,295,2,2,5,5,4.5,5,5,5,5,False,3,0.18
35687860,unknown,0.00,0.00,False,1,True,False,Botafogo,-22.95568,-43.19285,Entire home/apt,4,1,,2,$150.00,3,30,118,64,31,4.91,4.92,4.84,4.86,4.91,4.97,4.78,False,1,2.01
12381867,unknown,0.00,0.00,False,2,True,True,Humaitá,-22.95626,-43.20287,Entire home/apt,6,2.5,3,4,$440.00,3,365,0,6,0,5,5,4.67,5,5,5,4.83,False,1,0.2
54409579,within an hour,0.60,0.60,False,0,False,False,Recreio dos Bandeirantes,-23.02486,-43.47753,Entire home/apt,6,1,2,3,$350.00,3,10,358,2,2,4.5,5,5,5,5,3,4,False,1,0.42
40834710,within an hour,1.00,1.00,False,1,True,False,Barra da Tijuca,-23.01335,-43.30287,Entire home/apt,4,1,1,2,$250.00,5,1125,183,33,20,4.79,4.91,4.82,5,4.94,5,4.82,True,1,1.1
53639549,unknown,0.00,1.00,False,0,True,True,Humaitá,-22.9548,-43.1994,Entire home/apt,5,2,2,4,$850.00,4,10,196,2,2,5,5,5,5,5,5,5,False,1,0.35
53063361,within an hour,1.00,0.86,False,3,True,True,Laranjeiras,-22.93443,-43.17967,Entire home/apt,6,1,2,6,$174.00,1,1125,31,8,8,4.75,4.63,4.75,4.88,4.88,5,4.75,False,3,1.12
44921677,within an hour,1.00,0.80,False,0,True,True,Botafogo,-22.94139,-43.18136,Entire home/apt,5,1.5,2,3,$300.00,3,1125,319,1,1,5,5,5,5,5,5,5,False,1,0.51
9595491,within an hour,0.94,1.00,True,2,True,False,Barra da Tijuca,-23.00975,-43.3607,Entire home/apt,4,1,1,2,$220.00,3,1125,73,122,22,4.85,4.94,4.75,4.94,4.98,4.88,4.81,True,1,1.54
2766871,within an hour,1.00,0.67,False,1,True,False,Camorim,-22.97905,-43.41309,Entire home/apt,3,2,2,2,$325.00,5,20,345,0,0,,,,,,,,False,1,
12451327,within an hour,1.00,1.00,True,1,True,True,Barra da Tijuca,-23.00958,-43.42938,Entire home/apt,8,1,2,4,$357.00,3,1125,355,122,16,4.94,4.98,4.97,4.97,4.98,4.86,4.93,True,1,1.97
3031530,unknown,0.00,0.50,False,1,True,True,Botafogo,-22.95785,-43.1837,Entire home/apt,2,2,1,3,$462.00,3,30,365,13,0,4.77,4.92,4.31,4.85,5,4.92,4.69,False,1,0.16
41835918,within an hour,1.00,1.00,False,1,True,True,Barra da Tijuca,-23.00816,-43.42941,Entire home/apt,4,2,2,3,$300.00,2,15,167,9,8,4.78,5,4.78,4.89,4.89,5,4.56,False,1,0.32
6.19E+17,within an hour,0.90,1.00,False,0,True,True,Santa Teresa,-22.91583,-43.18578,Entire home/apt,2,1,1,1,$180.00,1,365,355,5,5,5,5,4.4,5,5,5,4.8,True,1,3.95
53381806,within a day,0.56,0.75,False,0,True,True,Botafogo,-22.94894,-43.19079,Entire home/apt,4,1,2,2,$273.00,4,1125,356,1,1,5,5,5,5,5,5,5,True,1,0.18
38073131,within an hour,1.00,0.94,True,0,True,True,Barra da Tijuca,-23.00861,-43.42757,Entire home/apt,5,1.5,2,2,$233.00,1,60,140,31,18,4.87,4.74,4.84,4.97,4.84,4.81,4.65,False,1,0.93
5.43E+17,within an hour,1.00,1.00,True,2,True,True,Leblon,-22.98633,-43.21916,Entire home/apt,4,2,1,3,$500.00,1,365,354,7,7,5,5,4.86,5,4.71,5,4.86,True,2,1.62
46102459,within a few hours,0.90,1.00,True,2,True,True,Santa Teresa,-22.91854,-43.18222,Entire home/apt,2,1,,1,$88.00,2,1125,315,14,10,4.79,4.86,4.86,4.79,4.86,4.71,4.71,True,1,0.76
24095522,unknown,0.00,0.00,False,0,True,True,Catete,-22.92686,-43.17688,Entire home/apt,2,1,1,2,$350.00,7,1125,83,7,0,4.57,4.57,4.86,5,4.43,4.86,4.43,False,1,0.25
40726670,within a few hours,1.00,1.00,False,0,True,True,Laranjeiras,-22.93503,-43.19676,Entire home/apt,4,1,,2,$210.00,1,60,136,2,2,4.5,5,4,5,5,3.5,4,True,1,0.75
5.79E+17,within a few hours,0.90,0.00,False,2,True,True,Barra da Tijuca,-23.01,-43.33688,Entire home/apt,4,3,2,2,$800.00,3,21,254,0,0,,,,,,,,False,1,
32845044,within a few hours,0.85,0.94,False,3,True,True,Copacabana,-22.98541,-43.18905,Private room,2,1,1,1,$232.00,1,1125,40,36,3,4.97,4.97,4.97,4.92,4.92,4.94,4.83,False,3,0.92
31312113,within a few hours,0.90,1.00,True,1,True,True,Barra da Tijuca,-23.01564,-43.30259,Entire home/apt,4,2,2,2,$500.00,4,1125,183,45,16,4.87,4.91,4.73,4.82,4.67,4.91,4.51,True,1,1.08
5.51E+17,within an hour,0.92,1.00,True,0,True,True,Jacarepaguá,-22.96769,-43.3877,Entire home/apt,2,1,1,1,$220.00,1,365,37,13,13,4.77,4.77,4.92,5,5,4.92,4.92,True,2,3.48
5.88E+17,within an hour,1.00,0.84,False,2,True,True,Barra da Tijuca,-23.009754,-43.340591,Entire home/apt,4,2,2,4,$769.00,3,1125,233,0,0,,,,,,,,True,2,
5.48E+17,within a day,0.70,0.80,False,0,True,True,Botafogo,-22.94475,-43.18208,Entire home/apt,4,1,1,2,$215.00,2,70,78,4,4,5,5,5,5,5,4.75,5,False,2,0.85
39010608,unknown,0.00,1.00,True,0,True,True,Laranjeiras,-22.94071,-43.19322,Entire home/apt,3,1.5,1,1,$160.00,5,1125,63,11,4,5,4.91,4.82,5,4.82,4.82,4.73,False,1,0.39
21758373,within a day,0.50,0.63,False,1,True,False,Botafogo,-22.95343,-43.1816,Entire home/apt,2,1,1,1,$250.00,2,10,175,5,1,4.6,5,4.8,5,5,4.6,5,False,1,0.09
12832210,unknown,0.00,0.00,False,1,True,True,Humaitá,-22.95949,-43.20207,Entire home/apt,2,1,1,1,$230.00,14,1125,362,4,0,4.67,4.67,4.33,5,4.67,4.67,5,False,1,0.05
5.44E+17,within an hour,1.00,0.83,False,0,True,False,Barra da Tijuca,-23.00626,-43.3247,Entire home/apt,6,2.5,2,4,$350.00,3,30,10,5,5,4.8,4.6,5,5,5,5,5,True,1,1.1
53669884,within an hour,1.00,0.94,False,0,False,False,Centro,-22.91287,-43.18301,Entire home/apt,5,1,1,1,$136.00,2,365,320,6,6,5,5,4.67,5,5,5,4.83,True,1,1.06
5.58E+17,within a few hours,1.00,1.00,False,1,True,True,Humaitá,-22.95563,-43.19647,Entire home/apt,2,1,1,2,$260.00,1,365,106,2,2,5,5,5,5,5,5,5,True,1,0.53
32457209,within an hour,1.00,0.93,False,2,True,True,Jacarepaguá,-22.97201,-43.41148,Entire home/apt,5,1,2,5,$410.00,3,365,359,0,0,,,,,,,,True,3,
3152757,within an hour,1.00,0.96,True,1,True,True,Laranjeiras,-22.9353,-43.18015,Entire home/apt,3,1,1,2,$90.00,3,1125,150,30,10,4.67,4.83,4.87,4.9,4.97,4.87,4.67,False,1,0.42
13514642,a few days or more,0.00,0.00,False,1,True,False,Jacarepaguá,-22.97216,-43.4144,Entire home/apt,5,2,3,4,$465.00,20,1125,364,0,0,,,,,,,,True,1,
16250115,unknown,0.00,0.00,False,1,True,True,Santa Teresa,-22.9207,-43.18139,Private room,2,1,1,2,$355.00,5,60,179,0,0,,,,,,,,True,4,
53173899,within an hour,0.95,1.00,False,22,True,True,Leme,-22.96412,-43.17109,Entire home/apt,7,3,3,4,$600.00,3,30,163,4,4,5,4.5,4.75,5,5,5,4.75,True,18,1.28
47535665,within an hour,1.00,0.80,False,1,True,True,Barra da Tijuca,-23.01055,-43.34396,Entire home/apt,4,1,1,2,$350.00,3,20,71,3,3,4.67,5,4.33,5,5,5,5,False,1,0.41
53992790,unknown,0.00,1.00,True,3,True,True,Tijuca,-22.91788,-43.22365,Entire home/apt,4,1,1,2,$300.00,1,1125,164,3,3,4.67,4,4.67,5,5,5,3.33,True,1,0.52
13935798,within a day,0.50,1.00,False,2,True,False,Santa Teresa,-22.92115,-43.18109,Private room,1,1,1,1,$180.00,1,1125,179,1,1,4,1,5,5,5,5,3,False,1,0.5
7932807,within an hour,1.00,1.00,False,13,True,True,Barra da Tijuca,-23.00373,-43.32126,Entire home/apt,6,3,3,4,"$8,000.00",1,1125,365,0,0,,,,,,,,False,7,
22963372,within a day,0.57,0.75,False,1,True,False,Botafogo,-22.94929,-43.18929,Entire home/apt,5,2,2,3,$700.00,2,1125,22,8,1,4.86,4.86,4.86,5,5,5,4.71,False,1,0.15
22810935,within an hour,1.00,1.00,True,2,True,True,Copacabana,-22.96647,-43.18755,Entire home/apt,4,2,2,3,$299.00,2,14,290,32,5,4.88,4.94,4.81,5,5,4.94,4.84,True,1,0.69
6932221,a few days or more,0.00,0.00,False,2,True,True,Recreio dos Bandeirantes,-23.02953,-43.47678,Entire home/apt,4,1,1,3,"$18,000.00",3,30,365,0,0,,,,,,,,False,2,
2062549,within an hour,1.00,0.97,True,4,True,True,Centro,-22.91419,-43.18274,Entire home/apt,16,2.5,3,16,$380.00,3,90,320,20,8,4.75,4.95,4.95,5,4.85,4.75,4.6,True,3,0.31
7663992,unknown,0.00,0.00,False,1,True,False,Glória,-22.91987,-43.17803,Private room,2,3,1,2,"$1,400.00",1,1125,365,0,0,,,,,,,,False,1,
37971751,within an hour,1.00,1.00,True,1,True,True,Jacarepaguá,-22.96775,-43.39209,Entire home/apt,6,2,2,3,$227.00,2,20,162,65,28,4.98,4.97,4.95,4.97,4.98,4.74,4.91,True,1,1.95
12882312,within a day,0.83,0.56,False,1,True,False,Botafogo,-22.95683,-43.18252,Entire home/apt,3,1,1,1,$259.00,2,1125,173,18,4,4.89,4.89,4.89,5,5,4.83,4.83,False,1,0.25
47799098,within a day,0.70,0.32,False,1,True,True,Humaitá,-22.9551,-43.19943,Entire home/apt,4,2,2,2,$426.00,3,1125,116,6,5,4.83,5,4.33,4.83,5,5,5,False,1,0.38
47109788,within a few hours,0.90,0.83,False,11,True,True,Barra da Tijuca,-23.00962,-43.34378,Entire home/apt,4,1,1,1,$335.00,2,27,89,2,2,5,5,5,5,5,5,4.5,False,4,0.21
51037354,within a day,0.73,0.98,False,3,True,True,Copacabana,-22.95973,-43.17429,Entire home/apt,4,1,1,1,$150.00,2,1125,314,18,18,3.39,3.5,3.83,4.72,4.06,5,3.72,True,3,1.6
13292193,within an hour,0.80,0.83,False,1,True,True,Botafogo,-22.95004,-43.18783,Entire home/apt,6,2,2,3,$476.00,2,1125,329,48,8,4.88,4.96,4.94,4.96,4.89,4.91,4.76,False,1,0.67
34667993,within a few hours,1.00,0.00,False,1,True,False,Vila Isabel,-22.9218,-43.23713,Private room,1,1,1,1,$90.00,5,8,90,0,0,,,,,,,,True,1,
13924755,within a few hours,0.90,0.71,False,0,True,False,Barra da Tijuca,-23.01479,-43.30485,Entire home/apt,4,1,1,2,$285.00,1,1125,200,3,2,4.5,4.5,5,5,5,5,5,False,1,0.04
15238045,within an hour,1.00,0.98,True,1,True,True,Glória,-22.92018,-43.17699,Entire home/apt,4,1.5,1,2,$139.00,3,888,164,84,29,4.9,4.94,4.88,4.98,4.95,4.94,4.81,False,1,1.21
7021087,within an hour,1.00,0.88,False,3,True,True,Camorim,-22.97619,-43.41313,Private room,2,1,1,2,$146.00,2,28,66,19,14,4.95,4.79,4.84,4.89,4.95,4.63,4.84,False,4,0.3
33517591,within an hour,1.00,1.00,True,1,True,False,Centro,-22.91265,-43.18237,Entire home/apt,3,1,,2,$130.00,3,120,78,31,8,4.97,4.9,4.84,5,5,4.87,4.9,False,1,0.8
50831325,within an hour,1.00,0.92,True,0,True,True,Centro,-22.91172,-43.17749,Entire home/apt,3,1,2,2,$115.00,1,1125,22,16,16,4.88,4.94,4.75,5,4.94,4.75,4.88,False,1,2.22
53904680,within an hour,1.00,0.94,False,0,True,True,Recreio dos Bandeirantes,-23.02738,-43.4777,Entire home/apt,6,2,2,2,$293.00,1,365,181,3,3,5,5,5,5,5,5,5,True,1,0.55
14340971,within an hour,0.70,0.76,False,8,True,True,Copacabana,-22.96001,-43.17513,Entire home/apt,4,1,1,2,$250.00,5,1125,273,7,1,4.43,4.71,4.14,5,4.86,5,4.43,True,5,0.1
12953408,within an hour,1.00,0.60,False,0,True,False,Laranjeiras,-22.93697739,-43.18979645,Entire home/apt,4,1.5,1,4,$485.00,5,29,356,1,1,5,5,5,5,5,5,4,False,1,0.53
52978085,within a few hours,1.00,0.80,False,0,True,False,Botafogo,-22.952566,-43.189774,Entire home/apt,4,2,2,3,$219.00,2,1125,107,21,21,4.86,4.81,4.57,4.81,4.76,4.9,4.71,False,1,2.72
7796470,within a few hours,1.00,0.79,False,8,True,True,Gávea,-22.9799,-43.23459,Private room,2,1,1,1,$176.00,2,1125,346,26,5,4.62,4.54,4.54,4.85,5,4.84,4.5,False,5,0.31
54010795,within an hour,1.00,1.00,True,4,True,True,Centro,-22.911194,-43.172901,Entire home/apt,6,2,3,4,$200.00,2,90,101,14,14,4.79,4.71,4.86,4.86,4.79,4.79,4.71,True,6,2.49
35033072,unknown,0.00,0.00,False,1,True,True,Catete,-22.92423,-43.17891,Entire home/apt,2,1,1,1,$230.00,14,1125,363,1,0,5,5,5,5,5,5,5,False,1,0.04
5.72E+17,within an hour,0.99,0.99,False,75,True,True,Jacarepaguá,-22.97156,-43.39407,Entire home/apt,6,2,2,5,$536.00,1,365,357,0,0,,,,,,,,True,47,
32250192,within an hour,1.00,1.00,False,8,True,True,Santa Teresa,-22.91799,-43.17922,Entire home/apt,4,1,1,2,$110.00,3,90,310,72,28,4.67,4.81,4.71,4.93,4.96,4.78,4.75,True,4,1.78
53591255,within a day,0.90,0.57,False,0,True,True,Ipanema,-22.98537,-43.21388,Entire home/apt,6,4,2,3,$869.00,2,1125,212,3,3,4.67,4.67,4.33,5,4.33,5,4.33,False,1,0.55
54227584,within an hour,1.00,0.83,True,5,True,True,Barra da Tijuca,-23.00561,-43.34199,Private room,2,1,1,1,$260.00,4,90,90,1,1,5,5,5,5,5,5,5,False,16,0.27
6792157,within an hour,1.00,0.94,True,1,True,True,Lagoa,-22.96377,-43.20354,Entire home/apt,3,1,1,2,$800.00,2,30,36,77,30,4.97,4.97,4.92,5,5,4.96,4.71,False,1,1.08
30004877,within a few hours,0.93,0.82,True,17,True,True,Copacabana,-22.96524,-43.18665,Entire home/apt,4,2,,3,$165.00,21,89,293,1,1,5,5,5,5,5,5,5,False,18,0.55
8399909,a few days or more,0.00,0.00,False,1,True,True,Centro,-22.90706,-43.17191,Entire home/apt,1,2,,1,$600.00,1,1125,365,0,0,,,,,,,,False,1,
8624124,within a few hours,1.00,0.00,False,1,True,False,Recreio dos Bandeirantes,-23.02748,-43.4737,Entire home/apt,4,1,2,2,$280.00,3,1125,356,2,0,2.5,2.5,4.5,3.5,4,2.5,3,False,1,0.03
11021229,within an hour,0.97,0.95,False,55,True,True,Leblon,-22.984402,-43.218742,Entire home/apt,4,2,2,3,$506.00,3,30,295,9,2,4.67,4.89,4.89,4.89,4.78,5,4.67,True,38,0.12
6.40E+17,within an hour,0.99,0.99,False,75,True,True,Barra da Tijuca,-23.00989,-43.36142,Entire home/apt,4,1,1,2,$313.00,1,365,281,1,1,5,5,4,5,5,5,5,True,47,1
6.31E+17,within an hour,1.00,1.00,False,0,True,True,Barra da Tijuca,-23.00987,-43.33309,Entire home/apt,4,1,2,2,$211.00,2,1125,304,2,2,5,5,5,5,5,5,5,True,2,2
53894769,within an hour,1.00,0.97,False,1,True,True,Glória,-22.919453,-43.178085,Entire home/apt,4,1,1,4,$150.00,3,90,71,7,7,5,4.86,4.71,5,5,4.86,4.71,False,2,1.4
6.48E+17,within a few hours,1.00,0.93,True,2,True,True,Barra da Tijuca,-23.0097565,-43.3299232,Entire home/apt,2,1,1,1,$350.00,5,1125,179,0,0,,,,,,,,False,4,
12361968,unknown,0.00,0.00,False,1,True,False,Jacarepaguá,-22.97187,-43.41466,Entire home/apt,4,1,2,3,$256.00,1,1125,249,12,0,4.25,4.83,4.33,4.83,4.83,4.58,4.5,False,1,0.17
30513076,within a day,1.00,1.00,False,1,True,False,Copacabana,-22.98498,-43.18906,Private room,2,2.5,1,1,$180.00,3,30,229,3,1,4.33,4.67,4,5,4.67,5,4.33,False,1,0.07
52667487,within an hour,1.00,0.97,True,0,True,True,Centro,-22.91247,-43.185856,Entire home/apt,2,1,1,1,$121.00,2,7,16,22,22,4.91,4.95,4.86,4.95,5,4.91,4.91,False,1,2.69
31555570,a few days or more,0.29,1.00,False,1,False,True,Barra da Tijuca,-23.00896,-43.34595,Entire home/apt,6,3,3,3,"$2,500.00",1,365,357,0,0,,,,,,,,True,1,
1614019,within an hour,1.00,1.00,True,3,True,True,Botafogo,-22.95233,-43.19388,Entire home/apt,2,1,1,2,$350.00,5,900,127,10,0,4.78,4.6,4.8,4.9,4.7,4.8,4.2,False,1,0.1
14216217,unknown,0.00,0.00,False,1,True,False,Centro,-22.90616,-43.17215,Entire home/apt,7,2,3,2,$878.00,3,35,364,0,0,,,,,,,,False,1,
51857003,within a day,0.55,0.41,False,13,True,True,Ipanema,-22.98712,-43.2074,Entire home/apt,5,2,2,4,"$1,029.00",3,365,148,1,1,5,5,5,5,5,5,5,False,13,0.11
7635170,within a few hours,1.00,1.00,False,3,True,True,Leblon,-22.98068,-43.22419,Private room,2,1,1,1,$130.00,5,30,358,48,1,4.79,4.89,4.68,4.91,4.96,5,4.7,False,2,0.58
10983906,within a few hours,1.00,0.90,True,6,True,True,Recreio dos Bandeirantes,-23.03087,-43.47302,Entire home/apt,4,1,1,2,$343.00,2,1125,113,104,23,4.79,4.8,4.7,4.89,4.9,4.9,4.53,False,3,1.39
39179396,within an hour,1.00,0.91,False,0,True,False,Centro,-22.91334,-43.18332,Entire home/apt,2,1,1,2,$119.00,1,1125,327,8,6,4.25,4.38,4.25,4.5,4.5,4.38,4.13,False,1,0.27
45701553,within an hour,1.00,0.96,False,6,True,True,Camorim,-22.97617,-43.41574,Private room,2,1,,1,$157.00,3,1000,365,2,1,4.5,5,3,5,5,5,4,False,9,0.11
10040491,within a day,1.00,0.68,False,5,True,True,Botafogo,-22.95511,-43.18045,Private room,3,2,1,2,$80.00,2,1125,41,15,7,4.93,4.93,4.93,4.93,4.93,4.87,4.93,False,2,0.19
6.28E+17,within an hour,1.00,1.00,True,9,True,True,Barra da Tijuca,-23.0142,-43.298923,Entire home/apt,6,3,3,4,"$1,499.00",2,365,133,4,4,5,5,4.75,5,4.75,4.75,5,False,1,4
5.78E+17,within a few hours,1.00,0.80,False,0,True,True,Copacabana,-22.9606,-43.175,Entire home/apt,2,1,1,4,$250.00,1,365,163,1,1,5,5,5,5,5,5,5,False,1,0.51
20239478,within an hour,1.00,0.99,True,16,True,True,Santa Teresa,-22.91829,-43.18094,Entire home/apt,4,1,,2,$197.00,1,1125,357,46,17,4.76,4.89,4.91,4.78,4.63,4.74,4.48,True,15,0.88
13093366,within an hour,1.00,1.00,False,1,True,True,Barra da Tijuca,-23.00531,-43.33036,Entire home/apt,6,1,1,1,$220.00,2,1125,83,103,27,4.49,4.54,4.45,4.91,4.83,4.76,4.59,True,1,1.41
37621499,within an hour,1.00,1.00,True,0,True,True,Recreio dos Bandeirantes,-23.0286,-43.47061,Entire home/apt,4,1,2,2,$150.00,2,30,294,94,34,4.79,4.8,4.9,4.91,4.98,4.5,4.74,False,1,2.77
17157856,within a few hours,1.00,1.00,False,1,True,False,Botafogo,-22.95155,-43.1951,Entire home/apt,5,2,2,4,$387.00,4,180,7,10,2,5,5,4.9,5,5,5,4.6,False,1,0.18
31115484,within a few hours,1.00,0.65,False,2,True,True,Glória,-22.91999,-43.17701,Entire home/apt,2,1,1,1,$210.00,1,30,166,24,9,4.96,4.96,5,4.96,4.96,4.87,4.83,False,1,0.58
35648316,within an hour,1.00,0.98,True,1,True,False,Laranjeiras,-22.93411,-43.19131,Entire home/apt,2,1,1,2,$137.00,1,1125,3,76,17,4.67,4.78,4.51,4.88,4.95,4.83,4.7,False,1,2.07
37155411,within an hour,1.00,0.99,False,2,True,True,Santa Teresa,-22.92464,-43.19123,Entire home/apt,16,5.5,4,9,"$1,028.00",2,200,351,76,20,4.89,4.89,4.86,4.97,4.95,4.86,4.63,True,2,2.31
20035928,a few days or more,0.33,0.00,False,1,True,True,Ipanema,-22.98123,-43.20105,Entire home/apt,3,2,2,3,$475.00,2,1125,82,4,0,5,4.5,5,5,5,4.5,5,False,1,0.07
9785198,within an hour,1.00,1.00,True,6,True,True,Santa Teresa,-22.92165,-43.1866,Entire home/apt,5,1,2,3,$213.00,5,88,67,167,28,4.91,4.94,4.91,4.97,4.98,4.95,4.89,True,4,2.16
52808683,within a few hours,1.00,0.81,False,1,True,True,Jacarepaguá,-22.96775,-43.38874,Entire home/apt,6,1,1,4,$188.00,1,365,285,6,6,4.67,4.83,4.83,4.67,4.83,5,4.67,False,3,0.92
37829836,within a few hours,1.00,0.71,False,1,True,False,Glória,-22.91141,-43.1698,Entire home/apt,4,2,1,2,$259.00,2,1125,98,3,1,4,5,4,5,5,5,5,False,2,0.09
48974802,within a day,1.00,0.57,False,1,True,True,Barra da Tijuca,-23.00904,-43.34604,Entire home/apt,4,1,1,3,$320.00,3,30,178,2,2,4.5,4.5,4,5,5,5,4.5,False,2,0.21
12087429,within an hour,1.00,0.42,False,3,True,False,Gávea,-22.97764,-43.23225,Private room,1,1,1,1,$120.00,5,1125,354,16,2,5,5,4.94,5,5,4.94,4.75,False,4,0.22
53891937,a few days or more,0.50,0.77,False,1,True,False,Catete,-22.92495,-43.17906,Private room,2,2,1,1,$90.00,2,1125,80,7,7,5,5,4.57,5,4.86,5,5,False,1,1.21
32352061,within an hour,1.00,1.00,False,1,True,False,Botafogo,-22.95549,-43.19274,Entire home/apt,4,1,,2,$250.00,3,1125,40,4,1,5,5,5,5,5,5,5,True,1,0.1
22172686,unknown,0.00,1.00,False,2,True,True,Botafogo,-22.95256,-43.19179,Entire home/apt,4,1.5,2,2,$120.00,21,400,200,2,1,5,5,5,5,5,5,5,False,2,0.04
2968207,unknown,0.00,0.00,False,2,True,True,Camorim,-22.98645,-43.41415,Entire home/apt,4,1,2,4,$620.00,2,1125,0,5,0,4.5,4.5,4.75,4.67,4.67,4.33,4.33,False,2,0.07
20793951,unknown,0.00,0.00,False,1,True,False,Barra da Tijuca,-22.98515,-43.41221,Entire home/apt,4,2,2,4,$500.00,3,1125,112,0,0,,,,,,,,True,1,
33361461,within an hour,1.00,1.00,False,1,True,False,Barra da Tijuca,-23.00751,-43.42683,Entire home/apt,4,1,2,5,$260.00,3,1125,359,8,3,4.75,4.5,4.75,4.88,4.75,4.63,4.13,True,1,0.24
2989410,unknown,0.00,0.00,False,2,True,False,Laranjeiras,-22.93685,-43.18184,Entire home/apt,5,3,3,3,$320.00,60,365,358,0,0,,,,,,,,False,1,
9826058,within a day,1.00,0.00,False,1,True,True,Laranjeiras,-22.93692,-43.17986,Entire home/apt,4,2,2,3,$420.00,4,90,172,0,0,,,,,,,,False,1,
43589337,a few days or more,0.00,0.00,False,0,True,False,Tijuca,-22.91774,-43.21268,Entire home/apt,4,1,1,1,$54.00,180,700,365,0,0,,,,,,,,True,1,
4386062,within an hour,1.00,0.97,True,9,True,True,Santa Teresa,-22.9237,-43.18285,Private room,2,1,1,1,$110.00,2,90,123,51,5,4.88,4.88,4.69,4.86,4.88,4.86,4.88,True,7,0.55
5.94E+17,within an hour,1.00,1.00,False,1,True,True,Ipanema,-22.98262,-43.21436,Entire home/apt,4,3,2,3,$793.00,4,80,171,0,0,,,,,,,,False,1,
51743275,within an hour,1.00,0.93,True,0,True,True,Humaitá,-22.955929,-43.197224,Entire home/apt,2,1,1,1,$171.00,2,1125,356,13,13,4.77,5,4.85,5,5,5,4.92,False,1,1.78
33407567,within an hour,1.00,1.00,False,1,True,False,Botafogo,-22.95328,-43.18331,Entire home/apt,4,1,1,2,$500.00,2,10,175,1,0,5,5,4,5,5,5,5,True,1,0.04
12886202,within an hour,1.00,0.00,False,3,True,True,Botafogo,-22.95406,-43.17431,Entire home/apt,4,2,2,3,$500.00,10,30,125,9,0,5,5,4.89,5,5,5,5,False,2,0.14
52519932,within a few hours,1.00,0.80,False,0,True,True,Santa Teresa,-22.92417,-43.182613,Private room,2,1,1,1,$100.00,2,60,347,5,5,5,5,5,5,5,4.8,5,False,1,0.9
2440627,unknown,0.00,0.00,False,1,True,False,Tijuca,-22.92494,-43.22339,Entire home/apt,6,2,3,4,"$1,000.00",4,35,365,0,0,,,,,,,,False,1,
1183501,within a day,0.75,0.64,False,8,True,True,Leblon,-22.98563,-43.21859,Entire home/apt,6,2.5,3,4,$500.00,2,1125,246,23,9,4.45,4.68,4.09,4.95,4.86,4.95,4.55,False,8,0.21
5619480,within a day,0.80,1.00,False,4,True,True,Copacabana,-22.96652,-43.18475,Entire home/apt,2,1,1,1,$103.00,30,120,71,1,1,5,5,5,5,5,5,5,False,4,0.37
53892660,within an hour,1.00,0.97,False,4,True,False,Botafogo,-22.94448,-43.18414,Entire home/apt,3,1,1,2,$120.00,5,365,64,8,8,4.75,4.88,4.38,4.75,4.75,4.88,4.88,False,3,1.45
53841082,unknown,0.00,0.50,False,0,True,False,Botafogo,-22.95375,-43.18323,Entire home/apt,4,2,2,4,$600.00,7,15,364,0,0,,,,,,,,False,1,
41956359,unknown,0.00,0.75,False,0,True,False,Camorim,-22.97583,-43.41369,Private room,3,1,1,1,$150.00,1,368,171,48,7,4.5,4.67,4.38,4.6,4.75,4.81,4.56,True,1,1.65
