,id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathroom_text,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month
605,6205510.0,within a few hours,1.0,0.99,False,7,True,True,Miguel Hidalgo,19.44215,-99.20058,Entire home/apt,2,1.5,1.0,1.0,1318.0,5,1125,171,23,0,4.91,4.96,4.78,4.87,4.91,4.87,4.78,True,6,0.27
606,6705120.0,a few days or more,0.1,0.13,False,6,True,True,CoyoacÃ¡n,19.34152,-99.17035,Private room,1,1.0,1.0,1.0,215.0,5,120,310,10,0,5.0,5.0,5.0,4.9,4.9,5.0,5.0,False,5,0.12
607,7356927.0,within an hour,1.0,0.97,True,4,True,True,Ãlvaro ObregÃ³n,19.34462,-99.2458,Entire home/apt,2,1.0,1.0,1.0,450.0,4,1125,341,90,5,4.86,4.9,4.89,4.95,4.94,4.87,4.85,False,4,1.21
608,7366486.0,within an hour,1.0,1.0,True,34,True,True,CuauhtÃ©moc,19.41282,-99.1806,Entire home/apt,6,2.5,2.0,2.0,2279.0,2,1125,46,201,19,4.94,4.94,4.94,4.96,4.97,4.91,4.81,True,6,2.45
609,7367003.0,unknown,0.0,0.0,False,3,True,True,Benito JuÃ¡rez,19.38447,-99.1682,Private room,1,1.0,1.0,1.0,350.0,7,1125,263,8,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,1,0.1
610,7367265.0,within an hour,1.0,1.0,True,34,True,True,CuauhtÃ©moc,19.41264,-99.18101,Entire home/apt,4,2.5,2.0,2.0,2279.0,2,60,42,211,13,4.94,4.93,4.86,4.98,4.99,4.92,4.89,False,6,2.53
611,6214384.0,within a day,0.5,0.0,False,1,True,True,CuauhtÃ©moc,19.43481,-99.14686,Entire home/apt,4,2.0,2.0,3.0,2423.0,2,30,364,94,0,4.82,4.89,4.83,4.97,4.92,4.94,4.84,False,1,1.12
612,7367824.0,within an hour,1.0,1.0,False,2,True,True,Benito JuÃ¡rez,19.37456,-99.15804,Private room,1,1.0,1.0,1.0,550.0,1,1125,364,25,1,4.96,4.92,4.96,4.92,5.0,5.0,4.88,False,1,0.3
613,7380944.0,within a few hours,1.0,0.94,False,5,True,True,CoyoacÃ¡n,19.33876,-99.12435,Entire home/apt,4,2.0,2.0,4.0,1027.0,10,1125,347,2,0,4.5,5.0,5.0,5.0,5.0,5.0,4.5,False,6,0.06
614,6705400.0,a few days or more,0.1,0.13,False,6,True,True,CoyoacÃ¡n,19.34148,-99.17208,Private room,1,1.0,1.0,1.0,230.0,8,250,310,14,0,4.93,5.0,4.93,4.86,5.0,5.0,4.92,False,5,0.16
615,6713478.0,within a few hours,0.83,0.82,False,7,True,True,CoyoacÃ¡n,19.34523,-99.16169,Private room,2,1.0,1.0,1.0,2854.0,1,1125,335,93,4,4.85,4.85,4.87,4.89,4.82,4.97,4.83,True,6,1.11
616,7873617.0,unknown,0.0,1.0,False,1,True,True,Miguel Hidalgo,19.43592,-99.18721,Entire home/apt,3,3.0,2.0,1.0,825.0,3,1125,0,75,3,4.97,4.97,5.0,4.96,4.88,4.97,4.96,False,1,0.9
