,id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathroom_text,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month
19000,14308037.0,within a day,0.6,0.8,False,2.0,True,False,Freguesia (JacarepaguÃ¡),-22.94743,-43.35113,Shared room,2,1.0,1.0,2.0,69,1,1125,357,12,2,4.92,4.92,4.83,4.92,5.0,4.67,4.92,False,2,0.17
19056,47006140.0,unknown,0.0,0.0,False,1.0,True,True,Campo Grande,-22.93827,-43.57147,Shared room,1,1.0,1.0,1.0,500,365,1095,365,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,1,0.0
19066,3316664.0,within a day,1.0,0.67,False,4.0,True,False,Guaratiba,-22.97404,-43.58949,Shared room,4,2.0,1.0,4.0,110,5,365,358,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,3,0.0
19068,22065837.0,unknown,0.0,0.0,False,1.0,True,False,Guaratiba,-22.95642,-43.57491,Shared room,1,1.0,1.0,1.0,900,1,1125,365,1,0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,True,1,0.02
19139,38783023.0,unknown,0.0,0.0,False,0.0,True,False,Vila da Penha,-22.8478,-43.30879,Shared room,1,1.0,1.0,1.0,60,28,28,90,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,1,0.0
19171,24693146.0,a few days or more,0.0,0.0,False,1.0,True,False,Freguesia (JacarepaguÃ¡),-22.93946,-43.33788,Shared room,1,1.0,1.0,8.0,50,1,5,364,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,1,0.0
19175,37250077.0,unknown,0.0,0.0,False,1.0,True,False,Vila da Penha,-22.84486,-43.30901,Shared room,2,1.0,1.0,2.0,180,1,2,363,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,1,0.0
19182,21448656.0,unknown,0.0,0.0,False,1.0,True,False,Complexo do AlemÃ£o,-22.85998,-43.27476,Shared room,1,1.0,1.0,1.0,900,1,3,365,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,1,0.02
19207,18359768.0,a few days or more,0.0,0.0,False,3.0,True,False,Freguesia (JacarepaguÃ¡),-22.9324,-43.34458,Shared room,2,3.0,1.0,2.0,140,1,31,365,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,3,0.0
19216,18735071.0,a few days or more,0.0,0.0,False,3.0,True,False,Freguesia (JacarepaguÃ¡),-22.93685,-43.33692,Shared room,6,2.0,1.0,4.0,180,2,30,365,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,3,0.0
19326,42657204.0,a few days or more,0.2,1.0,False,0.0,True,False,Taquara,-22.9284,-43.38909,Shared room,1,1.5,1.0,0.0,50,1,1125,86,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,1,0.0
19329,13893452.0,unknown,0.0,0.0,False,1.0,True,False,Pechincha,-22.9276,-43.35273,Shared room,2,1.0,1.0,2.0,258,10,60,89,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,1,0.0
19336,6.26e+17,a few days or more,0.0,0.74,False,2.0,True,True,JoÃ¡,-23.00578,-43.28174,Shared room,1,2.0,1.0,1.0,90,1,365,163,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,1,0.0
19340,42790281.0,a few days or more,0.0,0.0,False,0.0,True,False,JacarepaguÃ¡,-22.9388,-43.38502,Shared room,10,3.0,1.0,10.0,85,7,1125,364,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,1,0.0
19344,12408180.0,unknown,0.0,0.0,False,1.0,True,False,Pechincha,-22.93613,-43.36259,Shared room,5,1.0,1.0,3.0,7500,1,1125,89,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,1,0.0
19393,324827.0,unknown,0.0,0.0,False,1.0,True,False,Vargem Grande,-23.00075,-43.50841,Shared room,1,2.0,1.0,1.0,412,1,1125,365,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,1,0.0
19397,44716230.0,a few days or more,0.0,0.0,False,1.0,True,True,JacarepaguÃ¡,-22.97199,-43.33182,Shared room,1,1.0,1.0,0.0,55,1,10,365,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,1,0.0
19398,9651430.0,unknown,0.0,0.0,False,1.0,True,False,GrajaÃº,-22.92036,-43.26042,Shared room,1,1.0,1.0,11.0,35,7,7,365,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,1,0.0
19401,39210756.0,unknown,0.0,0.0,False,0.0,True,False,JacarepaguÃ¡,-22.97503,-43.33542,Shared room,2,1.0,1.0,1.0,64,8,1125,90,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,1,0.0
19410,24160103.0,unknown,0.0,0.0,False,1.0,True,False,Madureira,-22.87875,-43.32966,Shared room,4,1.0,1.0,1.0,48,30,30,364,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,1,0.0
19415,44694409.0,within a day,0.5,0.75,False,1.0,True,True,PraÃ§a Seca,-22.90279,-43.34517,Shared room,2,1.0,1.0,0.0,53,1,365,175,1,1,4.0,4.0,4.0,5.0,5.0,3.0,5.0,True,1,0.16
19417,53981291.0,unknown,0.0,1.0,False,1.0,True,True,Coelho Neto,-22.82773,-43.3531,Shared room,1,1.0,1.0,1.0,70,1,365,364,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,1,0.0
19422,52109468.0,a few days or more,1.0,1.0,False,0.0,True,True,ItanhangÃ¡,-22.98916,-43.30069,Shared room,1,1.0,1.0,8.0,82,1,1125,184,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,6,0.0
19428,34373603.0,a few days or more,0.0,1.0,False,1.0,True,False,Realengo,-22.88916,-43.41536,Shared room,1,1.0,1.0,1.0,40,1,1125,364,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,1,0.0
19434,10524885.0,a few days or more,0.0,0.0,False,2.0,True,True,Parque Anchieta,-22.82802,-43.40133,Shared room,6,1.5,1.0,6.0,55,1,1125,365,2,0,5.0,4.5,5.0,5.0,5.0,4.5,5.0,False,1,0.03
19436,2392479.0,unknown,0.0,0.0,False,1.0,True,False,Marechal Hermes,-22.85467,-43.36386,Shared room,6,2.0,1.0,13.0,170,1,1125,365,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,1,0.0
19461,52109218.0,a few days or more,1.0,1.0,False,0.0,True,True,ItanhangÃ¡,-22.98726,-43.30165,Shared room,1,1.0,1.0,6.0,85,1,1125,182,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,6,0.0
19465,52109565.0,a few days or more,1.0,1.0,False,0.0,True,True,ItanhangÃ¡,-22.98881,-43.29934,Shared room,1,1.0,1.0,6.0,85,1,1125,184,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,6,0.0
19470,41240300.0,a few days or more,0.13,0.0,False,3.0,True,False,Barra da Tijuca,-23.00344,-43.29646,Shared room,8,1.5,1.0,8.0,120,1,1125,88,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,3,0.0
19495,41776015.0,a few days or more,0.0,0.0,False,2.0,True,False,Portuguesa,-22.80351,-43.20926,Shared room,4,2.5,1.0,4.0,119,1,1125,365,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,2,0.03
19525,50007917.0,unknown,0.0,0.0,False,1.0,True,True,JacarepaguÃ¡,-22.97282,-43.3581,Shared room,1,0.0,1.0,3.0,361,3,20,89,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,2,0.0
19783,32836579.0,a few days or more,0.4,0.0,False,1.0,True,False,Tijuca,-22.91554,-43.21845,Shared room,4,1.0,1.0,2.0,50,1,1125,363,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,1,0.0
19784,2692420.0,unknown,0.0,0.0,False,3.0,True,False,MaracanÃ£,-22.91489,-43.23105,Shared room,1,1.0,1.0,1.0,220,1,30,365,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,1,0.01
19786,34571697.0,within a day,0.67,0.67,False,5.0,True,False,MaracanÃ£,-22.91472,-43.23016,Shared room,3,1.0,1.0,4.0,85,1,1125,365,1,1,5.0,5.0,5.0,5.0,4.0,5.0,5.0,False,6,0.54
19800,2632907.0,unknown,0.0,0.0,False,2.0,True,True,MaracanÃ£,-22.91466,-43.23245,Shared room,6,1.0,1.0,1.0,650,5,90,365,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,2,0.0
19879,29301941.0,within a day,1.0,1.0,False,5.0,True,False,Recreio dos Bandeirantes,-23.00959,-43.46906,Shared room,7,7.0,1.0,8.0,145,1,30,356,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,4,0.0
19944,20638064.0,within an hour,1.0,1.0,False,2.0,True,False,Barra da Tijuca,-22.99751,-43.35014,Shared room,2,1.0,1.0,2.0,200,3,29,187,5,1,5.0,4.8,4.8,5.0,5.0,5.0,5.0,True,3,0.09
19976,13879281.0,unknown,0.0,0.0,False,1.0,True,False,Recreio dos Bandeirantes,-23.00552,-43.45827,Shared room,2,1.0,1.0,1.0,1033,1,1125,365,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,1,0.0
19999,21628354.0,a few days or more,0.0,0.0,False,1.0,True,False,AboliÃ§Ã£o,-22.88491,-43.29834,Shared room,2,1.0,1.0,1.0,129,2,1125,89,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,1,0.0
20001,2781668.0,unknown,0.0,0.0,False,3.0,True,False,HigienÃ³polis,-22.8746,-43.26194,Shared room,5,2.0,1.0,3.0,440,3,30,365,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,3,0.0
20002,2451883.0,unknown,0.0,0.0,False,3.0,True,False,HigienÃ³polis,-22.87415,-43.26147,Shared room,3,2.0,1.0,3.0,380,3,30,365,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,3,0.0
20006,42138331.0,within an hour,1.0,1.0,False,5.0,True,False,Engenho Novo,-22.90562,-43.26967,Shared room,16,4.0,1.0,5.0,51,2,1125,365,2,1,4.5,5.0,4.5,5.0,5.0,5.0,4.5,True,8,0.07
20007,39795767.0,within an hour,1.0,1.0,False,5.0,True,False,Engenho Novo,-22.90566,-43.26975,Shared room,16,4.0,1.0,5.0,51,2,1125,365,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,8,0.0
20009,39795504.0,within an hour,1.0,1.0,False,5.0,True,False,Engenho Novo,-22.90599,-43.26764,Shared room,16,4.0,1.0,44.0,51,2,1125,179,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,8,0.0
20012,28229240.0,within an hour,1.0,1.0,False,5.0,True,False,Engenho Novo,-22.90639,-43.26774,Shared room,16,4.0,1.0,26.0,64,2,90,365,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,8,0.05
20302,14313785.0,unknown,0.0,0.0,False,1.0,True,False,Santa Teresa,-22.92745,-43.19354,Shared room,6,1.0,1.0,3.0,149,1,1125,365,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,1,0.0
20314,21113335.0,unknown,0.0,0.0,False,4.0,True,False,HumaitÃ¡,-22.95512,-43.19573,Shared room,1,1.0,1.0,6.0,160,1,1125,365,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,2,0.0
20347,48406726.0,unknown,0.0,1.0,False,4.0,True,True,Rocinha,-22.99072,-43.25056,Shared room,1,1.0,1.0,6.0,56,1,1,365,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,5,0.0
20350,32105765.0,within a few hours,1.0,0.78,False,2.0,True,True,Vidigal,-22.99639,-43.24132,Shared room,1,1.0,1.0,1.0,56,1,15,365,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,10,0.06
20394,37289899.0,within a few hours,1.0,0.71,False,5.0,True,True,Vidigal,-22.99735,-43.23922,Shared room,1,2.0,1.0,10.0,80,2,1125,89,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,11,0.0
20450,2950995.0,unknown,0.0,0.0,False,1.0,True,False,Catete,-22.92474,-43.17768,Shared room,1,1.0,1.0,2.0,114,8,1125,365,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,1,0.0
20627,15655479.0,unknown,0.0,0.0,False,2.0,True,False,Botafogo,-22.94875,-43.18277,Shared room,2,1.0,1.0,2.0,774,2,1125,365,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,1,0.0
20847,6.36e+17,within an hour,1.0,0.0,False,0.0,True,True,Rocinha,-22.986462,-43.247993,Shared room,2,1.0,1.0,2.0,56,1,365,364,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,1,0.0
20904,44448404.0,within an hour,0.88,0.98,False,0.0,True,True,Leme,-22.96102,-43.16944,Shared room,4,2.0,1.0,4.0,61,1,365,222,1,1,3.0,3.0,3.0,5.0,5.0,1.0,3.0,True,7,0.13
21155,53032279.0,within an hour,1.0,0.78,False,7.0,True,True,Ipanema,-22.98609,-43.20426,Shared room,2,1.0,1.0,1.0,344,2,30,84,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,6,0.13
21226,35568029.0,within an hour,1.0,0.75,False,2.0,True,False,Copacabana,-22.97336,-43.19175,Shared room,6,2.0,1.0,10.0,600,2,1125,173,1,1,5.0,5.0,4.0,5.0,5.0,5.0,5.0,False,2,0.18
21624,19877867.0,within a day,0.83,0.0,False,4.0,True,False,Ipanema,-22.9836,-43.20869,Shared room,6,1.0,1.0,8.0,280,2,1125,351,1,0,1.0,3.0,1.0,5.0,5.0,5.0,1.0,False,2,0.03
21810,31150664.0,unknown,0.0,0.0,False,7.0,True,False,Flamengo,-22.93896,-43.17659,Shared room,1,2.0,1.0,9.0,200,3,365,365,2,0,5.0,5.0,5.0,4.5,5.0,5.0,5.0,True,7,0.06
21813,31151494.0,unknown,0.0,0.0,False,7.0,True,False,Flamengo,-22.93849,-43.1779,Shared room,4,2.0,1.0,9.0,200,3,365,365,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,7,0.05
21820,23253930.0,unknown,0.0,0.0,False,7.0,True,False,Flamengo,-22.93874,-43.17797,Shared room,1,2.0,1.0,9.0,200,3,365,365,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,7,0.0
21821,15252637.0,unknown,0.0,0.0,False,7.0,True,False,Flamengo,-22.93825,-43.17835,Shared room,1,2.0,1.0,9.0,200,3,365,365,3,0,4.0,4.0,4.0,5.0,4.0,4.67,4.33,True,7,0.05
21845,41927796.0,unknown,0.0,1.0,False,9.0,True,True,Copacabana,-22.98078,-43.1956,Shared room,3,2.0,1.0,3.0,100,3,1125,365,2,1,3.0,3.0,2.5,3.0,3.0,4.5,3.0,True,3,0.07
21852,54081803.0,unknown,0.0,1.0,False,9.0,True,True,Copacabana,-22.98081,-43.19478,Shared room,3,2.0,1.0,3.0,100,1,365,365,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,3,0.0
21938,13639621.0,within an hour,1.0,0.57,False,7.0,True,True,Copacabana,-22.96669,-43.18773,Shared room,12,2.0,1.0,8.0,88,2,1125,358,3,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,6,0.04
22050,23459821.0,within a few hours,1.0,0.98,False,3.0,True,True,Flamengo,-22.93632,-43.17815,Shared room,6,1.0,1.0,7.0,65,1,1125,358,12,9,3.67,4.0,3.75,4.33,3.92,4.83,4.08,False,3,0.4
22203,6.03e+17,within a few hours,0.86,1.0,False,0.0,True,True,Ipanema,-22.98149,-43.2018,Shared room,1,1.0,1.0,1.0,150,1,365,365,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,1,0.0
22352,5.81e+17,within a day,0.5,1.0,False,0.0,True,False,Copacabana,-22.97974,-43.19007,Shared room,4,1.0,1.0,4.0,80,1,365,342,4,4,3.75,3.5,3.5,3.5,3.5,4.0,3.75,False,1,1.82
22372,6.2e+17,unknown,0.0,0.0,False,0.0,True,True,Copacabana,-22.967346,-43.181377,Shared room,1,1.0,1.0,1.0,280,1,365,365,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,1,0.0
22374,3287793.0,within an hour,1.0,0.57,False,7.0,True,True,Copacabana,-22.96946,-43.18925,Shared room,16,2.0,1.0,14.0,98,2,1125,362,4,2,5.0,5.0,5.0,5.0,4.75,5.0,4.5,False,6,0.05
22421,22435615.0,within a day,0.5,1.0,False,1.0,True,True,Recreio dos Bandeirantes,-23.0111,-43.46661,Shared room,6,3.0,1.0,6.0,85,1,1125,347,1,0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,True,1,0.03
22572,44124293.0,unknown,0.0,0.0,False,0.0,True,True,GlÃ³ria,-22.91561,-43.17547,Shared room,1,1.0,1.0,1.0,150,30,40,89,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,1,0.0
22686,45831128.0,within an hour,0.83,0.86,False,9.0,True,True,Copacabana,-22.97195,-43.18928,Shared room,1,1.0,1.0,1.0,50,1,1125,180,4,3,4.5,4.75,4.75,5.0,5.0,5.0,5.0,False,10,0.24
23030,6.07e+17,within a day,0.8,0.6,False,1.0,True,True,Copacabana,-22.97704,-43.18948,Shared room,1,2.0,1.0,2.0,200,3,365,57,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,2,0.0
23095,48128984.0,within an hour,0.83,0.86,False,9.0,True,True,Copacabana,-22.97367,-43.18975,Shared room,1,1.0,1.0,1.0,50,1,1125,365,7,6,4.86,4.71,4.57,5.0,5.0,5.0,5.0,True,10,0.43
23197,53940794.0,unknown,0.0,1.0,False,9.0,True,True,Copacabana,-22.98211,-43.19482,Shared room,3,2.0,1.0,3.0,100,3,365,365,1,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,False,3,0.18
23370,36114876.0,within an hour,0.6,1.0,False,10.0,True,False,Leme,-22.96323,-43.17207,Shared room,5,1.0,1.0,1.0,439,6,20,88,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,9,0.0
23431,2377289.0,unknown,0.0,0.0,False,1.0,True,False,Copacabana,-22.96091,-43.1756,Shared room,2,1.0,1.0,1.0,929,1,1125,365,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,1,0.0
23452,39196220.0,unknown,0.0,0.0,False,1.0,True,True,Copacabana,-22.96624,-43.18117,Shared room,4,2.0,1.0,4.0,1549,1,1125,83,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,1,0.0
23578,35299099.0,unknown,0.0,0.0,False,1.0,True,False,Ipanema,-22.98571,-43.1931,Shared room,1,0.0,1.0,0.0,680,2,10,90,2,0,3.5,5.0,4.0,5.0,3.5,5.0,3.5,False,1,0.05
23713,6.05e+17,within a day,0.5,0.75,False,1.0,True,True,Copacabana,-22.96995,-43.18668,Shared room,1,1.0,1.0,1.0,49,1,365,347,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,2,0.5
23744,38751064.0,within a few hours,0.89,0.54,False,1.0,True,True,Copacabana,-22.98239,-43.19399,Shared room,2,1.5,1.0,1.0,130,1,15,352,18,3,4.89,4.89,5.0,5.0,5.0,4.94,4.83,False,1,0.54
23757,32655192.0,within an hour,1.0,0.96,True,2.0,True,False,Copacabana,-22.96439,-43.17961,Shared room,1,1.0,1.0,1.0,50,3,20,89,6,3,4.67,4.5,4.67,5.0,4.83,5.0,5.0,False,4,0.15
23873,30727417.0,within an hour,1.0,0.96,True,2.0,True,False,Copacabana,-22.96512,-43.18018,Shared room,1,1.0,1.0,1.0,50,3,30,354,3,0,3.33,3.67,3.67,4.33,4.67,5.0,3.67,False,4,0.07
24085,42278331.0,unknown,0.0,0.0,False,2.0,True,False,Copacabana,-22.96528,-43.17662,Shared room,3,1.0,1.0,3.0,500,4,1125,179,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,2,0.0
24105,46939242.0,within a day,0.6,0.98,False,7.0,True,True,Copacabana,-22.9792,-43.1911,Shared room,1,1.0,1.0,15.0,61,1,365,180,1,1,1.0,5.0,1.0,1.0,1.0,5.0,2.0,True,7,0.26
24206,17605408.0,within an hour,1.0,0.96,True,2.0,True,False,Copacabana,-22.96542,-43.17872,Shared room,1,1.0,1.0,4.0,50,4,10,89,3,1,3.67,3.67,3.67,3.67,3.67,3.67,3.33,False,4,0.1
24207,30982827.0,within a few hours,1.0,0.8,False,2.0,True,True,Copacabana,-22.96518,-43.17785,Shared room,2,1.0,1.0,2.0,40000,7,30,364,2,0,4.5,4.0,5.0,5.0,5.0,5.0,4.5,True,3,0.05
24511,1943837.0,within an hour,1.0,1.0,True,1.0,True,False,Copacabana,-22.98054,-43.19094,Shared room,1,1.0,1.0,2.0,52,1,12,39,153,22,4.88,4.95,4.95,4.98,4.95,4.93,4.88,False,1,1.81
24523,23247845.0,within a day,1.0,0.0,False,1.0,True,True,Copacabana,-22.98053,-43.19146,Shared room,3,2.0,1.0,1.0,413,7,8,180,6,0,4.6,4.6,4.8,5.0,4.6,4.8,4.8,True,1,0.12
24535,5.79e+17,within a few hours,0.95,0.39,False,3.0,True,True,Ipanema,-22.98355,-43.1955,Shared room,9,2.0,1.0,20.0,85,1,365,357,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,8,0.35
24801,17589058.0,within an hour,1.0,0.83,False,1.0,True,True,Botafogo,-22.95691,-43.19234,Shared room,1,1.0,1.0,1.0,60,1,1125,278,23,5,4.91,4.82,4.83,4.95,4.95,4.95,4.95,True,1,0.42
24831,25325269.0,within an hour,0.92,1.0,False,5.0,True,True,Vidigal,-22.99734,-43.24104,Shared room,16,4.0,1.0,30.0,55,1,60,358,18,8,4.67,4.67,4.44,4.78,4.61,4.67,4.72,True,2,0.41
24833,33138826.0,within a day,0.5,0.5,False,3.0,True,True,Barra da Tijuca,-23.00715,-43.43172,Shared room,2,1.0,1.0,1.0,279,1,10,358,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,3,0.0
24836,13697756.0,unknown,0.0,0.0,False,1.0,True,False,Botafogo,-22.9452,-43.18486,Shared room,3,2.0,1.0,3.0,981,1,1125,180,7,0,5.0,5.0,4.83,5.0,5.0,5.0,5.0,True,1,0.1
24870,37290367.0,within a day,0.5,0.5,False,3.0,True,True,Barra da Tijuca,-23.00782,-43.42952,Shared room,2,1.0,1.0,5.0,200,1,1125,356,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,3,0.0
24871,5.88e+17,within a few hours,1.0,1.0,False,1.0,True,True,SÃ£o Conrado,-22.99518,-43.25419,Shared room,1,1.0,1.0,2.0,165,2,30,363,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,3,0.52
