id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathroom_text,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month
52390579,N/A,N/A,N/A,f,2,t,t,Cuajimalpa de Morelos,19.395126,-99.277374,Private room,1,3,3,1,$752.00,1,365,365,0,0,,,,,,,,t,1,
35797,N/A,N/A,N/A,f,2,t,t,Cuajimalpa de Morelos,19.38283,-99.27178,Entire home/apt,2,1,1,1,"$4,056.00",1,7,363,0,0,,,,,,,,f,1,
15511977,a few days or more,0,N/A,f,2,t,f,Miguel Hidalgo,19.41095,-99.24418,Private room,2,1,1,1,$800.00,1,1125,179,1,0,5,5,5,5,5,5,5,t,1,0.02
44616,within an hour,1,0.66,f,9,t,t,Cuauhtémoc,19.41162,-99.17794,Entire home/apt,14,5.5,5,8,"$18,000.00",1,365,347,56,7,4.59,4.56,4.69,4.85,4.75,4.98,4.47,f,11,0.43
34776449,within an hour,1,1,t,3,t,t,Miguel Hidalgo,19.42641,-99.22591,Private room,3,1,1,2,"$1,779.00",1,30,222,5,1,5,5,4.8,5,5,5,4.8,t,4,0.14
56074,within a few hours,1,0.9,t,2,t,t,Cuauhtémoc,19.43977,-99.15605,Entire home/apt,2,1,1,1,$650.00,2,250,344,72,14,4.88,4.94,4.91,4.97,4.93,4.74,4.78,f,2,0.53
58955,within a day,1,0.29,f,1,t,t,Cuauhtémoc,19.42113,-99.15955,Entire home/apt,2,1.5,1,1,"$2,019.00",7,60,47,45,3,5,4.98,4.89,5,5,5,4.91,f,1,0.35
826691,within a day,0.67,0,f,6,t,t,Cuauhtémoc,19.40915,-99.17321,Entire home/apt,2,1,1,1,$850.00,180,365,325,18,0,4.83,4.72,4.72,5,4.89,4.94,4.59,f,6,0.17
45767104,N/A,N/A,0,f,0,t,f,Miguel Hidalgo,19.41947,-99.24063,Private room,2,1,1,1,$500.00,7,8,365,0,0,,,,,,,,f,1,
826760,within a day,0.67,0,f,6,t,t,Cuauhtémoc,19.40915,-99.17321,Entire home/apt,4,1,2,4,$971.00,4,370,203,17,0,4.69,4.56,4.56,5,4.94,4.94,4.67,f,6,0.15
828714,within an hour,1,1,f,1,t,t,Coyoacán,19.34183,-99.15533,Entire home/apt,4,1,2,2,$608.00,1,1125,140,25,0,4.75,4.96,4.88,4.96,4.96,4.96,4.87,t,1,0.36
832805,within a few hours,0.98,0.59,f,0,t,t,Cuauhtémoc,19.44262,-99.14566,Private room,2,1.5,1,1,$444.00,1,1125,288,125,2,4.75,4.74,4.66,4.9,4.92,4.47,4.79,f,6,1.08
61792,within an hour,1,0.8,f,1,t,t,Cuauhtémoc,19.41083,-99.18057,Private room,2,1,1,1,"$1,212.00",2,1125,159,58,6,4.91,4.88,4.91,4.91,4.95,4.93,4.86,f,1,1.03
67703,within an hour,1,0.67,f,5,t,t,Cuauhtémoc,19.41152,-99.16857,Entire home/apt,4,1,2,3,"$1,918.00",4,30,325,42,3,4.92,4.82,4.79,4.92,4.9,4.97,4.97,f,2,0.33
844818,a few days or more,0,N/A,f,1,t,f,Benito Juárez,19.38336,-99.18197,Private room,2,1,1,,$460.00,2,1125,269,8,0,4.75,5,5,5,5,4.88,4.75,f,1,0.07
28466997,N/A,N/A,1,f,1,t,f,Cuajimalpa de Morelos,19.39683,-99.27678,Private room,1,1.5,1,1,"$1,000.00",1,365,365,2,1,5,5,5,5,5,5,5,f,1,0.05
2056622,within a day,1,0.86,t,3,t,f,Coyoacán,19.35585,-99.16315,Entire home/apt,3,1,1,2,"$1,602.00",2,1125,290,13,0,4.92,4.92,5,5,5,5,4.92,f,3,0.19
865012,within an hour,1,0.84,t,18,t,t,Cuauhtémoc,19.43078,-99.17011,Hotel room,2,1,1,1,"$1,111.00",2,730,356,31,1,4.97,4.97,4.94,5,5,4.97,4.97,t,10,0.27
70644,within a few hours,1,1,t,4,t,t,Coyoacán,19.35448,-99.16217,Entire home/apt,2,1,1,1,"$1,197.00",7,180,153,112,8,4.9,4.9,4.95,4.95,4.98,4.96,4.92,f,3,0.89
2056638,within a day,1,0.86,t,3,t,f,Coyoacán,19.35353,-99.16299,Entire home/apt,3,1.5,1,1,"$1,602.00",1,1125,290,21,0,4.95,4.71,4.95,5,4.95,5,4.86,f,3,0.2
107078,within an hour,1,0.97,t,3,t,t,Miguel Hidalgo,19.43211,-99.19327,Entire home/apt,2,1.5,1,1,"$3,796.00",4,365,208,10,0,5,5,5,5,4.78,4.89,4.78,t,3,0.14
865070,within a few hours,1,0.33,f,5,t,t,Coyoacán,19.34424,-99.17095,Hotel room,2,1,1,1,$608.00,3,15,351,9,1,4.89,5,5,5,5,5,4.89,f,2,0.08
2072354,N/A,N/A,N/A,f,3,t,t,Coyoacán,19.35358,-99.16948,Entire home/apt,2,1,1,1,$900.00,3,1125,320,60,0,4.85,4.9,4.88,4.93,5,4.95,4.83,t,2,0.58
868843,within an hour,1,0.84,t,18,t,t,Cuauhtémoc,19.43068,-99.17007,Hotel room,2,1,1,1,"$1,010.00",2,730,361,41,6,4.98,4.98,4.9,5,5,5,4.88,t,10,0.43
868986,within an hour,1,0.84,t,18,t,t,Cuauhtémoc,19.4306,-99.17074,Entire home/apt,2,1,1,1,"$1,010.00",2,730,362,19,1,4.89,4.95,4.89,4.89,4.95,4.95,4.79,t,10,0.17
131610,N/A,N/A,N/A,f,3,t,f,Coyoacán,19.35416,-99.16488,Private room,2,1,1,1,"$1,379.00",1,730,88,0,0,,,,,,,,f,3,
2075738,within a few hours,0.9,0.79,f,1,t,t,Cuauhtémoc,19.41909,-99.16043,Entire home/apt,2,2,1,1,"$2,827.00",2,30,299,65,17,4.86,4.91,4.72,4.91,4.83,5,4.83,f,1,0.64
165772,within an hour,1,0.98,f,5,t,t,Miguel Hidalgo,19.40826,-99.18659,Entire home/apt,16,5,5,10,"$3,837.00",2,365,231,278,8,4.88,4.91,4.86,4.94,4.93,4.7,4.9,f,6,2.09
171109,within a few hours,1,0.64,f,2,t,t,Benito Juárez,19.39675,-99.17581,Private room,2,1,1,1,$306.00,4,21,361,80,7,4.81,4.86,4.56,4.97,4.94,4.99,4.77,f,2,0.79
180808,within an hour,0.9,1,f,2,t,t,Cuauhtémoc,19.4239,-99.1689,Entire home/apt,2,1.5,1,1,"$1,503.00",3,365,323,38,1,4.74,4.84,4.68,4.87,4.84,4.89,4.71,t,1,0.31
869063,within an hour,1,0.84,t,18,t,t,Cuauhtémoc,19.43052,-99.17003,Hotel room,2,1,1,1,"$1,010.00",2,730,355,19,1,4.95,5,4.95,5,5,4.95,4.95,t,10,0.24
883511,within a few hours,0.98,0.59,f,0,t,t,Cuauhtémoc,19.44207,-99.14797,Entire home/apt,16,5.5,10,16,"$2,827.00",1,90,249,209,27,4.8,4.81,4.8,4.9,4.95,4.41,4.79,f,6,1.83
898633,within an hour,1,0.6,t,2,t,t,Cuauhtémoc,19.42063,-99.16586,Entire home/apt,2,1,1,2,"$1,817.00",2,45,350,51,2,4.92,4.92,4.94,4.9,4.96,4.92,4.9,f,2,0.45
187030,within an hour,1,1,t,6,t,t,Cuauhtémoc,19.41057,-99.1773,Entire home/apt,2,1,1,1,"$2,142.00",14,365,171,98,1,4.54,4.64,4.64,4.83,4.88,4.92,4.48,f,6,0.76
187745,within an hour,1,1,t,6,t,t,Cuauhtémoc,19.41057,-99.1773,Entire home/apt,3,2,1,2,"$1,817.00",2,365,171,24,0,4.67,4.58,4.58,4.83,4.79,5,4.63,f,6,0.23
194937,within an hour,1,1,t,6,t,t,Cuauhtémoc,19.41057,-99.1773,Entire home/apt,2,1,1,1,"$2,200.00",14,1125,179,64,0,4.67,4.67,4.8,4.86,5,4.95,4.67,f,6,0.5
913084,within an hour,1,1,t,3,t,t,Miguel Hidalgo,19.43956,-99.17263,Entire home/apt,4,1,2,3,"$2,057.00",2,1125,180,139,27,4.75,4.82,4.73,4.83,4.92,4.44,4.75,t,2,1.25
2083241,within an hour,1,0.99,t,6,t,t,Cuauhtémoc,19.4153,-99.16763,Entire home/apt,3,1,1,2,"$1,600.00",3,1125,140,246,41,4.93,4.93,4.96,5,4.99,4.94,4.9,f,3,2.62
939721,within an hour,1,1,t,5,t,t,Cuauhtémoc,19.42288,-99.15488,Entire home/apt,3,1,1,1,"$1,572.00",3,1125,171,458,49,4.84,4.93,4.92,4.9,4.93,4.92,4.8,f,4,4.09
2084093,within an hour,1,1,f,6,t,t,Venustiano Carranza,19.43949,-99.08769,Entire home/apt,2,1,1,2,$446.00,1,1125,354,562,24,4.53,4.74,4.69,4.84,4.78,4.61,4.61,t,6,5.92
997247,within an hour,1,1,f,1,t,t,Cuauhtémoc,19.41434,-99.15857,Entire home/apt,4,1,2,2,"$1,921.00",2,1125,327,394,34,4.82,4.91,4.94,4.87,4.69,4.96,4.88,t,1,3.56
204887,N/A,N/A,0.8,f,1,t,t,Cuauhtémoc,19.4059,-99.17548,Entire home/apt,2,1,1,1,"$1,200.00",3,180,356,27,1,4.58,4.59,4.31,4.77,4.85,4.96,4.42,f,1,0.22
217685,within an hour,1,0.92,t,1,t,t,Cuauhtémoc,19.40491,-99.17177,Entire home/apt,2,1,1,2,$808.00,7,1125,222,26,16,4.81,4.88,4.77,5,4.96,5,4.85,f,1,0.29
245507,within an hour,1,0.96,t,3,t,t,Cuauhtémoc,19.4236,-99.16979,Entire home/apt,3,1,1,2,"$1,385.00",1,90,364,297,23,4.83,4.89,4.84,4.94,4.94,4.87,4.82,t,2,2.28
247543,within a few hours,1,0.5,f,1,t,t,Cuauhtémoc,19.43516,-99.13806,Entire home/apt,1,1,1,1,$606.00,3,30,337,82,2,4.88,4.94,4.95,4.97,4.95,5,4.95,f,5,0.64
2088218,N/A,N/A,N/A,f,1,t,t,Coyoacán,19.34022,-99.15306,Private room,1,1.5,1,1,$375.00,2,1125,261,5,0,4.4,5,4.6,5,4.8,4.4,4.4,f,1,0.05
2093036,N/A,N/A,N/A,f,1,t,t,Miguel Hidalgo,19.44178,-99.20202,Private room,2,1,1,2,"$3,130.00",1,1125,365,0,0,,,,,,,,f,1,
252618,within an hour,1,1,f,5,t,t,Cuauhtémoc,19.41472,-99.15602,Private room,2,1,1,2,$524.00,5,1825,144,18,2,4.06,4.18,4.35,4.56,4.29,4.65,4.18,t,4,0.14
1007174,N/A,N/A,N/A,f,1,t,t,Cuauhtémoc,19.43817,-99.15466,Private room,2,1,1,2,$811.00,3,90,364,9,0,4.78,4.78,4.89,4.78,4.78,4.56,4.44,f,1,0.08
2094427,within an hour,1,0.99,f,10,t,t,Miguel Hidalgo,19.43573,-99.18955,Entire home/apt,2,1,1,1,"$1,486.00",3,1125,290,74,11,4.76,4.85,4.84,4.96,4.97,4.88,4.69,f,6,0.78
1011428,within a day,1,1,f,1,t,t,Álvaro Obregón,19.34406,-99.19413,Entire home/apt,6,4.5,3,4,"$7,099.00",7,90,240,17,2,5,5,5,5,5,4.94,4.69,f,1,0.15
256555,within an hour,1,0.98,f,5,t,t,Miguel Hidalgo,19.40663,-99.18653,Entire home/apt,14,4.5,4,10,"$3,352.00",2,365,231,301,30,4.91,4.91,4.89,4.93,4.94,4.77,4.91,f,6,2.35
276504,N/A,N/A,N/A,f,1,t,f,Iztacalco,19.38061,-99.12729,Entire home/apt,2,1,,1,"$2,019.00",7,365,0,0,0,,,,,,,,f,1,
2112138,N/A,N/A,N/A,f,3,t,t,Coyoacán,19.35284,-99.1695,Entire home/apt,3,1,1,2,$900.00,3,90,339,37,0,4.58,4.72,4.67,4.81,4.81,4.86,4.44,f,2,0.36
281134,within an hour,1,0.66,f,9,t,t,Cuauhtémoc,19.41108,-99.17634,Hotel room,3,1,1,2,"$2,887.00",1,365,198,7,0,4.71,4.71,5,5,5,5,4.86,t,11,0.08
1013504,within an hour,1,1,f,2,t,t,Coyoacán,19.34034,-99.18345,Private room,1,1.5,1,1,$284.00,2,200,331,47,0,4.96,4.91,4.91,4.87,4.93,4.93,4.87,t,2,0.45
2117709,within a few hours,1,0.5,f,4,t,t,Coyoacán,19.34219,-99.15952,Entire home/apt,2,1,1,1,$750.00,3,1125,365,9,1,4.89,4.89,4.78,5,5,5,4.78,f,3,0.09
1022380,within an hour,0.98,1,t,11,t,t,Cuauhtémoc,19.43271,-99.13857,Entire home/apt,4,1,1,1,"$1,253.00",1,64,302,319,35,4.82,4.89,4.87,4.83,4.89,4.88,4.81,t,7,2.85
2118573,within a few hours,1,0.96,t,2,t,t,Benito Juárez,19.38777,-99.17532,Entire home/apt,6,3,3,4,"$1,846.00",2,180,83,191,25,4.91,4.95,4.92,4.96,4.95,4.87,4.95,f,3,1.87
1051636,within a few hours,1,0.57,f,1,t,t,Cuauhtémoc,19.40592,-99.1691,Private room,1,1,1,1,$788.00,2,1125,325,27,4,4.85,4.59,4.96,4.96,4.74,4.93,4.74,f,1,0.25
287940,within an hour,0.98,1,f,9,t,t,Cuauhtémoc,19.41241,-99.1753,Entire home/apt,2,1,1,1,$606.00,1,1125,274,357,44,4.59,4.67,4.64,4.85,4.86,4.95,4.7,t,9,3.31
291804,N/A,N/A,N/A,f,1,t,f,Benito Juárez,19.36305,-99.15412,Private room,1,1,1,1,$608.00,2,14,365,0,0,,,,,,,,f,1,
323030,within a day,0.75,0.88,f,3,t,t,Cuauhtémoc,19.41368,-99.17907,Entire home/apt,3,1,2,2,$808.00,2,1125,233,189,10,4.65,4.74,4.6,4.77,4.8,4.85,4.64,f,1,1.52
2127400,within a day,1,0.33,f,1,t,t,Cuauhtémoc,19.4191,-99.15904,Private room,2,1.5,1,1,"$1,716.00",2,7,172,157,2,4.97,4.94,4.97,4.98,4.96,4.96,4.95,f,1,1.53
1066945,within an hour,0.89,0.56,f,5,t,t,Coyoacán,19.35445,-99.16251,Private room,2,1,1,1,"$1,200.00",1,365,356,144,1,4.93,4.94,4.97,4.96,4.9,4.96,4.94,f,5,1.37
1087636,within an hour,1,0.87,f,2,t,t,Coyoacán,19.30523,-99.18356,Private room,1,1,1,1,$450.00,1,13,359,28,2,4.96,5,4.89,5,5,4.86,4.96,f,1,0.3
2130176,within an hour,1,1,f,5,t,t,Cuauhtémoc,19.41416,-99.1568,Entire home/apt,4,1,2,2,"$1,050.00",5,1125,345,36,0,4.78,4.94,4.61,4.97,5,4.97,4.81,f,4,0.36
2171338,N/A,N/A,N/A,f,4,t,t,Cuauhtémoc,19.43339,-99.15467,Entire home/apt,5,1.5,1,3,"$1,318.00",2,1125,335,343,47,4.6,4.71,4.67,4.68,4.67,4.93,4.64,t,1,3.34
2178349,N/A,N/A,N/A,f,0,t,t,Cuauhtémoc,19.42914772,-99.15665436,Entire home/apt,4,1,2,2,$903.00,3,1125,330,6,0,4.33,4.33,3.83,4.83,4.83,4.67,4.67,t,1,0.06
2182375,within an hour,1,0.38,f,2,t,t,Benito Juárez,19.38212,-99.15361,Entire home/apt,4,2,2,2,"$1,582.00",3,120,363,40,0,4.9,4.98,4.9,5,5,4.88,4.98,f,2,0.47
2228415,within a few hours,1,0.8,f,8,t,t,Álvaro Obregón,19.34948,-99.19381,Entire home/apt,6,2.5,3,3,"$5,000.00",15,120,332,4,1,4.75,4.75,4.25,5,4.75,4.5,4.25,f,7,0.05
1107979,a few days or more,0,N/A,f,1,t,f,Iztapalapa,19.32227,-99.09046,Private room,1,1,1,1,$277.00,1,1125,365,1,0,0,,,,,,,t,1,0.02
1130658,within an hour,1,0.79,t,3,t,t,Benito Juárez,19.36809,-99.17821,Entire home/apt,3,2,2,2,$890.00,2,1125,324,26,7,4.92,4.84,4.64,4.88,4.96,4.88,4.68,f,4,0.25
1135302,within an hour,1,0.79,t,3,t,t,Benito Juárez,19.36613,-99.17831,Private room,3,1,1,1,$450.00,2,1125,324,9,2,4.78,5,5,5,4.89,4.89,5,f,4,0.12
324769,within an hour,1,1,f,1,t,t,Miguel Hidalgo,19.45906,-99.19071,Entire home/apt,6,2,2,3,$608.00,5,1125,362,42,6,4.78,4.85,4.73,4.9,4.9,4.46,4.78,f,1,0.38
325812,N/A,N/A,0.77,f,1,t,f,Cuauhtémoc,19.43319,-99.14665,Private room,1,1,1,1,$505.00,4,10,179,107,0,4.78,4.79,4.85,4.86,4.86,4.93,4.78,f,1,1.05
2238309,within an hour,1,1,t,1,t,t,Cuauhtémoc,19.41689,-99.17792,Entire home/apt,2,1,1,2,"$1,850.00",28,1125,306,248,5,4.88,4.88,4.91,4.91,4.97,4.91,4.86,f,2,2.58
326296,within an hour,1,1,f,2,t,t,Coyoacán,19.34034,-99.18345,Private room,2,1.5,1,1,$348.00,2,160,279,193,0,4.79,4.81,4.83,4.86,4.92,4.74,4.84,t,2,1.7
1164876,within a few hours,1,1,t,4,t,t,Coyoacán,19.35164,-99.15289,Entire home/apt,6,3.5,3,3,"$4,947.00",10,21,4,6,0,5,5,5,5,5,5,5,f,3,0.06
2284377,within an hour,1,1,t,3,t,t,Miguel Hidalgo,19.436834,-99.207855,Private room,2,1.5,1,1,$629.00,15,1125,267,16,3,4.94,4.94,4.88,4.88,4.94,5,4.88,f,1,0.16
1167552,within an hour,1,1,t,1,t,t,Cuauhtémoc,19.41317,-99.15735,Private room,2,1.5,1,2,$747.00,3,28,81,119,13,4.91,4.9,4.68,4.97,4.97,4.95,4.89,f,1,1.08
1170780,within a day,1,N/A,f,2,t,f,Benito Juárez,19.39129,-99.1888,Private room,2,1,1,1,$426.00,3,1125,171,17,0,4.94,5,5,4.94,5,4.56,4.81,f,2,0.17
2289797,within a few hours,1,0.7,f,1,t,t,Cuauhtémoc,19.42054,-99.17074,Entire home/apt,4,1,2,2,"$1,000.00",8,1125,251,289,6,4.56,4.68,4.57,4.89,4.82,4.89,4.64,f,1,2.83
1187817,within a day,0.67,0,f,6,t,t,Cuauhtémoc,19.40915,-99.17321,Entire home/apt,3,1,1,1,$900.00,120,360,364,50,0,4.63,4.78,4.39,4.67,4.83,4.89,4.61,f,6,0.45
1211383,within a few hours,1,1,t,4,t,t,Coyoacán,19.355,-99.16181,Private room,2,1,1,1,"$1,014.00",5,21,161,21,1,4.78,4.84,4.89,4.95,4.84,4.95,4.68,f,3,0.2
1226234,a few days or more,0,0.44,f,1,t,t,Miguel Hidalgo,19.42948,-99.19179,Entire home/apt,4,1.5,2,2,"$2,554.00",7,45,61,23,2,4.86,4.95,4.9,5,4.86,5,4.76,f,1,0.27
2297044,within a day,0.9,0.65,f,5,t,t,Cuauhtémoc,19.41767,-99.16652,Entire home/apt,2,1,1,1,"$2,500.00",3,1125,365,8,2,4.29,4.5,4.63,4.75,4.75,4.75,4.38,f,4,0.08
2297850,within an hour,1,0.9,f,3,t,t,Miguel Hidalgo,19.42887,-99.17651,Private room,2,1,1,1,$699.00,5,1125,355,221,7,4.74,4.73,4.87,4.89,4.92,4.94,4.77,f,4,2.17
326475,within an hour,1,1,f,2,t,t,Cuauhtémoc,19.41444,-99.15734,Entire home/apt,4,2,2,2,"$1,400.00",3,31,50,111,8,4.89,4.88,4.85,4.92,4.94,4.9,4.83,f,2,1.27
329776,within a few hours,1,0.67,f,5,t,t,Tlalpan,19.2751,-99.17757,Private room,2,1.5,1,1,$303.00,2,1125,0,16,1,4.81,4.94,4.75,4.93,5,4.6,4.8,t,5,0.27
2307983,within an hour,1,1,t,0,t,t,Cuauhtémoc,19.42589,-99.16634,Entire home/apt,5,1.5,2,4,"$1,608.00",2,1125,137,262,29,4.81,4.84,4.82,4.84,4.94,4.92,4.87,t,1,2.6
331030,within a day,0.8,1,f,2,t,t,Coyoacán,19.34549,-99.15872,Private room,2,1,1,1,"$1,300.00",2,1125,363,0,0,,,,,,,,f,1,
1283294,within an hour,0.98,0.94,f,49,t,t,Cuauhtémoc,19.42801,-99.16467,Entire home/apt,3,1,1,2,"$3,635.00",1,1000,61,136,12,4.87,4.88,4.93,4.92,4.92,4.9,4.83,t,44,1.32
2315918,within a day,0.9,0.65,f,5,t,t,Cuauhtémoc,19.418,-99.16532,Entire home/apt,2,1,,,"$2,250.00",3,1125,365,7,1,4.71,4.86,5,5,5,5,4.86,f,4,0.07
1286695,within a day,0.8,0.75,f,1,t,t,Miguel Hidalgo,19.43514,-99.18361,Entire home/apt,2,1,1,1,$974.00,4,1125,338,26,5,4.54,4.65,4.69,4.85,4.73,4.69,4.5,f,1,0.37
1288566,within an hour,1,0.97,t,3,t,t,Miguel Hidalgo,19.43179,-99.19426,Entire home/apt,2,1.5,1,1,"$3,413.00",4,1125,208,72,28,4.89,4.93,4.78,4.92,4.85,4.96,4.65,f,3,0.94
331788,a few days or more,0,1,f,1,t,t,Cuauhtémoc,19.41975,-99.17341,Entire home/apt,2,1,1,1,"$1,555.00",3,1125,266,337,0,4.81,4.9,4.84,4.91,4.94,4.91,4.81,t,1,2.69
2345760,N/A,N/A,N/A,f,1,t,f,Miguel Hidalgo,19.39969,-99.17173,Private room,1,2,1,1,$500.00,3,15,365,0,0,,,,,,,,t,1,
350079,N/A,N/A,N/A,f,1,t,f,Cuauhtémoc,19.40639,-99.16686,Private room,1,1,1,1,"$1,111.00",5,180,365,0,0,,,,,,,,f,1,
2350051,N/A,N/A,N/A,f,13,t,t,Benito Juárez,19.37252,-99.14269,Private room,4,1,1,2,$608.00,2,1125,364,13,0,4.69,4.62,4.69,5,4.77,4.46,4.54,f,3,0.14
357324,N/A,N/A,N/A,f,1,t,f,Miguel Hidalgo,19.40237,-99.24315,Private room,2,2,1,1,"$2,028.00",1,1125,365,0,0,,,,,,,,f,1,
1309198,within an hour,1,0.96,t,7,t,t,Coyoacán,19.34356,-99.1286,Private room,2,1,1,1,$350.00,3,1125,0,1,0,5,5,5,5,5,5,5,f,5,0.02
1323378,within an hour,1,1,t,1,t,t,Benito Juárez,19.39084,-99.16981,Entire home/apt,3,2,2,2,"$1,100.00",3,180,257,17,8,4.75,4.69,4.56,4.94,4.94,5,4.75,f,1,0.16
2373420,a few days or more,0.43,0.83,f,2,t,t,Coyoacán,19.30729,-99.16962,Private room,1,1,1,1,$380.00,7,1125,355,12,3,4.75,4.67,4.73,4.55,4.91,4.91,4.83,f,1,0.14
1324525,a few days or more,0,0,f,1,t,t,Benito Juárez,19.38366,-99.16569,Private room,2,1,1,1,$500.00,1,1125,355,3,0,5,5,5,5,5,4.67,5,f,1,0.03
362583,within an hour,1,0.93,t,2,t,t,Cuauhtémoc,19.43165,-99.17132,Entire home/apt,4,2,2,2,"$1,615.00",2,1125,356,33,14,4.84,4.9,4.9,4.68,4.77,4.94,4.87,f,1,0.29
370092,within an hour,1,1,f,5,t,t,Cuauhtémoc,19.40213,-99.16924,Entire home/apt,4,1,,2,$560.00,1,22,141,376,47,4.5,4.44,4.55,4.75,4.75,4.75,4.49,f,2,3.02
1344188,within an hour,1,0.86,f,1,t,t,Benito Juárez,19.39219,-99.17705,Private room,2,1.5,1,1,$532.00,3,15,49,215,2,4.95,4.96,4.93,5,5,4.95,4.95,f,1,2.07
2401724,within an hour,1,0.99,t,7,t,t,Cuauhtémoc,19.4171,-99.1725,Entire home/apt,4,1,2,2,"$1,234.00",1,1125,154,178,73,4.87,4.93,4.9,4.96,4.98,4.99,4.88,f,4,3.02
1363110,within a day,1,N/A,f,2,t,f,Benito Juárez,19.39165,-99.18885,Private room,2,1,1,1,$426.00,3,1125,171,26,0,4.88,4.88,5,4.88,4.96,4.54,4.77,f,2,0.24
1369572,a few days or more,0,0,f,0,t,t,Benito Juárez,19.38148,-99.18216,Private room,2,1,1,1,$600.00,3,1125,364,0,0,,,,,,,,f,1,
1378164,within an hour,1,0.83,t,1,t,t,Benito Juárez,19.39829,-99.13817,Entire home/apt,2,1,1,1,$420.00,20,150,160,38,3,4.58,4.69,4.17,4.83,4.67,4.67,4.42,f,1,0.82
1380783,within a day,0.5,0.33,f,1,t,t,Miguel Hidalgo,19.42903,-99.19238,Private room,3,1,1,2,"$2,524.00",2,30,365,116,0,4.93,4.91,4.98,4.98,4.89,4.99,4.86,f,1,1.12
1392308,within an hour,1,0.99,f,6,t,t,Cuauhtémoc,19.43432,-99.14581,Entire home/apt,5,2,2,3,"$1,272.00",3,60,229,55,0,4.83,4.91,4.8,4.94,4.91,4.9,4.85,f,10,0.52
1403168,a few days or more,0,N/A,f,1,t,f,Miguel Hidalgo,19.40288,-99.17884,Private room,2,2,1,1,$608.00,2,1125,365,1,0,5,5,5,5,5,5,5,t,1,0.04
1403218,within a few hours,0.98,0.59,f,0,t,t,Cuauhtémoc,19.44324,-99.14649,Private room,16,5.5,10,16,"$2,827.00",1,1125,284,162,0,4.83,4.78,4.75,4.94,4.97,4.47,4.79,f,6,1.54
373792,N/A,N/A,1,f,2,t,f,Cuauhtémoc,19.41277,-99.17546,Private room,1,1.5,1,1,$909.00,2,365,365,13,1,4.69,4.77,4.92,5,5,5,4.77,t,1,0.11
375032,within a few hours,0.88,0.6,f,10,t,t,Cuauhtémoc,19.4075,-99.17561,Private room,14,6,6,10,"$13,500.00",1,14,363,51,5,4.69,4.56,4.73,4.78,4.84,4.98,4.47,f,10,0.42
2406485,within a few hours,1,0.89,f,1,t,t,Miguel Hidalgo,19.40103,-99.17618,Private room,2,1,1,1,$450.00,2,1125,365,46,6,4.76,4.89,4.91,4.8,4.71,4.76,4.82,f,1,0.46
2419999,within an hour,1,0.99,f,6,t,t,Cuauhtémoc,19.43432,-99.14581,Entire home/apt,3,1,1,1,$724.00,3,60,234,11,0,4.27,4.36,4.64,4.73,4.27,4.82,4.18,t,10,0.11
2424204,within an hour,1,0.98,t,8,t,t,Cuauhtémoc,19.43794,-99.13644,Entire home/apt,4,1,1,2,"$1,999.00",3,90,344,24,0,4.75,4.79,4.83,4.96,4.96,4.75,4.71,t,7,0.24
382712,within a day,0.5,0,f,1,t,t,Miguel Hidalgo,19.45684,-99.17179,Private room,2,1,1,1,$700.00,1,7,365,0,0,,,,,,,,f,1,
395446,within an hour,1,1,t,6,t,t,Cuauhtémoc,19.41068,-99.17732,Entire home/apt,2,1,1,1,"$2,981.00",14,1125,0,19,7,4.74,4.89,4.74,4.94,5,5,4.5,f,6,0.16
1404363,within a few hours,0.9,0.58,f,3,t,t,Benito Juárez,19.38015,-99.17402,Entire home/apt,2,1,,1,$980.00,4,1125,113,130,16,4.78,4.9,4.88,4.94,4.89,4.83,4.77,f,1,1.21
1411454,within an hour,1,1,t,6,t,t,Cuauhtémoc,19.41701,-99.1658,Entire home/apt,2,1,1,1,"$1,600.00",3,1125,144,293,33,4.91,4.87,4.95,4.98,4.98,4.94,4.85,f,3,2.73
1429120,within an hour,1,0.79,t,3,t,t,Benito Juárez,19.36926,-99.1804,Private room,1,1,1,1,$305.00,2,1125,359,26,4,4.79,4.84,4.76,4.88,5,4.84,4.6,f,4,0.25
2436156,within an hour,1,0.98,f,7,t,t,Cuauhtémoc,19.4098,-99.17851,Entire home/apt,5,2,2,2,"$1,615.00",4,60,0,70,0,4.82,4.9,4.79,4.85,4.95,4.92,4.82,f,2,0.7
2444573,N/A,N/A,N/A,f,1,t,t,Benito Juárez,19.36229,-99.17355,Entire home/apt,2,2,1,1,"$1,115.00",20,30,358,11,0,5,5,4.73,5,5,4.82,4.91,f,1,0.18
1441365,within an hour,1,0.94,t,3,t,t,Cuauhtémoc,19.42029,-99.17323,Entire home/apt,4,2.5,2,2,"$1,514.00",4,1125,337,93,12,4.77,4.8,4.77,4.92,4.97,4.88,4.76,f,2,0.9
