id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathroom_text,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month
29027498,N/A,N/A,N/A,f,3,t,t,Cuauhtémoc,19.41204,-99.17644,Entire home/apt,3,1.5,1,3,$912.00,1,30,172,76,0,4.79,4.92,4.79,4.99,4.97,4.99,4.83,f,3,1.69
29030616,within a few hours,1,0,f,3,t,f,Cuauhtémoc,19.43133,-99.16818,Private room,1,1,1,1,$500.00,1,1125,312,0,0,,,,,,,,f,2,
28482338,N/A,N/A,N/A,f,1,t,f,Álvaro Obregón,19.35914,-99.25702,Private room,3,1.5,,3,$650.00,6,14,89,0,0,,,,,,,,t,1,
28484608,within an hour,1,1,f,57,t,t,Miguel Hidalgo,19.43885,-99.19339,Entire home/apt,4,1,1,3,"$1,159.00",2,93,329,32,9,4.5,4.72,4.78,4.88,4.88,4.88,4.5,t,29,0.71
28839575,N/A,N/A,N/A,f,1,t,f,Benito Juárez,19.37516,-99.17696,Private room,2,3,1,4,"$1,623.00",2,1125,89,3,0,4.67,5,3.67,5,4.33,5,4.67,f,1,0.07
28492245,within an hour,1,1,t,1,t,t,Cuauhtémoc,19.43295,-99.16248,Entire home/apt,2,1,1,2,$710.00,3,1125,114,132,34,4.92,4.94,4.98,4.98,5,4.93,4.91,f,1,2.94
28840385,N/A,N/A,N/A,f,1,t,t,Miguel Hidalgo,19.44151,-99.18626,Entire home/apt,4,2,2,2,"$2,143.00",3,365,114,9,0,4.89,5,4,4.89,5,5,4.56,f,1,0.21
29032645,within an hour,1,0.93,t,3,t,t,Miguel Hidalgo,19.41964,-99.22416,Private room,2,1,1,1,$495.00,2,23,363,45,4,4.98,5,5,5,5,5,5,f,3,1
29032671,within a few hours,0.85,0.82,f,4,t,t,Cuauhtémoc,19.43738,-99.16271,Entire home/apt,1,1,1,1,$290.00,3,30,335,118,27,4.67,4.75,4.7,4.83,4.79,4.84,4.7,t,4,2.61
29032776,within an hour,1,0.88,f,3,t,t,Cuauhtémoc,19.41137,-99.18152,Private room,1,1,1,1,$370.00,3,10,0,4,3,5,5,5,5,5,5,4.67,f,1,0.1
28492538,N/A,N/A,1,f,0,t,t,Coyoacán,19.31161,-99.1429,Entire home/apt,4,2.5,2,3,"$1,500.00",2,7,0,6,3,5,5,5,4.67,5,4.67,4.5,f,1,0.19
29036646,within an hour,1,0.92,t,2,t,t,Cuauhtémoc,19.45827,-99.12347,Entire home/apt,4,1,2,3,"$1,001.00",2,1125,262,30,9,4.93,5,5,5,5,4.63,4.9,t,2,0.72
28840510,within an hour,1,1,t,2,t,t,Benito Juárez,19.39623,-99.13936,Entire home/apt,4,1,2,2,$757.00,1,30,172,270,87,4.89,4.91,4.92,4.95,4.89,4.89,4.89,f,2,6.08
28495442,N/A,N/A,N/A,f,3,t,f,Álvaro Obregón,19.35694,-99.25566,Private room,2,1,,2,$400.00,1,1125,362,0,0,,,,,,,,t,2,
28841973,a few days or more,0,0,f,1,t,f,Benito Juárez,19.38562,-99.17961,Private room,2,1,1,1,$460.00,3,30,86,34,0,4.97,4.97,4.91,4.97,4.94,4.91,4.94,f,1,0.75
28843607,within an hour,1,0.99,t,3,t,t,Cuauhtémoc,19.41539,-99.17228,Entire home/apt,10,2,3,5,"$1,355.00",2,31,321,50,24,4.76,4.92,4.6,4.96,4.94,4.94,4.8,f,4,1.41
28857770,within an hour,1,1,f,34,t,t,Cuauhtémoc,19.42797,-99.17248,Private room,2,1,1,1,$631.00,1,1125,172,82,1,4.13,4.43,4.33,4.79,4.61,4.95,4.29,t,28,1.82
28859942,N/A,N/A,0,f,1,t,t,Benito Juárez,19.39061,-99.15474,Entire home/apt,2,1,2,2,"$1,000.00",2,1125,168,3,0,4.67,5,5,5,4.67,4.33,4.67,t,1,0.08
29037668,a few days or more,0.33,0.25,f,1,t,f,Iztacalco,19.39639,-99.0702,Private room,1,1,,1,$507.00,1,1125,356,0,0,,,,,,,,f,1,
29037729,within an hour,0.94,0.82,f,7,t,t,Tlalpan,19.29529,-99.13241,Entire home/apt,10,5,5,5,"$4,780.00",1,1125,315,12,4,4.67,4.75,4.92,5,4.67,4.92,4.67,f,11,0.27
29038935,within an hour,1,1,f,34,t,t,Cuauhtémoc,19.42823,-99.1723,Private room,2,1,1,1,$643.00,1,1125,321,57,23,4.6,4.81,4.68,4.88,4.7,4.93,4.7,t,28,1.26
29053647,within an hour,1,0.99,t,1,t,t,Miguel Hidalgo,19.43062,-99.20072,Entire home/apt,2,1.5,1,1,"$2,450.00",3,1125,25,121,29,4.94,5,5,5,5,5,4.91,f,6,2.72
29055275,within an hour,1,0.93,t,3,t,t,Miguel Hidalgo,19.41897,-99.22598,Private room,2,1,1,1,$495.00,2,23,363,21,1,4.9,5,5,4.95,4.9,4.86,4.86,f,3,0.52
29056016,within an hour,1,0.93,t,3,t,t,Miguel Hidalgo,19.42013,-99.22419,Private room,2,1.5,1,1,$495.00,2,23,359,28,5,5,5,5,4.96,5,4.96,4.96,f,3,0.62
29060178,within an hour,1,0.98,t,4,t,t,Cuauhtémoc,19.40729,-99.17083,Entire home/apt,2,1,1,1,"$2,019.00",3,200,0,9,2,5,5,5,5,5,5,5,t,2,0.22
28863764,within an hour,1,1,f,1,t,t,Cuauhtémoc,19.41077,-99.17672,Entire home/apt,4,1,2,2,$890.00,30,1125,71,44,3,4.57,4.75,4.66,4.84,4.82,5,4.66,t,1,1.1
29061715,within an hour,1,0.96,f,2,t,t,Benito Juárez,19.3916,-99.17597,Private room,1,1,,1,$450.00,1,1125,0,74,3,4.85,4.93,4.69,4.93,4.95,4.96,4.73,t,2,1.66
28499757,within an hour,1,1,t,12,t,t,Cuauhtémoc,19.40077,-99.1694,Entire home/apt,8,2.5,3,6,"$1,579.00",2,1125,0,17,0,4.82,4.88,4.76,5,5,5,5,t,12,0.38
29075148,within a day,0.75,1,f,4,t,t,Cuauhtémoc,19.4239,-99.1562,Private room,2,2,1,1,$757.00,1,30,258,3,0,5,5,5,5,5,5,5,t,2,0.07
28512770,within an hour,1,1,f,18,t,t,Cuauhtémoc,19.41882,-99.15367,Entire home/apt,2,1,1,,"$1,083.00",1,1125,357,60,19,4.78,4.9,4.85,4.9,4.97,4.92,4.72,t,19,1.33
28864562,within an hour,0.93,0.98,f,6,t,f,Coyoacán,19.34802,-99.15851,Entire home/apt,2,1,1,1,"$1,003.00",1,30,177,214,40,4.56,4.61,4.63,4.81,4.81,4.95,4.61,f,7,4.77
29078417,N/A,N/A,0.64,t,2,t,t,Álvaro Obregón,19.33926,-99.18973,Private room,2,1,1,1,$273.00,3,1125,0,29,0,4.66,4.86,4.62,4.83,4.86,4.93,4.76,t,1,0.65
28517950,N/A,N/A,N/A,f,3,t,f,Tlalpan,19.28672,-99.16238,Entire home/apt,4,2,3,3,$900.00,15,1125,142,5,1,4,4.6,4,4.8,4.8,4.8,4.6,t,2,0.11
29079299,within an hour,1,1,t,2,t,f,Coyoacán,19.30388,-99.11637,Private room,1,1,,1,$260.00,1,1125,293,28,10,5,5,4.96,5,5,5,4.82,t,2,0.71
28517982,within a few hours,1,0.81,t,2,t,t,Miguel Hidalgo,19.40449,-99.17965,Private room,2,1,1,2,$401.00,2,1125,23,208,3,4.97,4.98,4.96,4.98,4.99,4.95,4.98,f,2,4.55
29079780,within an hour,1,0.98,t,27,t,t,Cuauhtémoc,19.43545,-99.14641,Entire home/apt,12,2,5,6,"$2,467.00",1,1125,57,77,4,4.69,4.78,4.78,4.88,4.88,4.95,4.7,f,32,1.72
29082259,within an hour,1,N/A,f,3,t,t,Benito Juárez,19.38453,-99.16597,Entire home/apt,4,1,1,1,$620.00,5,100,332,0,0,,,,,,,,t,3,
29097646,within an hour,1,0.98,t,2,t,t,Benito Juárez,19.39757,-99.15922,Entire home/apt,3,1,1,1,$690.00,2,1125,62,26,4,4.96,5,4.92,4.92,5,4.88,4.92,t,6,0.58
28864996,within an hour,1,1,f,1,t,t,Cuauhtémoc,19.43743,-99.14719,Entire home/apt,6,1,2,2,$796.00,2,1125,355,95,14,4.8,4.84,4.76,4.94,4.85,4.77,4.76,t,1,2.09
28865413,a few days or more,0,0.5,f,1,t,f,Cuauhtémoc,19.41364,-99.13635,Private room,2,1,1,1,$350.00,2,20,363,4,0,5,5,5,4.5,5,4.75,5,f,1,0.1
28520107,within a day,0.6,0.67,f,2,t,t,Venustiano Carranza,19.43643,-99.09571,Private room,1,1.5,1,,$260.00,1,1125,365,12,2,4.67,4.58,4.33,4.83,4.83,4.75,4.42,f,1,0.27
28868746,N/A,N/A,0,f,2,t,t,Benito Juárez,19.37189,-99.17468,Private room,5,2.5,2,3,"$1,300.00",1,1125,88,2,0,5,5,5,5,5,5,5,f,1,0.05
29099455,within an hour,1,1,t,1,t,t,Cuauhtémoc,19.41529,-99.16778,Entire home/apt,4,2,2,2,"$2,198.00",2,1125,311,49,27,5,5,4.98,5,5,5,4.94,t,1,1.11
28524214,within an hour,1,1,f,2,t,t,Tlalpan,19.28457,-99.17337,Private room,1,1,,1,$250.00,3,1125,364,12,5,4.91,5,4.73,5,5,5,4.91,t,1,0.28
29122809,within a few hours,1,0.94,t,2,t,t,Miguel Hidalgo,19.44089,-99.1825,Entire home/apt,4,2,2,3,"$1,450.00",5,100,125,43,12,4.98,4.98,4.98,4.86,4.98,4.98,4.95,f,2,0.96
28870944,N/A,N/A,N/A,f,1,t,t,La Magdalena Contreras,19.32857,-99.22292,Private room,2,1,,1,"$1,000.00",2,7,365,0,0,,,,,,,,t,1,
28525346,within an hour,1,1,f,9,t,t,Coyoacán,19.3045,-99.14553,Private room,2,1,1,1,"$1,550.00",1,1125,365,14,7,4.71,4.57,4.79,4.93,4.64,5,4.71,t,2,0.33
28886769,a few days or more,0.4,1,f,2,t,f,Coyoacán,19.33927,-99.15734,Private room,3,2,2,2,$600.00,1,30,179,1,0,0,,,,,,,t,2,0.03
28888935,a few days or more,0.4,1,f,2,t,f,Coyoacán,19.33906,-99.15583,Private room,3,0.5,2,2,$600.00,1,7,178,0,0,,,,,,,,t,2,
28890074,within an hour,1,N/A,f,0,t,t,Miguel Hidalgo,19.43515,-99.19038,Private room,2,1,1,1,"$1,000.00",1,15,29,1,0,5,5,5,5,5,5,5,t,1,0.03
28892527,within an hour,1,0.96,f,2,t,t,Benito Juárez,19.39013,-99.17757,Private room,2,1,1,1,$550.00,1,28,0,98,12,4.81,4.96,4.76,4.99,4.98,4.98,4.87,f,2,2.17
29126714,within a few hours,1,0.94,t,2,t,t,Miguel Hidalgo,19.44126,-99.18359,Entire home/apt,4,2,2,3,"$1,330.00",5,100,108,26,0,4.96,4.96,5,5,5,4.96,4.96,f,2,0.58
29131089,N/A,N/A,N/A,f,4,t,t,Miguel Hidalgo,19.43929,-99.18225,Entire home/apt,5,1,1,2,"$1,623.00",2,1125,353,61,12,4.82,4.94,4.78,4.67,4.96,4.92,4.88,t,3,1.36
29151815,within a day,1,0.56,f,3,t,t,Cuajimalpa de Morelos,19.3633,-99.29412,Entire home/apt,4,2.5,2,3,"$1,500.00",30,31,125,6,0,5,5,5,5,5,5,5,t,2,0.14
28536453,within an hour,1,0.99,t,2,t,t,Cuauhtémoc,19.42398,-99.16097,Private room,2,1,1,1,$640.00,2,1125,257,17,10,4.76,4.88,4.82,4.88,5,4.88,4.82,f,2,0.38
29152492,within an hour,1,1,t,3,t,t,Miguel Hidalgo,19.4356,-99.19749,Entire home/apt,4,1,2,2,"$1,592.00",1,1125,136,253,86,4.89,4.91,4.88,4.9,4.95,5,4.76,t,1,6
28892959,within an hour,1,0.88,f,4,t,t,Benito Juárez,19.402763,-99.147339,Private room,3,1,1,1,$300.00,1,1125,78,21,0,4.86,4.95,4.81,4.95,4.95,4.95,4.86,f,5,0.52
28893939,within an hour,1,1,t,2,t,t,Cuauhtémoc,19.40898,-99.17967,Entire home/apt,4,2,2,2,"$2,423.00",3,30,177,21,10,4.76,4.9,4.95,4.9,4.95,4.86,4.9,t,2,0.65
28537662,within an hour,1,1,f,5,t,f,Cuauhtémoc,19.42684,-99.16828,Hotel room,2,1,1,1,"$1,700.00",1,1125,365,15,3,4.93,4.87,4.93,5,5,5,4.73,t,4,0.34
29156799,within a few hours,1,0.98,t,3,t,t,Miguel Hidalgo,19.43203,-99.18885,Private room,1,1,1,1,$707.00,2,90,340,18,1,4.83,5,5,5,5,4.89,4.94,f,3,0.41
29157098,within an hour,1,1,f,34,t,t,Cuauhtémoc,19.42688,-99.17228,Private room,2,1,1,1,$450.00,1,1125,294,33,0,4.61,4.82,4.58,4.94,4.88,4.94,4.67,t,28,0.73
28896265,within an hour,1,1,t,1,t,f,Benito Juárez,19.39268,-99.17735,Private room,2,1,1,1,$400.00,2,1125,283,46,12,4.96,5,4.98,5,4.96,5,4.98,t,1,1.04
28540264,within an hour,1,1,f,2,t,t,Cuauhtémoc,19.4281,-99.15247,Private room,2,1,1,1,$390.00,1,1125,165,82,29,4.57,4.63,4.6,4.77,4.57,4.85,4.52,t,1,1.81
28907792,within an hour,1,1,t,36,t,t,Cuauhtémoc,19.41731,-99.16454,Entire home/apt,5,2,3,3,"$1,547.00",2,1125,356,83,8,4.55,4.71,4.59,4.65,4.76,4.91,4.48,f,17,1.83
29157206,within an hour,1,1,t,3,t,t,Venustiano Carranza,19.43793,-99.08206,Entire home/apt,3,1,1,1,$661.00,1,1125,340,434,110,4.8,4.88,4.87,4.94,4.95,4.78,4.76,f,3,9.67
29157400,within an hour,1,1,f,34,t,t,Cuauhtémoc,19.42861,-99.17226,Private room,2,1,1,1,$628.00,1,1125,363,17,0,4.59,4.76,4.59,4.71,4.76,4.76,4.53,t,28,0.38
29157687,within an hour,0.9,0.95,f,4,t,t,Coyoacán,19.3501,-99.15809,Private room,2,1,1,1,$834.00,1,1125,363,25,2,4.68,4.84,4.4,4.84,4.72,4.96,4.72,t,3,0.56
29158112,within an hour,1,1,f,34,t,t,Cuauhtémoc,19.42894,-99.17318,Private room,2,1,1,1,$593.00,1,1125,361,30,12,4.6,4.77,4.63,4.77,4.77,5,4.63,t,28,0.67
28911246,within an hour,1,0.94,f,2,t,t,Benito Juárez,19.39333,-99.15981,Entire home/apt,2,1,1,2,$506.00,2,1125,293,40,22,4.7,4.78,4.53,4.88,4.63,4.9,4.78,t,2,0.89
28541358,within an hour,1,0,f,0,t,t,Cuauhtémoc,19.41278,-99.17491,Entire home/apt,6,2,3,3,"$2,900.00",2,1125,21,53,1,4.94,4.98,4.91,5,5,4.96,4.79,f,1,1.19
28912985,within an hour,1,0.99,t,1,t,t,Cuauhtémoc,19.42435,-99.13554,Entire home/apt,4,1,2,2,$642.00,1,1125,201,224,54,4.78,4.83,4.61,4.95,4.94,4.88,4.78,f,1,4.96
28913872,within a few hours,1,0.87,f,1,t,t,Iztacalco,19.39891,-99.11101,Entire home/apt,2,1,2,3,$800.00,1,365,49,1,1,5,5,5,5,5,5,5,f,2,1
29158302,within an hour,1,1,f,34,t,t,Cuauhtémoc,19.42877,-99.17271,Private room,2,1,1,1,$537.00,1,1125,329,45,2,4.49,4.82,4.44,4.98,4.76,4.96,4.51,t,28,1
29159538,N/A,N/A,0,f,2,t,t,Tlalpan,19.29047,-99.13613,Private room,2,1,1,1,$450.00,1,30,355,6,0,4.83,5,5,4.83,5,4.83,4.67,f,2,0.13
29163386,N/A,N/A,N/A,f,1,t,t,Coyoacán,19.34549,-99.12864,Private room,1,1,1,1,$225.00,20,180,363,5,0,5,5,5,5,5,4.8,4.8,f,1,0.11
28542067,within an hour,1,1,f,6,t,t,Cuauhtémoc,19.40504,-99.16594,Entire home/apt,12,3.5,6,7,"$10,000.00",1,1125,265,4,1,4.5,4.25,5,5,4.75,5,4.25,t,7,0.09
28542589,within a few hours,0.92,0.65,t,6,t,t,Benito Juárez,19.39573,-99.152,Entire home/apt,8,2,3,8,"$3,600.00",2,1125,134,5,0,5,5,5,5,5,5,5,f,1,0.11
29164973,a few days or more,0,N/A,f,1,t,t,Benito Juárez,19.37343,-99.14242,Private room,1,1,1,1,$200.00,30,120,358,0,0,,,,,,,,t,1,
28543003,within an hour,1,1,f,4,t,t,Benito Juárez,19.37919,-99.15828,Private room,2,1,1,1,$290.00,1,180,17,21,0,4.86,4.81,4.81,4.95,4.76,4.95,4.86,f,4,0.47
28915433,within an hour,1,1,t,7,t,t,Cuajimalpa de Morelos,19.36121,-99.27084,Private room,4,1,1,2,$632.00,2,1125,311,40,1,4.9,4.93,4.98,4.9,4.9,4.93,4.95,t,6,0.9
28917751,N/A,N/A,N/A,f,2,t,t,Benito Juárez,19.39349,-99.168,Entire home/apt,4,1,1,2,"$1,414.00",2,1125,0,13,0,4.85,4.92,5,5,5,4.92,4.92,t,2,0.29
28546832,N/A,N/A,0,f,1,t,f,Benito Juárez,19.37104,-99.1746,Entire home/apt,6,3.5,3,5,"$1,250.00",2,1125,115,19,0,4.74,4.95,4.79,4.79,4.74,4.89,4.89,f,1,0.44
29182662,N/A,N/A,0.5,f,1,t,f,Benito Juárez,19.36957,-99.14098,Private room,2,1,1,1,$400.00,3,15,66,5,0,5,5,5,5,5,4.75,5,t,1,0.12
28558374,N/A,N/A,1,t,2,t,t,Cuauhtémoc,19.43585,-99.16512,Entire home/apt,2,1,1,1,"$1,100.00",3,90,107,19,9,4.84,4.79,4.84,5,5,4.89,4.84,t,2,0.51
29182861,N/A,N/A,N/A,f,37,t,t,Benito Juárez,19.3871,-99.15221,Entire home/apt,4,1,1,2,$730.00,1,185,317,11,0,4.55,4.73,4.64,5,4.91,5,4.45,f,32,0.25
28928237,within an hour,1,0.97,t,1,t,t,Cuauhtémoc,19.41912,-99.15865,Entire home/apt,5,2.5,2,2,"$2,200.00",5,365,110,56,12,4.95,4.96,4.91,5,5,5,4.98,f,1,1.26
28564338,a few days or more,0,0,f,1,t,f,Benito Juárez,19.38182,-99.16937,Private room,2,1,1,1,$400.00,2,365,347,5,0,5,4.8,4.8,4.8,4.8,4.8,4.8,f,1,0.11
28564840,within a few hours,0.9,1,f,2,t,t,Venustiano Carranza,19.42109,-99.10774,Entire home/apt,11,2,4,6,"$1,914.00",3,1125,340,20,0,4.75,4.8,4.95,4.8,4.65,5,4.75,f,2,0.52
28931828,within an hour,1,1,t,1,t,t,Cuauhtémoc,19.45198,-99.12972,Entire home/apt,4,1,2,3,$623.00,3,1125,56,70,23,4.93,4.97,4.94,4.99,4.99,4.53,4.96,f,2,1.96
29186124,within an hour,1,1,t,9,t,t,Cuauhtémoc,19.43115,-99.13938,Entire home/apt,2,1,1,1,$750.00,1,1125,46,256,69,4.89,4.95,4.9,4.96,4.93,4.98,4.87,t,9,5.72
29186382,within an hour,0.97,1,f,5,t,t,Benito Juárez,19.39284,-99.15979,Private room,1,1.5,1,1,$390.00,5,365,140,17,0,4.88,5,4.71,5,5,5,4.94,f,10,0.38
28565178,within an hour,1,0.98,t,11,t,t,Gustavo A. Madero,19.486322,-99.128258,Private room,2,1.5,1,2,$390.00,1,1125,357,54,11,4.81,4.81,4.89,4.96,4.94,4.89,4.7,t,11,1.23
29187789,within an hour,1,0.86,t,1,t,t,Cuauhtémoc,19.409489,-99.174812,Entire home/apt,3,1,1,2,$921.00,17,150,232,27,6,5,4.96,4.88,5,5,5,4.85,f,3,0.75
28932104,within an hour,1,1,t,12,t,t,Cuauhtémoc,19.43375,-99.15115,Entire home/apt,8,3,3,6,"$2,386.00",3,1125,291,52,17,4.92,4.94,4.92,4.96,5,4.94,4.94,t,12,1.17
28565915,within an hour,1,0.99,t,2,t,t,Cuauhtémoc,19.40764,-99.16735,Entire home/apt,2,1.5,1,1,"$1,686.00",1,1125,97,111,25,4.89,4.95,4.79,4.9,4.94,4.99,4.88,f,2,2.52
28936164,within an hour,0.9,0.95,f,4,t,t,Coyoacán,19.35087,-99.15916,Private room,2,1,1,1,$807.00,1,30,362,66,12,4.77,4.74,4.89,4.77,4.85,5,4.73,t,3,1.51
29189611,within a few hours,0.9,0.73,f,2,t,t,Cuauhtémoc,19.42086,-99.16597,Entire home/apt,6,2.5,2,2,"$3,493.00",2,1125,172,14,0,4.93,5,5,5,5,5,4.79,f,3,0.31
28567431,N/A,N/A,N/A,f,2,t,f,Benito Juárez,19.39257,-99.1744,Private room,2,1,1,1,"$1,900.00",1,30,365,2,0,5,5,5,5,5,5,5,t,2,0.06
28580219,within an hour,1,1,t,2,t,t,Miguel Hidalgo,19.43914,-99.18815,Entire home/apt,4,2,2,2,"$1,744.00",2,1125,117,166,58,4.98,5,5,5,5,4.96,4.96,f,2,3.64
29194186,within an hour,1,0.96,t,1,t,t,Miguel Hidalgo,19.43541,-99.18193,Entire home/apt,4,1,2,2,$999.00,2,28,170,80,31,4.91,4.93,4.86,4.96,4.98,4.89,4.88,f,1,1.8
29208303,N/A,N/A,N/A,f,0,t,f,Miguel Hidalgo,19.43321,-99.1794,Private room,2,1,1,1,$486.00,2,365,365,0,0,,,,,,,,t,1,
28937221,N/A,N/A,1,f,2,t,f,Iztapalapa,19.33562,-99.03667,Entire home/apt,2,1,1,1,"$10,000.00",2,1125,364,4,0,5,5,5,4.75,5,4.75,5,f,1,0.09
28584111,within an hour,1,1,t,22,t,t,Cuauhtémoc,19.43703,-99.14722,Entire home/apt,12,4,4,6,"$2,423.00",1,21,113,7,0,5,5,5,5,5,4.67,5,t,13,0.18
29217617,within a few hours,1,0.8,f,1,t,t,Miguel Hidalgo,19.44237,-99.18248,Entire home/apt,2,1,1,1,$490.00,3,1125,361,10,3,4.5,4.8,4.6,4.9,4.9,4.9,4.7,t,1,0.25
28584121,within an hour,1,1,t,20,t,t,Cuauhtémoc,19.43894,-99.14908,Entire home/apt,6,2,2,2,"$1,197.00",1,180,188,183,44,4.84,4.92,4.89,4.91,4.97,4.62,4.99,t,6,4
29217982,N/A,N/A,1,f,1,t,f,Benito Juárez,19.39183,-99.16799,Entire home/apt,2,1,1,1,$740.00,2,60,139,77,6,4.82,4.9,4.69,5,5,4.97,4.83,t,1,1.73
29233075,within an hour,1,0.96,t,7,t,t,Coyoacán,19.34461,-99.12593,Private room,2,1,1,1,$300.00,3,1125,272,0,0,,,,,,,,f,5,
29233665,within an hour,1,1,f,1,t,t,Benito Juárez,19.39433,-99.17786,Entire home/apt,3,2,2,2,"$1,414.00",2,1125,165,89,17,4.83,4.91,4.79,4.97,4.91,4.98,4.8,t,1,2.02
29234076,within a day,1,0,f,1,t,t,Miguel Hidalgo,19.39989,-99.17268,Private room,2,1.5,1,1,$320.00,2,30,0,26,0,4.92,4.96,4.96,4.96,4.96,4.92,4.92,f,1,0.58
28937236,within an hour,0.88,0.98,f,3,t,t,Coyoacán,19.34445,-99.15276,Entire home/apt,4,2,2,3,"$1,088.00",3,365,215,6,0,4.5,4.67,4.83,4.5,4.5,5,4.67,t,1,0.14
28937860,within an hour,1,0.95,t,1,t,t,Cuauhtémoc,19.4186,-99.1654,Entire home/apt,2,1,1,1,"$1,127.00",2,1125,151,86,43,4.91,4.99,4.95,4.98,4.97,4.88,4.88,t,1,2.1
28590508,N/A,N/A,1,f,1,t,t,Cuauhtémoc,19.41205,-99.16409,Private room,2,1,1,1,$600.00,6,60,365,0,0,,,,,,,,t,2,
28938369,N/A,N/A,0,f,1,t,t,Cuauhtémoc,19.42942,-99.13833,Private room,3,1,1,2,$999.00,2,1125,89,5,0,4.6,4.6,4.8,5,4.8,5,4.6,f,1,0.11
28938430,within an hour,1,0.9,f,3,t,t,Miguel Hidalgo,19.42839,-99.17645,Private room,2,1,1,1,$714.00,5,1125,264,17,4,5,4.88,4.94,5,4.94,5,5,f,4,0.38
28602888,within an hour,1,1,f,7,t,t,Cuauhtémoc,19.42095,-99.16576,Entire home/apt,2,1,2,2,"$1,450.00",1,366,171,152,42,4.66,4.74,4.65,4.9,4.95,4.97,4.72,t,8,3.66
28940213,within an hour,1,N/A,f,0,t,f,Miguel Hidalgo,19.43007,-99.19315,Entire home/apt,3,1.5,2,2,"$1,900.00",15,1125,356,0,0,,,,,,,,f,1,
29234665,within an hour,1,0.33,f,1,t,f,Benito Juárez,19.39636,-99.14272,Private room,4,2,2,3,"$1,115.00",2,365,364,8,1,5,5,5,5,5,4.88,4.88,f,1,0.18
29236389,within an hour,1,1,t,3,t,t,Benito Juárez,19.38226,-99.15346,Private room,1,1,1,1,$220.00,2,1125,263,26,5,4.69,4.73,4.73,4.96,4.85,4.96,4.73,t,3,0.61
29238497,within an hour,1,1,f,5,t,t,Cuauhtémoc,19.42805,-99.13352,Entire home/apt,11,2,3,6,"$1,804.00",1,398,205,193,67,4.8,4.88,4.78,4.9,4.89,4.95,4.85,t,5,4.39
28605752,within an hour,1,1,f,22,t,t,Cuauhtémoc,19.40929,-99.17246,Entire home/apt,4,2,2,2,"$1,629.00",2,1125,334,162,44,4.73,4.81,4.73,4.84,4.9,4.99,4.78,t,11,3.54
29239976,within an hour,1,1,f,0,t,t,Benito Juárez,19.37925,-99.1709,Private room,1,1,1,1,$350.00,3,20,37,3,3,4.67,4.67,4.67,5,5,5,5,f,1,0.73
29240612,within an hour,1,1,t,4,t,t,Cuauhtémoc,19.41375,-99.1769,Private room,1,1,1,1,$400.00,2,1125,200,30,18,4.9,4.97,4.97,4.93,4.87,4.97,4.9,t,2,0.98
28607802,N/A,N/A,N/A,f,1,t,f,Álvaro Obregón,19.38074,-99.25309,Entire home/apt,3,1,1,1,"$1,100.00",4,1125,364,1,0,0,,,,,,,t,1,0.04
29241744,within a few hours,1,1,t,1,t,t,Benito Juárez,19.38161,-99.17171,Entire home/apt,1,1,1,1,$325.00,8,1125,361,41,9,4.95,4.95,5,4.98,4.98,4.93,4.88,t,1,1.1
29241935,within a few hours,1,0.98,t,3,t,t,Cuauhtémoc,19.40848,-99.1754,Entire home/apt,2,2,1,1,"$2,692.00",2,1125,266,140,43,4.89,4.89,4.9,4.9,4.89,4.95,4.8,f,3,3.13
29255922,within a few hours,1,0.75,f,1,t,f,Miguel Hidalgo,19.44184,-99.2007,Private room,2,1,1,2,$950.00,1,1125,363,32,0,4.88,4.97,5,4.81,4.88,5,4.94,f,1,0.72
28941950,within an hour,1,1,t,1,t,t,Venustiano Carranza,19.41724,-99.08305,Private room,2,1.5,1,2,$250.00,28,1125,142,27,11,4.93,4.89,5,4.81,4.96,4.81,4.96,f,1,0.67
28942109,within a day,1,0.14,f,1,t,f,Miguel Hidalgo,19.43159,-99.19332,Entire home/apt,3,1.5,2,1,"$1,999.00",3,1125,359,9,1,4.78,4.78,4.67,5,5,5,4.67,f,1,0.2
28608502,within an hour,0.99,0.96,f,35,t,t,Benito Juárez,19.39797,-99.17588,Private room,3,1,1,1,$591.00,1,100,356,53,5,4.83,4.91,4.77,4.85,4.87,4.89,4.85,t,23,1.2
28952507,N/A,N/A,0,f,2,t,t,Cuauhtémoc,19.44084,-99.15525,Private room,1,1,1,1,$400.00,1,60,90,3,0,4.67,5,5,4.67,4.67,5,4.67,t,1,0.07
28954069,N/A,N/A,N/A,f,3,t,t,Cuauhtémoc,19.41064,-99.17671,Entire home/apt,5,2,2,3,"$1,373.00",1,20,172,37,0,4.92,4.97,4.78,4.97,4.97,5,4.89,f,3,0.83
29256510,within an hour,1,1,f,1,t,t,Coyoacán,19.35044,-99.14475,Private room,2,1,1,1,$378.00,1,15,360,230,61,4.74,4.91,4.76,4.94,4.95,4.96,4.78,t,1,5.32
