,id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathroom_text,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month
15,46670928.0,a few days or more,0.48,0.78,False,21.0,True,True,JoÃ¡,-23.01006,-43.29122,Entire home/apt,8,4.0,3.0,5.0,1495,1,365,354,1,0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,False,20,0.06
17,13967747.0,unknown,0.0,0.0,False,2.0,True,False,Barra de Guaratiba,-23.06761,-43.56691,Entire home/apt,10,2.0,2.0,5.0,650,4,1125,53,1,0,0.0,4.79,4.7,4.87,4.85,4.86,4.67,False,1,0.02
18,38601190.0,within an hour,1.0,1.0,True,3.0,True,True,HonÃ³rio Gurgel,-22.84897,-43.35755,Entire home/apt,5,1.0,2.0,3.0,81,1,1125,327,83,37,4.76,4.89,4.89,4.78,4.78,4.55,4.65,True,2,2.67
19,42642802.0,within a day,0.6,0.7,False,2.0,True,False,Camorim,-22.9765,-43.41281,Entire home/apt,2,1.0,1.0,0.0,240,1,365,353,3,3,3.67,3.67,3.67,3.67,3.67,3.67,3.67,False,2,0.52
20,16882020.0,within a day,0.67,0.2,False,6.0,True,True,Botafogo,-22.94075,-43.1828,Entire home/apt,6,1.0,2.0,3.0,3000,1,1125,364,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,6,0.0
24,30508035.0,within a few hours,1.0,0.64,False,2.0,True,True,Vargem Grande,-23.00548,-43.50213,Entire home/apt,6,4.0,3.0,16.0,1200,2,10,170,7,3,5.0,5.0,4.83,5.0,5.0,4.83,4.67,False,2,0.16
26,3208752.0,unknown,0.0,0.0,False,1.0,True,False,Freguesia (JacarepaguÃ¡),-22.95175,-43.34475,Entire home/apt,4,1.0,2.0,4.0,920,25,1125,365,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,1,0.0
27,46635218.0,within an hour,1.0,0.95,True,1.0,True,True,JacarepaguÃ¡,-22.974083,-43.41267,Entire home/apt,2,1.0,1.0,1.0,125,3,1125,83,20,14,4.8,4.7,4.65,4.8,4.75,4.9,4.85,False,4,1.05
28,50155644.0,within an hour,1.0,1.0,False,1.0,True,True,Recreio dos Bandeirantes,-23.00864,-43.44547,Entire home/apt,6,3.5,4.0,4.0,586,3,1125,259,2,2,5.0,5.0,4.5,5.0,5.0,5.0,4.5,False,1,0.24
30,42010487.0,within a few hours,1.0,0.67,False,2.0,True,False,ItanhangÃ¡,-22.99746,-43.29744,Entire home/apt,8,3.0,4.0,9.0,900,5,90,79,4,1,4.5,5.0,4.75,5.0,5.0,5.0,4.75,False,2,0.23
