,id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathroom_text,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month
1854,25473335.0,within an hour,1.0,1.0,False,10.0,True,True,Copacabana,-22.98536,-43.1891,Entire home/apt,6,4.0,3.0,4.0,1000,3,1125,170,2,1,4.0,5.0,4.0,4.5,5.0,5.0,4.0,True,5,0.06
1855,31875486.0,within a day,0.5,0.0,False,3.0,True,False,Copacabana,-22.96491,-43.1925,Entire home/apt,8,2.0,2.0,3.0,500,2,15,362,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,3,0.0
1856,52773668.0,within an hour,1.0,1.0,False,0.0,True,True,Barra da Tijuca,-23.014509,-43.303318,Entire home/apt,4,1.0,1.0,3.0,579,2,28,253,18,18,4.89,4.94,4.89,4.83,4.94,5.0,4.78,True,1,2.62
1858,10874529.0,unknown,0.0,1.0,False,1.0,True,True,Centro,-22.9059,-43.17248,Entire home/apt,5,2.0,2.0,2.0,500,4,30,275,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,1,0.0
1859,2575337.0,unknown,0.0,0.0,False,1.0,True,False,Tijuca,-22.9196,-43.23029,Entire home/apt,5,2.0,3.0,3.0,2500,1,1125,365,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,1,0.0
1860,190906.0,within a few hours,0.98,0.78,False,32.0,True,True,Ipanema,-22.98057,-43.1995,Entire home/apt,4,1.5,2.0,3.0,215,4,90,233,171,6,4.57,4.63,4.56,4.83,4.8,4.8,4.49,False,19,1.3
1861,37402685.0,within a few hours,0.96,0.68,False,59.0,True,True,Botafogo,-22.95724,-43.17916,Entire home/apt,3,3.0,2.0,2.0,347,2,1125,176,8,2,4.5,4.38,4.63,4.63,4.38,4.75,4.0,False,30,0.24
1862,53813019.0,unknown,0.0,0.0,False,1.0,True,True,Laranjeiras,-22.93615,-43.18878,Entire home/apt,2,1.0,1.0,2.0,300,3,10,191,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,1,0.0
1863,40637519.0,within an hour,1.0,0.9,True,1.0,True,True,Catete,-22.92873,-43.17902,Entire home/apt,3,1.0,1.0,2.0,229,2,30,32,14,8,5.0,5.0,4.86,5.0,5.0,5.0,4.86,False,1,0.47
1864,10505548.0,a few days or more,0.0,0.0,False,1.0,True,False,JacarepaguÃ¡,-22.96902,-43.41695,Entire home/apt,6,3.0,2.0,5.0,2323,1,1125,365,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,1,0.0
1865,53592145.0,within a day,0.76,0.45,False,8.0,True,True,Ipanema,-22.98584,-43.21405,Entire home/apt,6,3.5,2.0,3.0,2000,2,365,335,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,8,1.0
1866,16982073.0,unknown,0.0,0.0,False,1.0,False,False,Centro,-22.90799,-43.172,Entire home/apt,7,3.0,3.0,4.0,1500,1,1125,365,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,1,0.0
1867,53730085.0,within an hour,0.8,1.0,False,0.0,True,True,Laranjeiras,-22.9361,-43.18054,Entire home/apt,4,1.5,2.0,3.0,370,3,7,6,2,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,2,0.35
1868,11573361.0,unknown,0.0,0.0,False,1.0,True,False,Barra da Tijuca,-22.97414,-43.38422,Entire home/apt,4,2.0,2.0,2.0,1600,20,20,365,1,0,0.0,4.79,4.7,4.87,4.85,4.86,4.67,False,1,0.01
1870,13264276.0,unknown,0.0,0.0,False,1.0,True,True,JacarepaguÃ¡,-22.96685,-43.41027,Entire home/apt,6,1.0,2.0,3.0,900,10,30,83,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,1,0.0
1872,29102753.0,unknown,0.0,0.0,False,1.0,True,False,Copacabana,-22.96319,-43.19161,Entire home/apt,6,2.0,3.0,1.0,1000,4,1125,178,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,1,0.0
1873,14089971.0,within a day,0.5,1.0,False,1.0,True,True,Camorim,-22.98032,-43.41517,Entire home/apt,5,2.0,2.0,2.0,700,10,20,352,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,1,0.01
1874,13633329.0,within a day,0.57,0.78,False,1.0,True,True,Copacabana,-22.96754,-43.17807,Entire home/apt,3,1.0,2.0,2.0,258,5,1125,340,8,1,4.88,4.88,5.0,5.0,5.0,5.0,4.88,False,1,0.12
1876,5.58e+17,within a day,1.0,1.0,False,1.0,True,True,HumaitÃ¡,-22.95423,-43.19764,Entire home/apt,2,2.0,1.0,1.0,328,25,365,162,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,1,0.36
1877,35375900.0,within an hour,1.0,0.99,False,1.0,True,True,Botafogo,-22.9537,-43.19063,Entire home/apt,6,2.0,2.0,4.0,150,1,180,119,117,48,4.69,4.78,4.47,4.8,4.74,4.91,4.61,True,1,3.24
1878,30372795.0,within an hour,0.86,0.83,False,1.0,True,False,Botafogo,-22.95537,-43.17651,Entire home/apt,2,1.0,1.0,2.0,300,4,1125,358,8,3,4.75,4.88,4.88,4.5,4.88,5.0,4.5,False,1,0.19
1880,5.9e+17,unknown,0.0,0.0,False,1.0,True,False,Santa Teresa,-22.91433,-43.18134,Entire home/apt,3,1.0,1.0,1.0,470,4,5,171,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,1,0.0
1881,5.27e+17,a few days or more,0.4,0.0,False,0.0,True,True,Catete,-22.92334,-43.17944,Entire home/apt,2,1.0,1.0,1.0,236,7,10,354,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,1,0.0
1883,3012365.0,unknown,0.0,0.0,False,1.0,True,True,MaracanÃ£,-22.91757,-43.23298,Entire home/apt,6,2.0,2.0,4.0,2000,1,1125,365,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,1,0.0
1884,12757772.0,unknown,0.0,0.0,False,1.0,True,False,Tijuca,-22.91788,-43.21624,Entire home/apt,5,2.0,2.0,3.0,700,10,20,365,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,1,0.0
1885,9544896.0,within an hour,0.99,0.37,False,48.0,True,True,Copacabana,-22.96612,-43.1904,Entire home/apt,4,1.0,1.0,2.0,177,3,30,353,3,0,4.33,4.5,5.0,4.5,4.67,5.0,4.0,False,42,0.04
1886,54023346.0,within an hour,1.0,0.38,False,5.0,True,True,Leblon,-22.979,-43.22583,Entire home/apt,5,2.0,2.0,2.0,550,3,365,362,3,3,4.67,5.0,4.67,4.67,4.67,5.0,5.0,False,4,0.55
1887,40362994.0,within a day,0.66,0.44,False,71.0,True,True,JacarepaguÃ¡,-22.96704,-43.39706,Entire home/apt,6,1.0,2.0,5.0,550,1,32,353,4,2,4.75,4.5,4.75,5.0,4.75,5.0,4.75,False,73,0.13
1888,5.88e+17,a few days or more,0.0,0.0,False,0.0,True,True,Santa Teresa,-22.919054,-43.180138,Entire home/apt,2,1.0,1.0,1.0,195,1,6,112,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,1,0.0
1889,51565986.0,within an hour,1.0,0.97,True,1.0,True,True,Centro,-22.91319,-43.182,Entire home/apt,4,1.0,1.0,2.0,160,1,1125,352,19,19,4.95,4.84,4.68,4.89,4.84,5.0,4.63,True,1,1.99
1890,8441006.0,within a few hours,1.0,0.75,False,1.0,True,False,Botafogo,-22.95114,-43.18559,Entire home/apt,4,1.5,1.0,1.0,321,2,1125,357,10,1,4.9,4.8,4.9,4.9,4.9,4.8,4.6,False,1,0.12
1891,2137412.0,a few days or more,0.0,0.0,False,3.0,True,False,Recreio dos Bandeirantes,-23.02882,-43.47394,Entire home/apt,4,1.0,1.0,1.0,800,1,1125,365,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,1,0.0
1892,13532019.0,unknown,0.0,0.0,False,1.0,True,False,Barra da Tijuca,-23.00079,-43.33494,Entire home/apt,10,8.0,5.0,5.0,5000,8,20,83,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,1,0.0
1893,13641881.0,unknown,0.0,0.0,False,1.0,True,False,Tijuca,-22.92467,-43.21934,Entire home/apt,6,2.0,2.0,2.0,600,10,1125,364,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,1,0.0
