,id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathroom_text,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month
76,17211623.0,within a few hours,1.0,0.57,False,2.0,True,False,JacarepaguÃ¡,-22.96969,-43.39173,Private room,3,1.0,1.0,2.0,82,1,1125,72,7,3,4.57,5.0,4.86,5.0,4.43,5.0,4.71,False,3,0.16
78,45526984.0,a few days or more,0.0,0.0,False,0.0,True,True,Urca,-22.95286,-43.17266,Private room,4,2.0,2.0,3.0,3000,1,1125,364,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,2,0.0
81,2473738.0,unknown,0.0,0.0,False,2.0,True,False,Santa Teresa,-22.93373,-43.19836,Private room,2,1.0,1.0,1.0,300,1,90,365,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,1,0.0
82,46623702.0,within a few hours,0.75,0.83,False,0.0,True,False,Vila Isabel,-22.92293,-43.23799,Private room,2,3.0,1.0,2.0,140,2,1125,365,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,4,0.0
83,45540599.0,within a few hours,0.75,0.83,False,0.0,True,False,Vila Isabel,-22.92238,-43.23973,Private room,2,3.0,1.0,2.0,140,1,1125,365,1,0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,True,4,0.05
84,5.89e+17,within a day,0.67,0.14,False,6.0,True,True,Barra da Tijuca,-23.00944,-43.34227,Private room,5,2.0,2.0,4.0,195,3,365,356,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,2,0.0
90,26744870.0,a few days or more,0.0,0.0,False,3.0,True,False,Copacabana,-22.95988,-43.17432,Private room,2,1.0,1.0,1.0,51627,4,1125,364,1,0,0.0,4.79,4.7,4.87,4.85,4.86,4.67,False,2,0.02
100,6.15e+17,within an hour,1.0,0.83,False,1.0,True,True,Recreio dos Bandeirantes,-23.02763,-43.47636,Private room,2,2.0,1.0,1.0,90,1,365,51,4,4,4.5,5.0,5.0,4.0,5.0,5.0,5.0,False,1,2.67
103,45329462.0,within an hour,1.0,0.95,False,3.0,True,True,Botafogo,-22.9574,-43.1945,Private room,2,2.0,1.0,1.0,90,2,89,353,9,6,4.78,5.0,4.67,5.0,5.0,4.78,4.78,True,3,0.5
109,22669630.0,unknown,0.0,0.0,False,1.0,True,False,Recreio dos Bandeirantes,-23.02409,-43.47444,Private room,1,1.0,2.0,1.0,120,15,1125,180,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,1,0.0
110,31804413.0,a few days or more,0.0,0.0,False,2.0,True,True,Cosme Velho,-22.93983,-43.19562,Private room,2,1.0,1.0,1.0,200,3,1125,268,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,2,0.0
118,14204074.0,unknown,0.0,0.0,False,2.0,True,False,Laranjeiras,-22.93028,-43.19041,Private room,2,1.0,1.0,1.0,207,15,30,90,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,2,0.0
120,15772962.0,within an hour,1.0,0.6,False,1.0,True,True,Santa Teresa,-22.91706,-43.18521,Private room,2,1.0,1.0,1.0,110,1,7,90,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,1,0.0
123,42231700.0,within a few hours,1.0,0.33,False,0.0,True,False,Santa Teresa,-22.91489,-43.19003,Private room,4,1.0,2.0,2.0,105,3,60,365,2,1,3.5,4.0,3.5,4.0,3.5,3.5,3.0,False,1,0.07
127,16892407.0,unknown,0.0,0.0,False,1.0,True,False,HumaitÃ¡,-22.95445,-43.19896,Private room,3,1.0,1.0,1.0,250,2,1125,365,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,1,0.02
129,6.39e+17,unknown,0.0,0.0,False,1.0,True,True,Leme,-22.962839,-43.170425,Private room,2,1.0,1.0,1.0,336,1,5,5,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,2,0.0
131,53634509.0,unknown,0.0,1.0,False,0.0,True,True,HumaitÃ¡,-22.95602,-43.19809,Private room,2,1.0,1.0,1.0,210,3,365,87,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,1,0.0
136,404811.0,unknown,0.0,0.0,False,3.0,True,True,Copacabana,-22.97716,-43.1937,Private room,1,2.0,1.0,1.0,150,90,180,0,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,1,0.0
145,11046268.0,within an hour,0.83,0.33,False,5.0,True,False,Leme,-22.95872,-43.17119,Private room,1,2.0,1.0,1.0,75,1,1125,0,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,5,0.0
149,13098075.0,within a few hours,1.0,1.0,False,0.0,True,True,Copacabana,-22.98293,-43.19549,Private room,1,1.0,1.0,1.0,99,3,365,0,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,1,0.0
170,22830591.0,a few days or more,0.13,0.0,False,4.0,True,False,Botafogo,-22.94933,-43.18329,Private room,2,1.0,1.0,1.0,159,1,1125,0,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,1,0.0
171,29791240.0,within a day,0.7,0.18,False,8.0,True,True,Lagoa,-22.96591,-43.19855,Private room,2,1.0,1.0,1.0,350,1,15,0,1,0,0.0,4.79,4.7,4.87,4.85,4.86,4.67,True,6,0.03
175,23500273.0,unknown,0.0,0.0,False,1.0,True,False,Copacabana,-22.96734,-43.18727,Private room,1,2.0,1.0,1.0,250,2,5,0,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,1,0.03
180,28462852.0,within a day,0.5,0.44,False,1.0,True,False,Ipanema,-22.98345,-43.20577,Private room,2,1.0,1.0,2.0,110,1,15,0,3,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,2,0.1
181,38906053.0,unknown,0.0,0.5,False,1.0,True,False,JacarepaguÃ¡,-22.96993,-43.38514,Private room,2,1.0,1.0,2.0,300,1,1125,0,5,0,5.0,5.0,5.0,5.0,5.0,5.0,4.8,True,1,0.15
182,37885059.0,within an hour,1.0,0.95,False,5.0,True,True,Leblon,-22.9804,-43.21912,Private room,1,1.0,1.0,1.0,54,1,1125,0,12,7,4.25,4.33,3.75,4.67,4.58,4.67,4.67,True,5,0.4
186,32897145.0,unknown,0.0,1.0,False,1.0,True,True,Copacabana,-22.96619,-43.18111,Private room,2,1.0,1.0,1.0,120,1,1125,0,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,1,0.0
196,14486109.0,unknown,0.0,0.0,False,1.0,True,False,Tijuca,-22.93706,-43.24029,Private room,2,1.0,1.0,1.0,250,1,1125,365,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,1,0.0
205,30787424.0,within a few hours,1.0,0.56,True,5.0,True,False,Rio Comprido,-22.92812,-43.19736,Private room,2,1.0,1.0,1.0,150,1,1125,179,6,2,5.0,5.0,4.33,4.33,5.0,4.67,5.0,False,3,0.14
209,44575527.0,within a few hours,1.0,0.98,True,2.0,True,True,Recreio dos Bandeirantes,-23.01726,-43.48496,Private room,2,1.0,1.0,1.0,145,2,1125,0,21,1,4.71,4.52,4.57,4.52,4.67,4.43,4.29,True,4,0.95
213,40424062.0,unknown,0.0,0.5,False,1.0,True,True,Copacabana,-22.97179,-43.18499,Private room,6,3.0,3.0,3.0,1000,4,1125,0,2,1,5.0,5.0,5.0,5.0,5.0,5.0,4.5,False,1,0.07
224,52201675.0,within an hour,1.0,1.0,True,4.0,True,True,Botafogo,-22.95314,-43.18211,Private room,2,4.0,1.0,1.0,79,2,1125,0,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,6,0.0
228,52933706.0,within a few hours,1.0,1.0,True,1.0,True,False,Botafogo,-22.95658,-43.18683,Private room,1,1.0,1.0,1.0,70,1,1125,0,3,3,5.0,5.0,4.67,5.0,5.0,5.0,5.0,True,2,0.39
243,53308747.0,within a day,1.0,0.83,False,0.0,True,True,Copacabana,-22.97644,-43.19309,Private room,2,2.0,1.0,1.0,150,1,30,0,2,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,1,0.35
244,53419228.0,within an hour,1.0,1.0,True,0.0,True,False,Barra da Tijuca,-23.00578,-43.32452,Private room,1,1.0,1.0,1.0,135,2,1125,0,18,18,5.0,5.0,4.94,5.0,5.0,4.89,4.94,True,1,3.16
246,13584985.0,within a day,1.0,0.4,False,1.0,True,False,Laranjeiras,-22.93772,-43.18128,Private room,2,1.0,1.0,0.0,108,3,10,75,9,0,4.67,5.0,4.89,5.0,5.0,5.0,4.67,False,1,0.13
260,2390901.0,unknown,0.0,0.0,False,1.0,True,False,Jardim BotÃ¢nico,-22.95945,-43.20771,Private room,2,1.0,1.0,1.0,955,1,1125,365,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,1,0.0
262,54172905.0,unknown,0.0,0.67,False,0.0,True,False,Vargem Pequena,-22.99217,-43.44248,Private room,3,1.5,1.0,3.0,240,1,365,0,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,3,0.0
263,32521719.0,a few days or more,0.25,0.25,False,3.0,True,False,Santa Teresa,-22.92311,-43.18881,Private room,2,1.0,1.0,1.0,250,1,60,365,3,0,4.33,4.33,4.67,4.33,4.33,4.0,4.67,False,3,0.09
270,41024552.0,within a day,0.67,0.86,False,2.0,True,False,Santa Teresa,-22.92771,-43.1941,Private room,2,1.0,1.0,1.0,80,1,10,9,4,2,5.0,5.0,4.5,5.0,5.0,4.5,4.75,False,2,0.13
275,53135616.0,within an hour,1.0,0.8,False,0.0,True,True,Barra da Tijuca,-23.00523,-43.32234,Private room,2,1.0,1.0,1.0,190,3,30,355,3,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,2,0.8
277,6.15e+17,within an hour,1.0,1.0,False,1.0,True,True,Santa Teresa,-22.92368,-43.18858,Private room,5,1.0,1.0,4.0,700,1,365,308,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,10,0.0
278,6216093.0,unknown,0.0,0.0,False,16.0,True,True,Laranjeiras,-22.94222,-43.19378,Private room,2,0.5,1.0,1.0,70,2,360,167,42,0,4.86,4.9,4.79,4.95,4.75,4.69,4.69,False,12,0.51
289,8502813.0,a few days or more,0.0,0.0,False,1.0,True,False,Centro,-22.91424,-43.18264,Private room,2,1.0,1.0,2.0,150,7,30,365,2,0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,True,1,0.06
292,32474806.0,unknown,0.0,0.0,False,2.0,True,False,Copacabana,-22.96687,-43.19082,Private room,2,1.0,1.0,1.0,379,1,10,88,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,2,0.0
294,52779677.0,within a day,0.8,1.0,False,1.0,True,True,Ipanema,-22.98031,-43.19944,Private room,2,1.0,1.0,2.0,130,2,1125,177,2,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,1,0.27
296,8741518.0,within a few hours,0.67,0.71,True,5.0,True,True,Botafogo,-22.94802,-43.18695,Private room,2,1.0,1.0,2.0,95,3,1125,8,13,2,4.85,4.92,5.0,5.0,4.92,4.77,4.77,False,3,0.17
300,32747242.0,unknown,0.0,0.0,False,2.0,True,False,Leme,-22.96026,-43.17124,Private room,2,1.0,1.0,1.0,120,6,10,90,1,0,0.0,4.79,4.7,4.87,4.85,4.86,4.67,True,1,0.04
305,14180875.0,a few days or more,0.0,0.0,False,2.0,True,True,Tijuca,-22.92829,-43.23577,Private room,2,2.0,1.0,1.0,230,1,1125,364,2,0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,True,2,0.05
306,51983349.0,unknown,0.0,0.0,False,0.0,True,False,Botafogo,-22.94328,-43.18222,Private room,2,1.0,12.0,1.0,717,1,365,169,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,9,0.0
307,27248468.0,a few days or more,0.0,1.0,False,1.0,True,False,Santa Teresa,-22.93268,-43.19702,Private room,2,2.0,1.0,1.0,200,1,60,365,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,1,0.0
308,34788535.0,within a day,1.0,1.0,False,1.0,True,False,Laranjeiras,-22.93211,-43.19119,Private room,1,1.0,1.0,1.0,60,1,4,365,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,1,0.0
314,17449701.0,within an hour,1.0,1.0,False,1.0,True,True,Barra da Tijuca,-22.974,-43.39327,Private room,1,2.0,3.0,3.0,779,1,1125,357,10,0,5.0,5.0,4.6,5.0,5.0,4.8,4.8,False,1,0.17
317,42363055.0,a few days or more,0.0,0.0,False,5.0,True,True,Catete,-22.92468,-43.18267,Private room,6,2.0,1.0,3.0,150,1,365,365,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,7,0.0
319,13170805.0,within a few hours,0.83,0.0,False,2.0,True,True,Barra da Tijuca,-22.974,-43.3942,Private room,3,1.0,1.0,1.0,140,1,1125,347,10,0,4.9,5.0,5.0,5.0,5.0,5.0,4.6,False,2,0.14
325,10391080.0,within a day,0.67,0.4,False,1.0,True,True,Botafogo,-22.94953,-43.18826,Private room,2,1.0,1.0,1.0,180,2,1125,349,5,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,1,0.06
326,32060766.0,unknown,0.0,0.0,False,1.0,True,False,Santa Teresa,-22.91455,-43.18273,Private room,2,1.0,1.0,1.0,400,3,20,180,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,1,0.0
330,32984959.0,within an hour,1.0,1.0,False,2.0,True,True,Barra da Tijuca,-23.00398,-43.34036,Private room,2,1.0,1.0,2.0,160,1,90,91,17,7,4.65,4.59,4.65,4.82,4.59,4.94,4.53,True,2,0.5
331,12835464.0,within a few hours,1.0,1.0,False,1.0,True,False,Copacabana,-22.96547,-43.18456,Private room,2,1.5,1.0,1.0,110,2,6,356,17,3,4.88,4.82,5.0,4.94,5.0,5.0,4.71,False,1,0.26
332,42382099.0,a few days or more,0.0,0.0,False,0.0,True,False,Catete,-22.92762,-43.18006,Private room,3,1.0,1.0,1.0,443,2,1125,363,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,1,0.0
333,2890958.0,unknown,0.0,0.0,False,1.0,True,True,Santa Teresa,-22.92392,-43.18783,Private room,2,1.0,1.0,2.0,267,4,1125,365,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,1,0.0
337,4614791.0,within an hour,0.9,0.99,True,2.0,True,True,Copacabana,-22.96538,-43.18562,Private room,2,1.0,1.0,2.0,150,2,1125,162,136,23,4.95,4.97,4.97,4.96,4.99,4.97,4.93,False,2,1.53
338,53969518.0,unknown,0.0,1.0,False,0.0,True,False,Santa Teresa,-22.916,-43.1832,Private room,3,2.0,1.0,3.0,150,2,365,365,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,4,0.0
340,51388969.0,within an hour,1.0,1.0,False,3.0,True,False,Barra da Tijuca,-23.00541,-43.34062,Private room,2,1.0,1.0,1.0,233,2,180,198,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,1,0.0
343,48859573.0,within a day,1.0,0.0,False,1.0,True,True,Rio Comprido,-22.92286,-43.21369,Private room,1,1.0,1.0,1.0,60,2,1125,139,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,1,0.07
350,6730235.0,unknown,0.0,0.0,False,1.0,True,False,Santa Teresa,-22.91636,-43.17961,Private room,3,1.0,1.0,1.0,400,1,1125,365,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,1,0.0
354,44667496.0,within an hour,1.0,0.99,False,2.0,True,True,Centro,-22.9071,-43.18456,Private room,2,1.0,1.0,1.0,114,2,1125,226,46,26,4.5,4.65,4.24,4.96,4.8,4.83,4.67,False,2,2.25
355,32238434.0,a few days or more,0.0,0.0,False,2.0,True,True,Rio Comprido,-22.92239,-43.2071,Private room,4,2.0,1.0,3.0,96,1,1125,88,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,2,0.0
357,44434391.0,within a few hours,0.92,0.66,False,3.0,True,True,Botafogo,-22.95466,-43.17823,Private room,1,1.0,1.0,1.0,54,2,1125,242,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,3,0.0
359,1310935.0,within an hour,1.0,0.75,True,2.0,True,True,Copacabana,-22.96267,-43.18126,Private room,2,1.0,1.0,2.0,189,3,10,154,32,1,5.0,4.97,4.97,4.97,5.0,4.97,4.91,False,1,0.33
366,54312941.0,within an hour,1.0,0.97,True,0.0,True,False,Santa Teresa,-22.91851,-43.18627,Private room,1,1.0,1.0,1.0,71,1,1125,313,15,15,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,1,3.04
368,32310698.0,within a few hours,1.0,1.0,False,3.0,True,True,Rio Comprido,-22.92605,-43.21375,Private room,2,1.0,2.0,1.0,100,3,30,83,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,4,0.0
370,27359498.0,a few days or more,0.0,1.0,False,2.0,True,False,Copacabana,-22.96194,-43.18105,Private room,2,1.0,1.0,1.0,74,2,1125,0,46,0,4.98,4.98,4.91,4.91,4.96,4.98,4.96,True,2,1.13
374,6.1e+17,within a few hours,1.0,1.0,False,1.0,True,True,Laranjeiras,-22.93798,-43.19404,Private room,2,1.0,1.0,1.0,120,1,365,355,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,3,0.0
378,6.15e+17,within a few hours,0.93,1.0,False,1.0,True,True,Centro,-22.90731,-43.18284,Private room,2,1.0,1.0,2.0,85,1,365,262,2,2,5.0,5.0,4.5,5.0,5.0,5.0,5.0,True,2,2.0
380,12932794.0,unknown,0.0,0.0,False,1.0,True,True,Tijuca,-22.9198,-43.22703,Private room,2,2.0,1.0,1.0,100,3,15,363,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,1,0.0
382,5.99e+17,within a few hours,1.0,1.0,False,0.0,True,True,Santa Teresa,-22.91814,-43.18671,Private room,2,1.0,1.0,2.0,106,1,31,26,3,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,1,1.48
383,48591012.0,within a day,1.0,1.0,True,4.0,True,False,Tijuca,-22.92731,-43.22564,Private room,1,1.0,1.0,1.0,298,2,1125,364,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,4,0.0
384,30822389.0,unknown,0.0,0.0,False,2.0,True,False,Botafogo,-22.95717,-43.18308,Private room,2,1.0,1.0,2.0,210,7,31,365,3,0,4.67,4.67,5.0,4.33,4.67,5.0,4.67,True,2,0.07
385,32104068.0,within a few hours,0.9,0.71,False,2.0,True,False,Laranjeiras,-22.93437,-43.18452,Private room,2,1.0,1.0,1.0,150,5,30,357,7,1,5.0,5.0,4.86,5.0,5.0,5.0,5.0,False,2,0.17
392,10097656.0,within a day,1.0,0.0,False,1.0,True,False,Tijuca,-22.9203,-43.23224,Private room,4,1.0,1.0,3.0,207,1,1125,365,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,1,0.0
394,52751259.0,unknown,0.0,0.0,False,1.0,True,False,Centro,-22.90943,-43.18797,Private room,2,1.0,1.0,1.0,99,2,7,84,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,1,0.51
395,27958107.0,within an hour,0.9,0.13,False,7.0,True,False,Tijuca,-22.9206,-43.21498,Private room,2,1.0,1.0,1.0,180,2,1125,179,2,0,5.0,4.5,5.0,5.0,5.0,5.0,5.0,False,7,0.04
396,53497905.0,unknown,0.0,0.0,False,0.0,True,True,Barra da Tijuca,-23.0039,-43.34042,Private room,2,1.0,1.0,1.0,500,5,30,365,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,1,0.0
399,5.5e+17,within a day,0.6,0.0,False,0.0,True,True,Centro,-22.908,-43.18091,Private room,2,1.0,1.0,1.0,230,1,365,356,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,True,1,0.0
400,5.72e+17,within a few hours,0.8,0.58,False,3.0,True,True,Botafogo,-22.9514,-43.19185,Private room,2,1.0,1.0,1.0,55,5,365,296,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,2,0.0
403,9678583.0,unknown,0.0,0.0,False,1.0,True,False,Cosme Velho,-22.93992,-43.19745,Private room,1,1.0,1.0,1.0,150,1,2,365,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,1,0.04
409,5.93e+17,a few days or more,0.33,1.0,False,1.0,True,True,Barra da Tijuca,-23.00495,-43.32357,Private room,1,1.0,1.0,1.0,202,10,1125,81,0,0,4.68,4.79,4.7,4.87,4.85,4.86,4.67,False,1,0.0
410,5.58e+17,within an hour,0.9,1.0,False,0.0,True,False,Botafogo,-22.96151,-43.19003,Private room,2,1.5,1.0,1.0,150,3,180,17,7,7,5.0,5.0,5.0,5.0,5.0,4.86,5.0,True,2,1.79
